Nivel,Tipo de Curso,Plan,Cód.,Descripción,Tray.,Año,Mód.,Sem.,Grupo,Turno,Cód.,Descripción,Ruee Calculado,Rule calculado
FORMACIÓN PROFESIONAL,FORM. PROFES. EN ARTES Y ARTESANIAS,2008,300,DIBUJO Y PINTURA, , 1,0, ,DP4,VESPERTINO,45000,MONTEVIDEO,1301662,4010377
FORMACIÓN PROFESIONAL,FORM. PROFES. EN ARTES Y ARTESANIAS,2008,300,DIBUJO Y PINTURA, , 1,0, ,DP5,NOCTURNO,45000,MONTEVIDEO,1301662,4010377
FORMACIÓN PROFESIONAL,FORM. PROFES. EN ARTES Y ARTESANIAS,2008,300,DIBUJO Y PINTURA, , 1,0, ,DP6,NOCTURNO,45000,MONTEVIDEO,1301662,4010377
FORMACIÓN PROFESIONAL,FORM. PROFES. EN ARTES Y ARTESANIAS,2008,300,DIBUJO Y PINTURA, , 2,0, ,DP1,MATUTINO,45000,MONTEVIDEO,1301662,4010377
FORMACIÓN PROFESIONAL,FORM. PROFES. EN ARTES Y ARTESANIAS,2008,300,DIBUJO Y PINTURA, , 2,0, ,DP2,VESPERTINO,45000,MONTEVIDEO,1301662,4010377
FORMACIÓN PROFESIONAL,FORM. PROFES. EN ARTES Y ARTESANIAS,2008,300,DIBUJO Y PINTURA, , 2,0, ,DP3,NOCTURNO,45000,MONTEVIDEO,1301662,4010377
FORMACIÓN PROFESIONAL,FORM. PROFES. EN ARTES Y ARTESANIAS,2008,300,DIBUJO Y PINTURA, , 2,0, ,DP4,MATUTINO,45000,MONTEVIDEO,1301662,4010377
FORMACIÓN PROFESIONAL,FORM. PROFES. EN ARTES Y ARTESANIAS,2008,300,DIBUJO Y PINTURA, , 3,0, ,DP1,MATUTINO,45000,MONTEVIDEO,1301662,4010377
FORMACIÓN PROFESIONAL,FORM. PROFES. EN ARTES Y ARTESANIAS,2008,300,DIBUJO Y PINTURA, , 3,0, ,DP2,VESPERTINO,45000,MONTEVIDEO,1301662,4010377
FORMACIÓN PROFESIONAL,FORM. PROFES. EN ARTES Y ARTESANIAS,2008,300,DIBUJO Y PINTURA, , 3,0, ,DP3,NOCTURNO,45000,MONTEVIDEO,1301662,4010377
FORMACIÓN PROFESIONAL,FORM. PROFES. EN ARTES Y ARTESANIAS,2008,368,ESCULTURA, , 1,0, ,ES1,MATUTINO,45000,MONTEVIDEO,1301662,4010377
FORMACIÓN PROFESIONAL,FORM. PROFES. EN ARTES Y ARTESANIAS,2008,368,ESCULTURA, , 1,0, ,ES2,VESPERTINO,45000,MONTEVIDEO,1301662,4010377
FORMACIÓN PROFESIONAL,FORM. PROFES. EN ARTES Y ARTESANIAS,2008,368,ESCULTURA, , 1,0, ,ES3,NOCTURNO,45000,MONTEVIDEO,1301662,4010377
FORMACIÓN PROFESIONAL,FORM. PROFES. EN ARTES Y ARTESANIAS,2008,368,ESCULTURA, , 2,0, ,ES1,MATUTINO,45000,MONTEVIDEO,1301662,4010377
FORMACIÓN PROFESIONAL,FORM. PROFES. EN ARTES Y ARTESANIAS,2008,368,ESCULTURA, , 2,0, ,ES2,VESPERTINO,45000,MONTEVIDEO,1301662,4010377
FORMACIÓN PROFESIONAL,FORM. PROFES. EN ARTES Y ARTESANIAS,2008,368,ESCULTURA, , 2,0, ,ES3,NOCTURNO,45000,MONTEVIDEO,1301662,4010377
FORMACIÓN PROFESIONAL,FORM. PROFES. EN ARTES Y ARTESANIAS,2008,368,ESCULTURA, , 3,0, ,ES1,MATUTINO,45000,MONTEVIDEO,1301662,4010377
FORMACIÓN PROFESIONAL,FORM. PROFES. EN ARTES Y ARTESANIAS,2008,368,ESCULTURA, , 3,0, ,ES2,VESPERTINO,45000,MONTEVIDEO,1301662,4010377
FORMACIÓN PROFESIONAL,FORM. PROFES. EN ARTES Y ARTESANIAS,2008,864,TALLA EN MADERA, , 1,0, ,TM1,MATUTINO,45000,MONTEVIDEO,1301662,4010377
FORMACIÓN PROFESIONAL,FORM. PROFES. EN ARTES Y ARTESANIAS,2008,864,TALLA EN MADERA, , 1,0, ,TM2,NOCTURNO,45000,MONTEVIDEO,1301662,4010377
FORMACIÓN PROFESIONAL,FORM. PROFES. EN ARTES Y ARTESANIAS,2008,864,TALLA EN MADERA, , 2,0, ,TM1,MATUTINO,45000,MONTEVIDEO,1301662,4010377
FORMACIÓN PROFESIONAL,FORM. PROFES. EN ARTES Y ARTESANIAS,2008,864,TALLA EN MADERA, , 2,0, ,TM2,NOCTURNO,45000,MONTEVIDEO,1301662,4010377
FORMACIÓN PROFESIONAL,FORM. PROFES. EN ARTES Y ARTESANIAS,2008,864,TALLA EN MADERA, , 3,0, ,TM1,MATUTINO,45000,MONTEVIDEO,1301662,4010377
FORMACIÓN PROFESIONAL,FORM. PROFES. EN ARTES Y ARTESANIAS,2008,92C,TECNICAS DE TERMINACION Y ORNAMEN., , 1,0, ,TO2,VESPERTINO,45000,MONTEVIDEO,1301662,4010377
CAPACITACIONES,CAPACITACION PROFESIONAL INICIAL,2007,37B,INTRO. A LA FOTOGRAFIA DIGITAL, , 0,0, ,CH1,VESPERTINO,45000,MONTEVIDEO,1301662,4010377
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 1,0, ,1A,MATUTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 1,0, ,1B,MATUTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 1,0, ,1C,MATUTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 1,0, ,1J,VESPERTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 1,0, ,1D,MATUTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 1,0, ,1E,MATUTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 1,0, ,1F,VESPERTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 1,0, ,1G,VESPERTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 1,0, ,1H,VESPERTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 1,0, ,1I,VESPERTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 2,0, ,2A,MATUTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 2,0, ,2B,MATUTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 2,0, ,2C,MATUTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 2,0, ,2D,VESPERTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 2,0, ,2E,VESPERTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 2,0, ,2F,VESPERTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 3,0, ,3A,MATUTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 3,0, ,3B,MATUTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 3,0, ,3C,MATUTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 3,0, ,3D,VESPERTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,153,CARPINTERIA,I, 0,1, ,FH1,MATUTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,153,CARPINTERIA,I, 0,3, ,FH3,VESPERTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,297,ELECTRICIDAD,II, 0,1, ,FB1,VESPERTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,297,ELECTRICIDAD,II, 0,3, ,FB3,VESPERTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,443,MECANICA GENERAL,I, 0,1, ,FF1,MATUTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,443,MECANICA GENERAL,II, 0,1, ,FG1,VESPERTINO - NOCTURNO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,443,MECANICA GENERAL,I, 0,1, ,FI1,VESPERTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,45A,MUSICA,II, 0,3, ,FM3,NOCTURNO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,614,METALURGICA,II, 0,1, ,FC1,MATUTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,614,METALURGICA,II, 0,3, ,FC3,NOCTURNO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,668,PANADERIA,I, 0,1, ,FA1,VESPERTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,668,PANADERIA,I, 0,1, ,FJ1,VESPERTINO - NOCTURNO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,945,VESTIMENTA P.PUNTO,II, 0,1, ,FD1,MATUTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,007,ADMINISTRACION, , 1,0, ,SA,NOCTURNO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,007,ADMINISTRACION, , 2,0, ,SA,NOCTURNO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,344,ELECTROTECNIA, , 1,0, ,SC,MATUTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,397,GASTRONOMIA C/S/B, , 1,0, ,SB,MATUTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,401,GASTRONOMIA COCINA, , 2,0, ,SB,MATUTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,492,INSTALACIONES ELECTRICAS, , 2,0, ,SC,MATUTINO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,008,ADMINISTRACION, , 1,0, ,BA,VESPERTINO - NOCTURNO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,008,ADMINISTRACION, , 2,0, ,BA,NOCTURNO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,008,ADMINISTRACION, , 3,0, ,BA,NOCTURNO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,ARTICULACION EDUCACION MEDIA BASICA,2010,190,PROG. CASAVALLE CARPINTERIA, , 0,0, ,AR1,DOBLE TURNO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,ARTICULACION EDUCACION MEDIA BASICA,2010,213,PROG.CASAVALLE GASTRONOMIA, , 0,0, ,AR2,DOBLE TURNO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,ARTICULACION EDUCACION MEDIA BASICA,2010,332,PROG.CASAVALLE ELECTRICIDAD, , 0,0, ,AR3,DOBLE TURNO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,ARTICULACION EDUCACION MEDIA BASICA,2010,937,PROG.CASAVALLE VESTIMENTA, , 0,0, ,AR4,DOBLE TURNO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA BASICA,ARTICULACION EDUCACION MEDIA BASICA,2010,988,PROGRAMA RUMBO, , 0,1, ,PR1,NOCTURNO,45000,MONTEVIDEO,1301681,4010378
EDUCACION MEDIA SUPERIOR,CURSO TECNICO,1989,932,VESTIMENTA, , 1,0, ,CT1,MATUTINO,45000,MONTEVIDEO,1301702,4010379
EDUCACION MEDIA SUPERIOR,CURSO TECNICO,1989,932,VESTIMENTA, , 1,0, ,CT3,NOCTURNO,45000,MONTEVIDEO,1301702,4010379
EDUCACION MEDIA SUPERIOR,CURSO TECNICO,1989,932,VESTIMENTA, , 2,0, ,CT1,MATUTINO,45000,MONTEVIDEO,1301702,4010379
EDUCACION MEDIA SUPERIOR,CURSO TECNICO,1989,932,VESTIMENTA, , 2,0, ,CT2,VESPERTINO,45000,MONTEVIDEO,1301702,4010379
EDUCACION MEDIA SUPERIOR,CURSO TECNICO,1989,932,VESTIMENTA, , 2,0, ,CT3,NOCTURNO,45000,MONTEVIDEO,1301702,4010379
EDUCACION MEDIA SUPERIOR,CURSO TECNICO,1989,932,VESTIMENTA, , 3,0, ,CT1,MATUTINO,45000,MONTEVIDEO,1301702,4010379
EDUCACION MEDIA SUPERIOR,CURSO TECNICO,1989,932,VESTIMENTA, , 3,0, ,CT2,NOCTURNO,45000,MONTEVIDEO,1301702,4010379
EDUCACION MEDIA SUPERIOR,CURSO TECNICO,1989,932,VESTIMENTA, , 4,0, ,CT1,MATUTINO,45000,MONTEVIDEO,1301702,4010379
EDUCACION MEDIA SUPERIOR,CURSO TECNICO,1989,932,VESTIMENTA, , 4,0, ,CT2,VESPERTINO,45000,MONTEVIDEO,1301702,4010379
FORMACIÓN PROFESIONAL,FORMACION PROFESIONAL BASICA (FP),1962,672,PANADERIA Y REPOSTERIA, , 0,0, ,PB,MATUTINO,45000,MONTEVIDEO,1301702,4010379
FORMACIÓN PROFESIONAL,FORMACION PROFESIONAL BASICA (FP),1997,860,TALABARTERIA, , 0,0, ,PE,MATUTINO,45000,MONTEVIDEO,1301702,4010379
FORMACIÓN PROFESIONAL,FORMACION PROFESIONAL ESPECIALIZADA,1995,281,DECORACION (ALIMENTACION), , 0,0, ,GB,NOCTURNO,45000,MONTEVIDEO,1301702,4010379
FORMACIÓN PROFESIONAL,CURSO BASICO,2000,201,COCINA, , 0,1, ,DD1,MATUTINO,45000,MONTEVIDEO,1301702,4010379
FORMACIÓN PROFESIONAL,CURSO BASICO,2000,201,COCINA, , 0,1, ,DE1,MATUTINO,45000,MONTEVIDEO,1301702,4010379
FORMACIÓN PROFESIONAL,CURSO BASICO,2000,201,COCINA, , 0,1, ,DF1,VESPERTINO,45000,MONTEVIDEO,1301702,4010379
FORMACIÓN PROFESIONAL,CURSO BASICO,2000,201,COCINA, , 0,1, ,DG1,NOCTURNO,45000,MONTEVIDEO,1301702,4010379
FORMACIÓN PROFESIONAL,CURSO BASICO,2000,201,COCINA, , 0,1, ,DH1,NOCTURNO,45000,MONTEVIDEO,1301702,4010379
FORMACIÓN PROFESIONAL,CURSO BASICO,1998,933,VESTIMENTA, , 0,1, ,DA1,MATUTINO,45000,MONTEVIDEO,1301702,4010379
FORMACIÓN PROFESIONAL,CURSO BASICO,1998,933,VESTIMENTA, , 0,1, ,DB1,MATUTINO,45000,MONTEVIDEO,1301702,4010379
FORMACIÓN PROFESIONAL,CURSO BASICO,1998,933,VESTIMENTA, , 0,1, ,DC1,NOCTURNO,45000,MONTEVIDEO,1301702,4010379
CAPACITACIONES,CURSO BASICO ESPECIALIZACION,1999,115,BEBE, , 0,0, ,CB1,MATUTINO,45000,MONTEVIDEO,1301702,4010379
CAPACITACIONES,CURSO BASICO ESPECIALIZACION,1999,233,CONSERVAS, , 0,0, ,CI1,MATUTINO,45000,MONTEVIDEO,1301702,4010379
CAPACITACIONES,CURSO BASICO ESPECIALIZACION,1999,233,CONSERVAS, , 0,0, ,CK1,NOCTURNO,45000,MONTEVIDEO,1301702,4010379
CAPACITACIONES,CURSO BASICO ESPECIALIZACION,1999,525,LENCERIA, , 0,0, ,CF1,NOCTURNO,45000,MONTEVIDEO,1301702,4010379
CAPACITACIONES,CURSO BASICO ESPECIALIZACION,1999,809,REPOSTERIA BASICA, , 0,0, ,CC1,MATUTINO,45000,MONTEVIDEO,1301702,4010379
CAPACITACIONES,CURSO BASICO ESPECIALIZACION,1999,809,REPOSTERIA BASICA, , 0,0, ,CE1,NOCTURNO,45000,MONTEVIDEO,1301702,4010379
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,397,GASTRONOMIA C/S/B, , 1,0, ,SC,VESPERTINO,45000,MONTEVIDEO,1301702,4010379
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,397,GASTRONOMIA C/S/B, , 1,0, ,SD,NOCTURNO,45000,MONTEVIDEO,1301702,4010379
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,401,GASTRONOMIA COCINA, , 2,0, ,SC,VESPERTINO,45000,MONTEVIDEO,1301702,4010379
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,92A,TEXTIL, , 1,0, ,SA,MATUTINO,45000,MONTEVIDEO,1301702,4010379
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,92A,TEXTIL, , 1,0, ,SB,NOCTURNO,45000,MONTEVIDEO,1301702,4010379
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,92A,TEXTIL, , 2,0, ,SA,MATUTINO,45000,MONTEVIDEO,1301702,4010379
EDUCACION MEDIA SUPERIOR,BACHILLERATO PROFESIONAL,2008,92A,TEXTIL, , 3,0, ,BP1,MATUTINO,45000,MONTEVIDEO,1301702,4010379
EDUCACION MEDIA BASICA,ARTICULACION EDUCACION MEDIA BASICA,2015,17R,INTEGRADO CUERO, , 0,2, ,RC2,VESPERTINO - NOCTURNO,45000,MONTEVIDEO,1301702,4010379
EDUCACION MEDIA BASICA,ARTICULACION EDUCACION MEDIA BASICA,2017,19R,INTEGRADO GASTRONOMIA, , 0,1, ,PR1,MATUTINO,45000,MONTEVIDEO,1301702,4010379
EDUCACION MEDIA BASICA,ARTICULACION EDUCACION MEDIA BASICA,2017,19R,INTEGRADO GASTRONOMIA, , 0,3, ,PR3,MATUTINO,45000,MONTEVIDEO,1301702,4010379
EDUCACION MEDIA BASICA,ARTICULACION EDUCACION MEDIA BASICA,2017,19R,INTEGRADO GASTRONOMIA, , 0,3, ,PS3,VESPERTINO,45000,MONTEVIDEO,1301702,4010379
EDUCACION MEDIA BASICA,ARTICULACION EDUCACION MEDIA BASICA,2015,66R,INTEGRADO PANADERIA, , 0,1, ,PT1,VESPERTINO,45000,MONTEVIDEO,1301702,4010379
EDUCACION MEDIA BASICA,ARTICULACION EDUCACION MEDIA BASICA,2015,94R,INTEGRADO VESTIMENTA, , 0,1, ,PU1,VESPERTINO - NOCTURNO,45000,MONTEVIDEO,1301702,4010379
CAPACITACIONES,CAPACITACION PROFESIONAL INICIAL,2007,113,PASTELERIA, , 0,0, ,CA1,MATUTINO,45000,MONTEVIDEO,1301702,4010379
EDUCACION MEDIA SUPERIOR,CURSO TECNICO,1962,112,BELLEZA, , 1,0, ,CT1,MATUTINO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA SUPERIOR,CURSO TECNICO,1962,112,BELLEZA, , 1,0, ,CT2,VESPERTINO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA SUPERIOR,CURSO TECNICO,1962,112,BELLEZA, , 1,0, ,CT3,NOCTURNO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA SUPERIOR,CURSO TECNICO,1962,112,BELLEZA, , 2,0, ,CT1,MATUTINO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA SUPERIOR,CURSO TECNICO,1962,112,BELLEZA, , 2,0, ,CT2,VESPERTINO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA SUPERIOR,CURSO TECNICO,1962,112,BELLEZA, , 2,0, ,CT3,NOCTURNO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA SUPERIOR,CURSO TECNICO,1962,112,BELLEZA, , 3,0, ,CT1,MATUTINO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA SUPERIOR,CURSO TECNICO,1962,112,BELLEZA, , 3,0, ,CT2,NOCTURNO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,119,BELLEZA - CAPILAR,II, 0,1, ,FA1,VESPERTINO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,119,BELLEZA - CAPILAR,II, 0,1, ,FC1,VESPERTINO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,119,BELLEZA - CAPILAR,I, 0,1, ,FE1,MATUTINO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,119,BELLEZA - CAPILAR,I, 0,1, ,FF1,VESPERTINO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,119,BELLEZA - CAPILAR,II, 0,3, ,FC3,VESPERTINO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,119,BELLEZA - CAPILAR,II, 0,3, ,FD3,MATUTINO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,141,CAPILAR, , 1,0, ,SA,MATUTINO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,141,CAPILAR, , 1,0, ,SB,VESPERTINO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,141,CAPILAR, , 1,0, ,SC,NOCTURNO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,141,CAPILAR, , 2,0, ,SA,MATUTINO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,141,CAPILAR, , 2,0, ,SB,VESPERTINO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,141,CAPILAR, , 2,0, ,SC,NOCTURNO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,542,KINESIOLOGIA DEPORTIVA, , 1,0, ,SD,NOCTURNO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,542,KINESIOLOGIA DEPORTIVA, , 1,0, ,SL,VESPERTINO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,542,KINESIOLOGIA DEPORTIVA, , 1,0, ,SM,VESPERTINO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,542,KINESIOLOGIA DEPORTIVA, , 2,0, ,SD,NOCTURNO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,556,MAQUILLAJE INTEGRAL, , 1,0, ,SE,MATUTINO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,556,MAQUILLAJE INTEGRAL, , 1,0, ,SF,NOCTURNO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,556,MAQUILLAJE INTEGRAL, , 2,0, ,SE,MATUTINO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,556,MAQUILLAJE INTEGRAL, , 2,0, ,SF,NOCTURNO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,567,MASAJE, , 1,0, ,SH,MATUTINO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,567,MASAJE, , 1,0, ,SI,NOCTURNO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,567,MASAJE, , 2,0, ,SH,MATUTINO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,567,MASAJE, , 2,0, ,SI,NOCTURNO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,696,PEDICURIA, , 1,0, ,SJ,MATUTINO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,696,PEDICURIA, , 1,0, ,SK,NOCTURNO,45000,MONTEVIDEO,1301722,4010379
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,696,PEDICURIA, , 2,0, ,SJ,MATUTINO,45000,MONTEVIDEO,1301722,4010379
