Nivel,Tipo de Curso,Plan,Cód.,Descripción,Tray.,Año,Mód.,Sem.,Grupo,Turno,Cód.,Descripción,Ruee Calculado,Rule calculado
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,127,C. B. T.  ALTERNANCIA, , 3,0, ,3A,DOBLE TURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1306153,4060099
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,127,C. B. T.  ALTERNANCIA, , 3,0, ,3B,DOBLE TURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1306153,4060099
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,979,PRODUCCION GRANJERA,I, 0,1, ,FA1,DOBLE TURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1306153,4060099
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,979,PRODUCCION GRANJERA,II, 0,1, ,FC1,DOBLE TURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1306153,4060099
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,04A,AGRARIO (R), , 1,0, ,BA,DOBLE TURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1306153,4060099
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,04A,AGRARIO (R), , 2,0, ,BA,DOBLE TURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1306153,4060099
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,04A,AGRARIO (R), , 3,0, ,BA,DOBLE TURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1306153,4060099
CAPACITACIONES,CAPACITACION PROFESIONAL INICIAL,1997,279,CULTIVOS PROTEGIDOS, , 0,0, ,CA1,VESPERTINO - NOCTURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1306153,4060099
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 1,0, ,1A,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1306851,4060100
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 1,0, ,1B,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1306851,4060100
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 1,0, ,1C,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1306851,4060100
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 2,0, ,2A,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1306851,4060100
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 2,0, ,2B,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1306851,4060100
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 3,0, ,3E,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1306851,4060100
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 3,0, ,3A,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1306851,4060100
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 3,0, ,3B,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1306851,4060100
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,118,GASTRONOMIA,II, 0,1, ,FD1,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1306851,4060100
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,153,CARPINTERIA,I, 0,3, ,FA3,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1306851,4060100
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,237,CONSTRUCCION,I, 0,1, ,FC1,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1306851,4060100
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,255,DEPORTE,I, 0,3, ,FE3,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1306851,4060100
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,668,PANADERIA,I, 0,5, ,FB5,VESPERTINO - NOCTURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1306851,4060100
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,952,VIVERO,I, 0,3, ,FG3,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1306851,4060100
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,975,INFORMATICA,I, 0,1, ,FF1,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1306851,4060100
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,218,CONST. VIVENDAS Y ABERTURAS, , 2,0, ,SA,VESPERTINO - NOCTURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1306851,4060100
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,008,ADMINISTRACION, , 3,0, ,BA,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1306851,4060100
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION, , 1,0, ,BB,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1306851,4060100
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION, , 2,0, ,BB,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1306851,4060100
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,25A,DEPORTE Y RECREACION,II, 0,1, ,FB1,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307504,4070043
EDUC. SUPERIOR TERCIARIA,CURSO TECNICO TERCIARIO,2007,737,PRODUCCION AGRICOLA GANADERA, , 1,0, ,TA,DOBLE TURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307504,4070043
EDUC. SUPERIOR TERCIARIA,CURSO TECNICO TERCIARIO,2007,737,PRODUCCION AGRICOLA GANADERA, , 2,0, ,TA,DOBLE TURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307504,4070043
EDUC. SUPERIOR TERCIARIA,CURSO TECNICO TERCIARIO,2007,737,PRODUCCION AGRICOLA GANADERA, , 2,0, ,TB,DOBLE TURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307504,4070043
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 1,0, ,1A,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307901,4070044
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 1,0, ,1B,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307901,4070044
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 2,0, ,2A,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307901,4070044
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 2,0, ,2B,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307901,4070044
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 3,0, ,3A,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307901,4070044
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 3,0, ,3B,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307901,4070044
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,118,GASTRONOMIA,II, 0,1, ,FG1,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307901,4070044
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,118,GASTRONOMIA,II, 0,3, ,FA3,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307901,4070044
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,237,CONSTRUCCION,II, 0,1, ,FH1,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307901,4070044
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,255,DEPORTE,II, 0,3, ,FB3,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307901,4070044
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,500,INSTALACIONES SANITARIAS,I, 0,1, ,FD1,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307901,4070044
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,008,ADMINISTRACION, , 1,0, ,BA,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307901,4070044
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,008,ADMINISTRACION, , 2,0, ,BA,NOCTURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307901,4070044
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,008,ADMINISTRACION, , 3,0, ,BA,NOCTURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307901,4070044
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION, , 1,0, ,BC,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307901,4070044
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION, , 2,0, ,BC,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307901,4070044
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION, , 3,0, ,BC,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307901,4070044
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,929,TURISMO, , 1,0, ,BB,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307901,4070044
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,929,TURISMO, , 2,0, ,BB,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307901,4070044
EDUC. SUPERIOR TERCIARIA,CURSO TECNICO TERCIARIO,2015,008,ADMINISTRACION, , 0,3, ,TB3,NOCTURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307901,4070044
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,979,PRODUCCION GRANJERA,I, 0,1, ,FA1,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307903,4070045
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,979,PRODUCCION GRANJERA,II, 0,1, ,FB1,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307903,4070045
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,979,PRODUCCION GRANJERA,II, 0,3, ,FB3,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307903,4070045
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,04A,AGRARIO (R), , 1,0, ,BA,DOBLE TURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307903,4070045
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,04A,AGRARIO (R), , 1,0, ,BB,DOBLE TURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307903,4070045
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,04A,AGRARIO (R), , 2,0, ,BA,DOBLE TURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307903,4070045
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,04A,AGRARIO (R), , 2,0, ,BB,DOBLE TURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307903,4070045
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,04A,AGRARIO (R), , 3,0, ,BA,DOBLE TURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1307903,4070045
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 1,0, ,1A,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 1,0, ,1B,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 1,0, ,1C,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 1,0, ,1D,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 1,0, ,1E,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 2,0, ,2A,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 2,0, ,2B,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 2,0, ,2C,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 3,0, ,3A,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA BASICA,CICLO BASICO TECNOLOGICO,2007,125,CICLO BASICO TECNOLOGICO, , 3,0, ,3B,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,118,GASTRONOMIA,II, 0,1, ,FB1,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,118,GASTRONOMIA,II, 0,3, ,FB3,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,119,BELLEZA - CAPILAR,II, 0,3, ,FR3,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,153,CARPINTERIA,I, 0,1, ,FA1,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,237,CONSTRUCCION,II, 0,1, ,FF1,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,237,CONSTRUCCION,II, 0,3, ,FD3,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,255,DEPORTE,I, 0,3, ,FO3,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,25A,DEPORTE Y RECREACION,I, 0,1, ,FO1,VESPERTINO - NOCTURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,45A,MUSICA,II, 0,1, ,FH1,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,614,METALURGICA,I, 0,3, ,FI3,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,945,VESTIMENTA P.PUNTO,I, 0,1, ,FG1,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,975,INFORMATICA,II, 0,3, ,FE3,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,979,PRODUCCION GRANJERA,I, 0,1, ,FJ1,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,007,ADMINISTRACION, , 1,0, ,SA,NOCTURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,007,ADMINISTRACION, , 2,0, ,SA,NOCTURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,397,GASTRONOMIA C/S/B, , 1,0, ,SB,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,401,GASTRONOMIA COCINA, , 2,0, ,SB,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,492,INSTALACIONES ELECTRICAS, , 2,0, ,SC,NOCTURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,643,SALA BAR, , 2,0, ,SB2,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA PROFESIONAL,2004,92A,TEXTIL, , 1,0, ,SF,VESPERTINO - NOCTURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,008,ADMINISTRACION, , 1,0, ,BA,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,008,ADMINISTRACION, , 2,0, ,BA,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,008,ADMINISTRACION, , 3,0, ,BA,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,237,CONSTRUCCION, , 1,0, ,BC,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,237,CONSTRUCCION, , 2,0, ,BC,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,237,CONSTRUCCION, , 3,0, ,BC,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION, , 1,0, ,BH,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION, , 2,0, ,BH,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,25A,DEPORTE Y RECREACION, , 3,0, ,BH,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,336,ELECTROMECANICA, , 1,0, ,BD,NOCTURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,336,ELECTROMECANICA, , 2,0, ,BD,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,336,ELECTROMECANICA, , 3,0, ,BD,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,480,INFORMATICA, , 1,0, ,BE,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,480,INFORMATICA, , 2,0, ,BE,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,480,INFORMATICA, , 3,0, ,BE,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,81C,ENERGIAS RENOVABLES, , 3,0, ,BB,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,929,TURISMO, , 1,0, ,BG,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,929,TURISMO, , 2,0, ,BG,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA,2004,929,TURISMO, , 3,0, ,BG,VESPERTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUC. SUPERIOR TERCIARIA,CURSO TECNICO TERCIARIO,2015,008,ADMINISTRACION, , 0,1, ,TB1,NOCTURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUC. SUPERIOR TERCIARIA,CURSO TECNICO TERCIARIO,2013,76A,REDES Y SOFTWARE, , 0,1, ,TA1,NOCTURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA SUPERIOR,BACHILLERATO PROFESIONAL,2008,393,GASTRONOMIA, , 3,0, ,BP1,VESPERTINO - NOCTURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA BASICA,ARTICULACION EDUCACION MEDIA BASICA,2014,77C,REDESCUBRIR PARA  FPB TRAYECTO II, , 0,1, ,AR1,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA BASICA,ARTICULACION EDUCACION MEDIA BASICA,2010,988,PROGRAMA RUMBO, , 0,1, ,PR1,NOCTURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUC. SUPERIOR TERCIARIA,INGENIERO TECNOLOGICO,2015,75C,PREVENCIONISTA, , 0,7, ,TC7,NOCTURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA SUPERIOR,EDUCACION MEDIA TECNOLOGICA FINES,2014,25A,DEPORTE Y RECREACION, , 2,3, ,BI3,NOCTURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308251,4080119
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,258,PRODUCCION HORTICOLA INTENSIVA,II, 0,3, ,FA3,MATUTINO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308254,4080120
EDUCACION MEDIA BASICA,FORMACION PROFESIONAL BASICA (EMB),2007,952,VIVERO,I, 0,1, ,FB1,DOBLE TURNO,32000,CAMPUS REGIONAL EDUC. TECNOLOGICA CENTRO,1308254,4080120
