lat,long,localidad,departamen
-31.267748019310915,-57.736454349786143,COLONIA RUBIO,SALTO
-31.070437797154085,-57.85135342833351,CONSTITUCION,SALTO
-31.529045593633889,-56.456961666476815,CORRAL DE PIEDRA,SALTO
-31.470677785158639,-58.050004466070561,CORRALITO,SALTO
-31.034468570186483,-56.633925928487194,CUCHILLA DE GUAVIYU,SALTO
-31.413044945141746,-57.504455462897333,CUCHILLA DEL SALTO,SALTO
-30.954974010237297,-57.84547658579045,EL ESPINILLAR,SALTO
-31.585063336727245,-57.400712809811957,EL MELLADO,SALTO
-31.106099095994196,-56.960041597714529,FERREIRA,SALTO
-31.337675469999809,-57.827224003250464,GARIBALDI,SALTO
-31.088728055864667,-56.687683865257448,GUAVIYU DE ARAPEY,SALTO
-31.28773655771359,-57.704464555700255,ITAPEBI,SALTO
-31.427560615263303,-57.79650050091184,LA BOLSA,SALTO
-31.295729906792271,-57.200257216382191,LA BOLSA 02,SALTO
-31.053360323894456,-57.034168573561033,LA BOLSA 03,SALTO
-31.404017873305367,-57.989942057897558,LA CABALLADA,SALTO
-31.056883817049776,-57.033787128767266,LAS FLORES,SALTO
-31.499552813934386,-57.524622814209565,LAURELES,SALTO
-31.328167115492576,-57.725378168033188,LA VITICOLA,SALTO
-31.102880816613563,-57.062614269409025,LLUVERAS,SALTO
-31.601588979459244,-56.44579782907752,LOS ORIENTALES,SALTO
-31.084016857792552,-56.000940148001717,MASOLLER,SALTO
-31.122875399253157,-56.586088741683341,MATAOJITO,SALTO
-31.198086803078716,-56.526584879669628,MATAOJO GRANDE,SALTO
-31.444960788997523,-57.977492189655528,NUEVA HESPERIDES,SALTO
-31.122641139187429,-56.878561801415309,OLIVERA,SALTO
-31.332024136039976,-57.964907492108331,OSIMANI Y LLERENA,SALTO
-31.080295026188541,-57.610267893637818,PALOMAS,SALTO
-31.371162836114017,-57.795307992616117,PARADA HERRERIA,SALTO
-31.28993290214212,-57.943939919755216,PARQUE JOSE LUIS,SALTO
-31.402530485486075,-56.74170651046505,PASO CEMENTERIO,SALTO
-31.658376387758054,-56.616726367843675,PASO DE LAS PIEDRAS DE ARERUNGUA,SALTO
-31.781009646065712,-57.038982868530503,PASO DEL PARQUE DEL DAYMAN,SALTO
-31.442762855442002,-56.838155271123526,PASO DEL POTRERO,SALTO
-31.606541560269342,-56.734264251907057,PASO DEL TAPADO,SALTO
-31.460026638819926,-57.578305198738576,PASO FIALHO,SALTO
-31.131280082490875,-56.665006667351861,PASO NUEVO DEL ARAPEY,SALTO
-31.325832311340836,-56.318884269851573,PASO  VALEGA,SALTO
-31.454498134231731,-56.380295140963419,PEPE NUÑEZ,SALTO
-31.241917318751245,-56.772846019724724,PUEBLO CAYETANO,SALTO
-31.075383628591023,-57.522908522514498,PUEBLO FARIAS,SALTO
-31.181446620114226,-56.366393743175117,PUEBLO FERNANDEZ,SALTO
-31.348658281127253,-56.39474897466728,PUEBLO QUINTANA,SALTO
-31.570228579516289,-56.638366489989842,PUEBLO RAMOS,SALTO
-31.500026775739162,-57.133303929296055,PUNTAS DE VALENTIN,SALTO
-31.283019513260626,-57.199073443628855,RINCON DE VALENTIN,SALTO
-31.071751721015477,-56.663448121827329,RUSSO,SALTO
-31.388554201139488,-57.942671039724168,SALTO,SALTO
-31.354709014293686,-57.763667695575627,SAN ANTONIO,SALTO
-30.988616986058496,-56.216158785945488,SARANDI DE ARAPEY,SALTO
-31.544691422602561,-57.573069004920526,SAUCE CHICO,SALTO
-31.1074298259256,-57.529818108448495,SAUCEDO,SALTO
-31.509557088324421,-56.536674650056831,SOPAS,SALTO
-31.298625106536651,-57.533851339438947,TALAS DE ITAPEBI,SALTO
-30.947520921438198,-57.522183103567087,TERMAS DEL ARAPEY,SALTO
-31.450479528149071,-57.910713199488058,TERMAS DEL DAYMAN,SALTO
-31.339060893707245,-56.589206721975685,TORO NEGRO,SALTO
-31.377423398198353,-57.866825622701612,TROPEZON,SALTO
-31.400303411316983,-57.783457400975884,TROPIEZO,SALTO
-31.276942777809101,-57.158950366734395,VALENTIN GRANDE,SALTO
-30.772594564069927,-57.760183619494661,YACUY,SALTO
-31.069225252554574,-57.227182462415108,ZANJA DE ALCAIN,SALTO
-31.263172369314631,-56.484625960426705,ZANJA DEL TIGRE,SALTO
-34.44187254217443,-56.446192800716318,18 DE JULIO,SAN JOSE
-34.412586380052439,-56.405258889810575,25 DE AGOSTO,SAN JOSE
-34.521319944033507,-56.393832380942882,AGUAS CORRIENTES,SAN JOSE
-34.299953608451972,-56.446470282490445,ARROYO DE LA VIRGEN,SAN JOSE
-34.365933662765215,-56.768028971895717,ARROYO LLANO,SAN JOSE
-34.758387137886047,-56.417480354931435,AUTODROMO NACIONAL,SAN JOSE
-34.383821501281083,-56.703317198420066,BAÑADO,SAN JOSE
-34.308753880351283,-56.96399787811113,BELLA VISTA,SAN JOSE
-34.443756152200237,-57.147460718905101,BOCA DEL CUFRE,SAN JOSE
-34.464276220525925,-56.55037570922503,CAGANCHA,SAN JOSE
-34.279918315799783,-56.581882624786004,CAGANCHA CHICO,SAN JOSE
-34.467631296033822,-56.750685385262194,CAÑADA GRANDE,SAN JOSE
-34.429842510864567,-56.464356265997431,CAPURRO,SAN JOSE
-34.17187804557399,-56.554480506726037,CARRETA QUEMADA,SAN JOSE
-34.707514637363715,-56.496831638651074,CERAMICAS DEL SUR,SAN JOSE
-34.166933326538889,-56.689731525194276,CHAMIZO,SAN JOSE
-34.753635383185497,-56.412756371319325,CIUDAD DEL PLATA,SAN JOSE
-34.614743905922992,-56.656671713384284,COLOLO TINOSA,SAN JOSE
-34.207381279860527,-56.965750141708519,COLONIA AMERICA,SAN JOSE
-34.439418791162524,-57.020725377739438,COLONIA DELTA,SAN JOSE
-34.435441491716077,-56.433835833623398,COLONIA DR. BERNARDO ETCHEPARE,SAN JOSE
-34.489441992862027,-56.929623638862097,COLONIA FERNANDEZ CRESPO,SAN JOSE
-34.622024241796005,-56.641568259556394,COLONIA ITALIA,SAN JOSE
-34.651828946302892,-56.767406037312391,COLONIA JUAN MARIA PEREZ,SAN JOSE
-34.482610796115367,-56.891855285662814,COLONIA SAN JOAQUIN,SAN JOSE
-34.716500592468265,-56.521334064980493,COLONIA WILSON,SAN JOSE
-34.140471252682325,-56.841519672909868,CORONILLA,SAN JOSE
-34.684749390859849,-56.672220627739449,COSTA DEL MAURICIO,SAN JOSE
-34.162858051439969,-56.878677075906253,COSTAS DEL SAUCE,SAN JOSE
-34.460203067981382,-56.899485157896834,COSTAS DE PEREIRA,SAN JOSE
-34.260455905168598,-56.700109464046569,CRUZ DE LOS CAMINOS,SAN JOSE
-34.415919548417556,-56.506305727853729,CUCHILLA DEL VICHADERO,SAN JOSE
-34.354910732411994,-56.866842667895078,CUCHILLA DE PEREIRA,SAN JOSE
-34.163459961907087,-56.475236371300582,CUCHILLA SECA,SAN JOSE
-34.764256094509577,-56.364788573518616,DELTA EL TIGRE,SAN JOSE
-34.35814319613479,-57.051681606407662,ECILDA PAULLIER,SAN JOSE
-34.257205802349219,-56.979604646822239,ESCUDERO,SAN JOSE
-34.174844819979626,-56.555037953597498,FAJARDO,SAN JOSE
-34.191116891934364,-56.808895594564895,FAJINA,SAN JOSE
-34.231685293068196,-56.876004074487362,GONZALEZ,SAN JOSE
-34.059340771576274,-57.03602329006754,GUAYCURU,SAN JOSE
-34.420423192205035,-56.424513804309413,ITUZAINGO,SAN JOSE
-34.250986488201562,-56.799527029571415,JESUS MARIA,SAN JOSE
-34.322344862667855,-56.805530748465117,JUAN SOLER,SAN JOSE
-34.416527648685062,-56.802529004387196,JUNCAL,SAN JOSE
-34.699187459885835,-56.732010866537962,KIYU - ORDEIG,SAN JOSE
-34.408017496333592,-56.987414321638603,LA BOYADA,SAN JOSE
-34.276470564363187,-56.844865718524829,LA CASILLA,SAN JOSE
-34.363993462134182,-56.532866732726013,LA CUCHILLA,SAN JOSE
-34.311868873450337,-56.840208810242096,LAUREL,SAN JOSE
-34.633539582550718,-56.620992054813748,LIBERTAD,SAN JOSE
-34.060369141997832,-56.884094483201864,MAHOMA,SAN JOSE
-34.148100437177753,-56.952014148127233,MAL ABRIGO,SAN JOSE
-34.583850462320726,-56.839084664837635,MANGRULLO,SAN JOSE
-34.740899025062582,-56.413045900270042,MONTE GRANDE,SAN JOSE
-34.149602361810317,-56.563231085752818,MUNDO AZUL,SAN JOSE
-34.130637060901662,-56.618245591403834,MUNDO AZUL AGUIRRE,SAN JOSE
-34.662961300806231,-56.584166896128913,ORILLAS DEL PLATA,SAN JOSE
-34.286943165354231,-56.770019118242786,PACHINA,SAN JOSE
-34.228118801423491,-56.767266872158316,PANTA,SAN JOSE
-34.219712972996334,-57.048606632929101,PANTANOSO,SAN JOSE
-34.760969974458057,-56.401323375449721,PARQUE POSTEL,SAN JOSE
-34.758280033398229,-56.397402277620941,PARQUE POSTEL CNEL. ADRIAN MEDINA,SAN JOSE
-34.536613046486316,-56.449381117037063,PASO BELASTIQUI,SAN JOSE
-34.206964638326795,-56.537181491281878,PASO DE CAMES,SAN JOSE
-34.439962454645126,-56.963054244783727,PASO DE LAS PIEDRAS,SAN JOSE
-34.364476484543218,-56.825190398198437,PASO DEL CARRETON,SAN JOSE
-33.985731396008198,-56.982557849881431,PASO DEL GUAYCURU,SAN JOSE
-34.162833078567317,-56.759532003109172,PASO DEL REY,SAN JOSE
-34.048407346346245,-56.45693178447263,PASO DE MAS,SAN JOSE
-34.312281246175083,-56.907307734797079,PAVON,SAN JOSE
-34.75477733714893,-56.424562128820433,PENINO,SAN JOSE
-34.282886032970588,-56.61883992460357,PERICO PEREZ,SAN JOSE
-34.396422559958189,-57.075428038818657,PICADA GAMBETTA,SAN JOSE
-34.742039851887959,-56.454652119846195,PLAYA PASCUAL,SAN JOSE
-34.301133096801109,-56.514104629957473,PUNTAS DE CAGANCHA,SAN JOSE
-34.407764089122082,-56.738541124230913,PUNTAS DE CAÑADA GRANDE,SAN JOSE
-33.882592978251019,-56.607049417271071,PUNTAS DE CHAMIZO,SAN JOSE
-34.469487633454513,-56.752438756728395,PUNTAS DE GREGORIO,SAN JOSE
-34.272173999802654,-56.847556181714666,PUNTAS DE LAUREL,SAN JOSE
-34.391972478268535,-56.873762007734101,PUNTAS DE LAUREL,SAN JOSE
-34.678685676961251,-56.554257711230797,PUNTAS DE TROPA VIEJA,SAN JOSE
-34.585034713277651,-56.701871306574745,PUNTAS DE VALDEZ,SAN JOSE
-34.550080613279938,-56.758680133139443,RADIAL RUTA 3,SAN JOSE
-34.523317506773495,-56.796476893930908,RAFAEL PERAZZA,SAN JOSE
-34.340549841841145,-56.667059746950137,RAIGON,SAN JOSE
-34.476555406530501,-56.498350691916329,RINCON DE ALBANO,SAN JOSE
-34.479864419721849,-57.050493365963831,RINCON DE ARAZATI,SAN JOSE
-34.249568583660064,-56.580773359335318,RINCON DE ARIAS,SAN JOSE
-34.589235598615531,-56.526614228181984,RINCON DE BUSCHENTAL,SAN JOSE
-34.447334363210899,-57.070097502981383,RINCON DE CUFRE,SAN JOSE
-34.754262467443048,-56.413099959135366,RINCON DE LA BOLSA,SAN JOSE
-34.459590710777725,-56.614163166047256,RINCON DE LA TORRE,SAN JOSE
-34.502867137294992,-56.835265142406591,RINCON DEL PINO,SAN JOSE
-34.310348089171235,-56.7053729785355,RINCON DE NAZARETH,SAN JOSE
-34.335219155803792,-56.734138960608348,ROCHO,SAN JOSE
-34.380799496545869,-56.538325337768391,RODRIGUEZ,SAN JOSE
-34.746971382923256,-56.416847294849049,SAFICI,SAN JOSE
-34.766642704237228,-56.386918208104397,SAN FERNANDO,SAN JOSE
-34.773925766875315,-56.362938961939243,SAN FERNANDO CHICO,SAN JOSE
-33.938290060941533,-56.752501940960016,SAN GREGORIO,SAN JOSE
-34.338364175851133,-56.711051493940431,SAN JOSE DE MAYO,SAN JOSE
-34.465173569581737,-56.385715665438163,SANTA LUCIA,SAN JOSE
-34.736114565861818,-56.433479117706405,SANTA MONICA,SAN JOSE
-34.5063346044046,-56.69708934654129,SAUCE,SAN JOSE
-34.54612173705339,-56.693572119241907,SAUCE CHICO,SAN JOSE
-34.369477168704357,-57.047904262118273,SCAVINO,SAN JOSE
-34.09743785926414,-56.561116074981079,TABAREZ,SAN JOSE
-34.450077110993838,-56.782690293139837,TALA DE PEREIRA,SAN JOSE
-34.31040934740858,-56.592479129661768,TRANQUERA COLORADA,SAN JOSE
-34.732570243686588,-56.450530007502167,TROPAS VIEJAS,SAN JOSE
-34.396034733292424,-56.54858619961405,TROPEZON,SAN JOSE
-34.532127319767767,-56.618320723491848,VALDEZ CHICO,SAN JOSE
-34.51554481401012,-56.761924487897481,VILLA MARIA,SAN JOSE
-34.741931768597986,-56.465897722594782,VILLA OLIMPICA,SAN JOSE
-34.773438288597923,-56.372980578179686,VILLA RIVES,SAN JOSE
-34.361478245006772,-56.612821354009185,ZANJA HONDA,SAN JOSE
-33.807922604346082,-58.266002083739835,AGRACIADA,SORIANO
-33.809446990104817,-58.265967537363494,AGRACIADA,SORIANO
-33.678397322667152,-57.344565239759127,ALTOS DEL PERDIDO,SORIANO
-33.669345080870997,-58.250119830674251,ARENAL CHICO,SORIANO
-33.822421893134766,-57.672603644176171,ARROYO DEL MEDIO,SORIANO
-33.622990934837752,-57.208954821934448,ARROYO GRANDE,SORIANO
-33.322480327169593,-58.062455047111719,ASENCIO,SORIANO
-33.179934708475379,-57.5289512378396,AZOTEA DE VERA,SORIANO
-33.766781037703574,-57.310565411759747,BAJOS DEL PERDIDO,SORIANO
-33.232825876709761,-57.984665168929432,BEQUELO,SORIANO
-33.426801861758577,-58.118298460420711,BIZCOCHO,SORIANO
-33.689569911342382,-58.387932130732722,BUENA VISTA,SORIANO
-33.51021938900282,-58.097952180562885,CAÑADA MAGALLANES,SORIANO
-33.698586733993814,-58.109356435381045,CAÑADA NIETO,SORIANO
-33.533076937222297,-58.07696557064984,CAÑADA PARAGUAYA,SORIANO
-33.869560521969703,-57.367732260618688,CARDONA,SORIANO
-33.849098549653803,-57.748297892806924,CASTILLOS,SORIANO
-33.327651527451863,-57.967612320983307,CERRO ALEGRE,SORIANO
-33.18690864934571,-57.462510440401026,CERRO VERA,SORIANO
-33.549642424722762,-58.210991574256155,CHACRAS DE DOLORES,SORIANO
-33.277067466563913,-57.990173076145503,CHACRAS DE MERCEDES,SORIANO
-33.29232450840307,-57.661145361464037,COLOLO,SORIANO
-33.61493152722268,-58.350981050314843,COLONIA CONCORDIA,SORIANO
-33.335194190731087,-58.009643597605738,COLONIA DIAZ,SORIANO
-33.848346516521985,-57.499282044467407,COLONIA LARRAÑAGA,SORIANO
-33.50138614015718,-57.3128180935581,COLONIA SANTA CLARA,SORIANO
-33.625803371912717,-57.656155054577596,COLONIA URUGUAYA,SORIANO
-33.396779551824821,-57.730370822794384,COQUIMBO,SORIANO
-33.668372205831368,-57.891148780105894,CORRALITO,SORIANO
-33.589938048612538,-58.022616688141994,COSTA DEL AGUILA,SORIANO
-33.567366727987995,-57.378364430804574,COSTAS DEL PERDIDO,SORIANO
-33.727391016639899,-58.295299824499153,CUATRO BOCAS DE BUENA VISTA,SORIANO
-33.668225036576509,-57.747668276959907,CUCHILLA DEL CORRALITO,SORIANO
-33.720907544450903,-57.264860610414786,CUCHILLA DEL PERDIDO,SORIANO
-33.744292319753782,-57.344256387072704,CUEVA DEL TIGRE,SORIANO
-33.530682645777325,-58.216782960862211,DOLORES,SORIANO
-33.621024053842135,-57.438447470542243,DURAZNITO,SORIANO
-33.604669744243523,-57.622426017538338,EGAÑA,SORIANO
-33.587663915833211,-57.833660145075605,EL AGUILA,SORIANO
-33.203400973920466,-57.412479097766649,EL TALA,SORIANO
-33.615053614656674,-58.224958694438683,ESPINILLO,SORIANO
-33.878811622669879,-57.367411831003729,FLORENCIO SANCHEZ,SORIANO
-33.432573905268967,-57.874942448781205,GARULA,SORIANO
-33.410159252131784,-57.955640706957738,GRITO DE ASENCIO,SORIANO
-33.698907367748511,-57.528911471664308,JOSE ENRIQUE RODO,SORIANO
-33.91815811440496,-57.234714929901244,JUAN JACKSON,SORIANO
-33.564936453963405,-58.426071453042638,LA CONCORDIA,SORIANO
-33.38141066569554,-57.375573871633996,LA LAGUNA,SORIANO
-33.420040357327757,-58.334917699986619,LA LOMA,SORIANO
-33.804119654222113,-58.021944768286026,LA PALMA,SORIANO
-33.833657413299221,-57.799554817191037,LARES,SORIANO
-33.394394001514065,-58.20775579585537,LAS MAULAS,SORIANO
-33.238091632402387,-57.781451032849425,LA TABLA,SORIANO
-33.871325940891879,-57.346826032354826,LATA DEL PERDIDO,SORIANO
-33.74264763151541,-57.921747600787597,MACIEL,SORIANO
-33.254840137064804,-58.030132980171174,MERCEDES,SORIANO
-33.776261233595953,-57.238010446728282,MONZON,SORIANO
-33.881720129385258,-58.404490388761879,NUEVA PALMIRA,SORIANO
-33.581991977307496,-57.717244693325171,OLIVERA,SORIANO
-33.064425064716779,-57.45986378396055,PALMAR,SORIANO
-33.506944743270466,-57.801013643627392,PALMITAS,SORIANO
-33.828474771090541,-58.02331750741731,PALO SOLO,SORIANO
-33.73401982196421,-57.487546285347584,PARADA SUAREZ,SORIANO
-33.51850867737604,-58.167463656147213,PASO DE LA ARENA,SORIANO
-33.578588408633607,-58.128788990568189,PASO DE RAMOS,SORIANO
-33.550989321721822,-57.793359894588924,PEDRO CHICO,SORIANO
-33.830506495334198,-57.788021537046149,PERSEVERANO,SORIANO
-33.313973433263882,-57.488875824413995,PROGRESO,SORIANO
-33.75860626184059,-58.157318690765031,PUNTAS DE ARENALES,SORIANO
-33.711304427060945,-57.44408045560241,PUNTAS DE DURAZNO,SORIANO
-33.385269402449858,-57.552338100158117,PUNTAS DEL TALA,SORIANO
-33.843027720083356,-57.422395245308266,PUNTAS DE SAN SALVADOR,SORIANO
-33.749432464008073,-58.08198768067161,RINCON DE CAÑADA NIETO,SORIANO
-33.05263897644118,-57.868617907098979,RINCON DE COLOLO,SORIANO
-33.564086849838446,-58.327162016646476,RINCON DE RUIZ,SORIANO
-33.623434614896162,-57.572284406124965,RISSO,SORIANO
-33.098782133595215,-57.75820875293094,SAN DIOS,SORIANO
-33.747630147774252,-57.630557853436585,SAN MARTIN,SORIANO
-33.248794005198853,-58.061509279367982,SANTA BLANCA,SORIANO
-33.791128735108295,-57.488008586864218,SANTA CATALINA,SORIANO
-33.335074769137805,-57.894593543344946,SARANDI CHICO,SORIANO
-33.148718607133894,-57.799830218171934,UNIDAD COOPERARIA No 1,SORIANO
-33.799848011199401,-58.360025044995218,VILLA ALEJANDRINA,SORIANO
-33.119667838074371,-57.630369760639574,VILLA DARWIN,SORIANO
-33.398400845280136,-58.320264845249767,VILLA SORIANO,SORIANO
-33.788833050491753,-57.555172842044755,ZANJA HONDA,SORIANO
-32.405620221384055,-56.181071698992476,ACHAR,TACUAREMBO
-32.367266925876272,-56.143569108678342,ARROYO DEL MEDIO,TACUAREMBO
-31.660925180651034,-56.11371637945085,ATAQUE,TACUAREMBO
-31.667230433636956,-55.959980362587807,BALNEARIO IPORA,TACUAREMBO
-31.421923948284185,-55.986185808673504,BAÑADO DE CAÑAS,TACUAREMBO
-31.583907967558087,-55.858086678071096,BAÑADO DE ROCHA,TACUAREMBO
-31.704336071413103,-56.018106231274537,BARRIO LA MATUTINA,TACUAREMBO
-31.714632864908125,-56.012774409862743,BARRIO LIBERTAD,TACUAREMBO
-31.697117297938409,-55.966627728213261,BARRIO LOPEZ,TACUAREMBO
-31.732534335590056,-56.026858058035856,BARRIO SANTANGELO,TACUAREMBO
-31.735758079399965,-55.986760579441558,BARRIO TORRES,TACUAREMBO
-32.347246467427311,-55.848494050859379,BLANQUILLOS,TACUAREMBO
-32.540687216475639,-55.874491725193749,CAÑADA DEL ESTADO,TACUAREMBO
-31.403692199044048,-56.049747228940412,CAÑAS,TACUAREMBO
-32.128689925599126,-54.898993115693294,CARAGUATA AL NORTE,TACUAREMBO
-32.643856132002171,-56.325754611902973,CARDOSO,TACUAREMBO
-32.45532962204058,-56.30151136351013,CARDOZO CHICO,TACUAREMBO
-32.549915975932876,-55.990528528408909,CARPINTERIA,TACUAREMBO
-31.87388180782655,-56.000220566782502,CERRO BATOVI,TACUAREMBO
-32.521384701660836,-55.858839599679087,CERRO CHATO,TACUAREMBO
-32.058099922203958,-55.903433050965567,CERRO DEL ARBOLITO,TACUAREMBO
-31.687408947584345,-56.107435536728318,CERRO DE PASTOREO,TACUAREMBO
-32.269921028700878,-55.13806493109746,CERRO DE PEREIRA,TACUAREMBO
-32.104941694703506,-55.832600094011525,CERROS DE CLARA,TACUAREMBO
-32.688434643067438,-56.478410686229509,CHAMBERLAIN,TACUAREMBO
-32.358053480912446,-56.021712290675161,CHARATA,TACUAREMBO
-32.497688480935352,-56.224337162813271,CHURCHILL,TACUAREMBO
-32.12048255614684,-55.185865836585705,CINCO SAUCES,TACUAREMBO
-32.224294012364922,-55.733025755471033,CLARA,TACUAREMBO
-32.245505797177053,-55.005792061271102,CLAVIJO,TACUAREMBO
-32.162167757580775,-56.102890689700267,COLMAN,TACUAREMBO
-32.210258205716258,-55.036075465850914,COSTAS DE CARAGUATA,TACUAREMBO
-31.81719083747392,-55.730187944109979,COSTAS DE TRES CRUCES,TACUAREMBO
-31.882309447517514,-55.875423085522002,COYO MARTINEZ,TACUAREMBO
-32.226947114493569,-54.975630338182881,CRUZ DE LOS CAMINOS,TACUAREMBO
-31.516146727987369,-56.19255826694048,CUCHILLA DE LA CASA DE PIEDRA,TACUAREMBO
-31.672985186946118,-55.731712090096536,CUCHILLA DE LA PALMA,TACUAREMBO
-31.32483905244327,-56.019987134248787,CUCHILLA DE LAURELES,TACUAREMBO
-31.777571988217378,-55.694464593574807,CUCHILLA DEL OMBU,TACUAREMBO
-32.492564290805703,-56.355418193205239,CUCHILLA DE PERALTA,TACUAREMBO
-32.147155845698926,-56.115333361432477,CURTINA,TACUAREMBO
-31.815752148841323,-56.26982024628736,EL EMPALME,TACUAREMBO
-32.647597798259902,-56.48285940688875,ESTACION MENENDEZ,TACUAREMBO
-32.31793366174076,-55.388265096647544,FRIGORIFICO MODELO,TACUAREMBO
-31.859357717360542,-55.563024693731151,HERIBERTO,TACUAREMBO
-31.739321211506695,-56.030222546239031,LA ALDEA,TACUAREMBO
-31.737152706482902,-55.741140792699682,LA BOLSA 01,TACUAREMBO
-32.158792123400914,-55.027443600850496,LA BOLSA 02,TACUAREMBO
-32.078779928378012,-55.65704473350673,LA HILERA,TACUAREMBO
-31.530234953672764,-55.949537574907545,LAMBARE,TACUAREMBO
-31.741278963443143,-55.995077742073974,LA PALMA,TACUAREMBO
-31.739902792625518,-56.027934277923876,LA PEDRERA,TACUAREMBO
-32.170913002001861,-55.016451841778071,LARRAYOS,TACUAREMBO
-32.131847120444228,-55.071490316864192,LAS ARENAS,TACUAREMBO
-32.372568646724773,-55.065907064121475,LAS CHIRCAS,TACUAREMBO
-32.465275124510192,-55.067446738203486,LAS PAJAS,TACUAREMBO
-32.179971329459363,-55.011251008865507,LAS TOSCAS DE CARAGUATA,TACUAREMBO
-32.17525322609908,-54.921650187183801,LAURA,TACUAREMBO
-31.363246025377435,-55.873171535892546,LAURELES,TACUAREMBO
-32.588142410330505,-55.826286224405031,LOS CERROS,TACUAREMBO
-31.822195285146233,-55.974141623930215,LOS COITINHOS,TACUAREMBO
-32.166145042159528,-55.940571831082558,LOS CUADRADOS,TACUAREMBO
-32.390788069612483,-55.308980536630671,LOS FEOS,TACUAREMBO
-32.281658055185744,-55.842794151322778,LOS FURTADOS,TACUAREMBO
-32.149029848729178,-54.958058964074944,LOS GARCIA,TACUAREMBO
-32.162429899443147,-55.009787321771668,LOS GOMEZ,TACUAREMBO
-32.489287348194651,-56.028452566711778,LOS LAURELES,TACUAREMBO
-32.047768619006071,-55.040479630500251,LOS MALAVARES,TACUAREMBO
-32.129808238972835,-54.926678460412774,LOS ORTICES,TACUAREMBO
-31.745428281034243,-56.21902044752882,LOS RODRIGUEZ,TACUAREMBO
-31.817620952645317,-56.17705176315971,LOS ROSANOS,TACUAREMBO
-31.974694432818868,-55.183910748253588,LOS ROSAS,TACUAREMBO
-31.929103233620239,-55.60420152963669,LOS SEMPER,TACUAREMBO
-31.900940015759407,-55.40049206478168,LOS VAZQUEZ,TACUAREMBO
-31.878671477949677,-55.968473207167143,MARTINOTE,TACUAREMBO
-32.432590241385363,-55.027131866705069,MINUANO,TACUAREMBO
-32.217291942588183,-55.574518915510644,MONTEVIDEO CHICO,TACUAREMBO
-32.202572535388704,-55.852371890836771,ONCE CERROS,TACUAREMBO
-32.246264575123995,-56.222011696836674,PAMPA,TACUAREMBO
-31.807944383744122,-55.977229037112707,PASO BONILLA,TACUAREMBO
-31.521273852247326,-56.066535780576494,PASO DE CEFERINO,TACUAREMBO
-31.561675168209462,-56.043076001827039,PASO DE LAS CARRETAS,TACUAREMBO
-31.396748564659365,-56.089988675817231,PASO DE LAS FLORES,TACUAREMBO
-32.154964299779259,-55.023467847947956,PASO DE LAS TOSCAS,TACUAREMBO
-31.478112785901821,-55.832886348667834,PASO DEL CERRO,TACUAREMBO
-31.45905066884167,-56.069671637848742,PASO DEL MEDIO,TACUAREMBO
-31.972765132572839,-55.66864794174321,PASO DE LOS NOVILLOS,TACUAREMBO
-32.80750448390318,-56.517442445348443,PASO DE LOS TOROS,TACUAREMBO
-32.050408839031284,-56.211415672220625,PASO DE PEREZ,TACUAREMBO
-32.335251588011516,-55.861894401788739,PASO HONDO,TACUAREMBO
-32.081017840691565,-55.039861898635301,PASO LIVINDO,TACUAREMBO
-31.64888395731791,-56.259980398208349,PASO VICTOR,TACUAREMBO
-32.043990077039687,-55.349400487230767,PICADA DE CUELLO,TACUAREMBO
-32.082000617144686,-56.310020782577965,PIEDRA SOLA,TACUAREMBO
-32.828350550586826,-56.498185437374154,PUEBLO CENTENARIO,TACUAREMBO
-32.234600352451999,-55.008730792348345,PUEBLO CLAVIJO,TACUAREMBO
-31.862199055361433,-55.43690502127199,PUEBLO DE ARRIBA,TACUAREMBO
-31.966778452117374,-55.407305743566383,PUEBLO DEL BARRO,TACUAREMBO
-32.08305349944618,-55.184931736481587,PUNTA DE CARRETERA,TACUAREMBO
-31.956984329246321,-55.041531996467896,PUNTAS DE CINCO SAUCES,TACUAREMBO
-32.476178054080052,-56.070606306475177,PUNTAS DE LAURELES,TACUAREMBO
-31.617125685504693,-56.172637113107612,RINCON DE FREITAS,TACUAREMBO
-31.816674090986222,-55.768861649042073,RINCON DE GILOCA,TACUAREMBO
-31.723003435998375,-56.093299876881588,RINCON DE LA ALDEA,TACUAREMBO
-31.798175430743235,-55.891188602933696,RINCON DE LA BOLSA,TACUAREMBO
-31.936222144979766,-55.519495364548987,RINCON DE LA LAGUNA,TACUAREMBO
-32.834350620458466,-56.426250587488362,RINCON DEL BONETE,TACUAREMBO
-32.214797800230883,-56.059502660049986,RINCON DE LOS MACHADO,TACUAREMBO
-32.395977303909355,-55.292913905779308,RINCON DE PEREIRA,TACUAREMBO
-32.285309044749695,-55.59231430575521,RINCON DE ZAMORA,TACUAREMBO
-31.980053281039201,-55.634304017877632,RIVERA CHICO,TACUAREMBO
-32.507414323407964,-56.118786460972807,SAN BENITO,TACUAREMBO
-32.611369511476028,-55.82810494017334,SAN GREGORIO DE POLANCO,TACUAREMBO
-31.974124432161908,-55.798952714442237,SAN JOAQUIN,TACUAREMBO
-31.886316087824905,-55.956064563018799,SAUCE DE BATOVI,TACUAREMBO
-31.845711386261229,-55.923501480787962,SAUCE DE TRANQUERAS,TACUAREMBO
-31.69226569037864,-55.88545108396206,SAUCE SOLO,TACUAREMBO
