lat,long,localidad,departamen
-32.100510951320118,-54.83425103312252,SAUCE SOLO DEL RIO NEGRO,TACUAREMBO
-31.720313931967507,-55.987319199698014,TACUAREMBO,TACUAREMBO
-31.559351836645845,-56.244643208435015,TACUAREMBO CHICO,TACUAREMBO
-31.877907325192119,-56.243624231374945,TAMBORES,TACUAREMBO
-31.760414356434378,-55.992898177110995,TIERRAS COLORADAS,TACUAREMBO
-32.244994079956925,-54.911991125693206,TRES GUITARRAS,TACUAREMBO
-32.173037127104536,-55.27023772433035,TURUPI,TACUAREMBO
-31.823997467842826,-56.173806302740829,VALLE EDEN,TACUAREMBO
-31.877994495746172,-55.462043936191236,VILLA ANSINA,TACUAREMBO
-32.026564326770547,-55.78541090395818,ZAMBULLON,TACUAREMBO
-31.695283913629396,-56.035013603780513,ZAPARA,TACUAREMBO
-31.832292625887472,-55.452633575547978,ZAPUCAY,TACUAREMBO
-33.243481825567613,-53.844435013099883,ACOSTA,TREINTA Y TRES
-33.343809086950017,-54.110572053379322,ARRAYANES DE CEBOLLATI,TREINTA Y TRES
-33.354734828254067,-54.16202344159975,ARRAYANES DE CORRAL DE CEBOLLATI,TREINTA Y TRES
-33.149575651454875,-53.933721798908856,ARROCERA BONOMO,TREINTA Y TRES
-32.97237955714197,-53.63911657709216,ARROCERA EL TIGRE,TREINTA Y TRES
-32.831771809913832,-53.384331988303465,ARROCERA LA CATUMBERA,TREINTA Y TRES
-32.862637269268546,-53.373441579301215,ARROCERA LA QUERENCIA,TREINTA Y TRES
-33.099228117978896,-53.991221810523832,ARROCERA LAS PALMAS,TREINTA Y TRES
-32.953267787458003,-53.564135203494438,ARROCERA LOS CEIBOS,TREINTA Y TRES
-33.150011019662102,-53.923543605780822,ARROCERA LOS TEROS,TREINTA Y TRES
-32.958516394795808,-53.635048712890324,ARROCERA MINI,TREINTA Y TRES
-33.254337087725062,-53.903436442619643,ARROCERA PROCIPA,TREINTA Y TRES
-32.789626809508981,-53.493236523145541,ARROCERA RINCON,TREINTA Y TRES
-32.802597027110643,-53.413979008685239,ARROCERA SAN FERNANDO,TREINTA Y TRES
-33.124350542691104,-54.059040850450621,ARROCERA SANTA FE,TREINTA Y TRES
-32.863196595213132,-53.617223804142938,ARROCERA ZAPATA,TREINTA Y TRES
-33.041872828216157,-53.696325004393756,ARROZAL TREINTA Y TRES,TREINTA Y TRES
-33.069773573171972,-54.660828101232163,AVESTRUZ CHICO,TREINTA Y TRES
-33.07484402807512,-54.043241756130485,BAÑADO DE ORO,TREINTA Y TRES
-33.258862344425665,-54.365206521647963,BARRIO ABREU,TREINTA Y TRES
-33.319932773332972,-53.977875458402146,CAÑADA CHICA,TREINTA Y TRES
-33.172929493252042,-54.34972098867275,CAÑADA DE LAS PIEDRAS,TREINTA Y TRES
-33.175431370209267,-54.382210277514773,CAÑADA DEL SAUCE,TREINTA Y TRES
-33.103559207609308,-55.133481214269814,CERRO CHATO,TREINTA Y TRES
-32.957295938895491,-54.350767074777764,CERRO PELADO,TREINTA Y TRES
-32.910470029564401,-54.288842018494186,CERROS DE AMARO,TREINTA Y TRES
-33.391641648780492,-54.127259059292768,CIPA CEBOLLATI,TREINTA Y TRES
-33.232619476922714,-53.904976956143415,CIPA OLIMAR,TREINTA Y TRES
-33.206034566443101,-53.899279831251995,CIPA SECADOR,TREINTA Y TRES
-33.40193858584616,-54.55840162396732,CORRALES DE CEBOLLATI,TREINTA Y TRES
-33.164191546918474,-54.521482370334738,COSTAS DEL ARROYO MALO,TREINTA Y TRES
-32.926172015165321,-53.933278698196723,COSTAS DEL SARANDI,TREINTA Y TRES
-32.81966250437771,-53.600880392370371,COSTAS DE TACUARI,TREINTA Y TRES
-32.870630336510779,-54.282907971463025,CUCHILLA DE DIONISIO,TREINTA Y TRES
-32.93545603188857,-54.102282505372251,CUCHILLA DE OLMOS,TREINTA Y TRES
-33.215738860805999,-54.374501140825089,EJIDO DE TREINTA Y TRES,TREINTA Y TRES
-33.43733436834097,-54.551192599896815,EL BELLACO,TREINTA Y TRES
-33.10420903911249,-54.913083102264835,EL CARMEN,TREINTA Y TRES
-32.95309505240288,-54.13628995684202,EL CATETE,TREINTA Y TRES
-32.921441536782559,-54.978672123296064,ESPERANZA,TREINTA Y TRES
-33.20419127506679,-53.805869195304645,GRAL. ENRIQUE MARTINEZ,TREINTA Y TRES
-32.94841093001336,-54.285403231635527,HIGUERONES,TREINTA Y TRES
-33.165637305892922,-54.16433108498579,JULIO MARIA SANZ,TREINTA Y TRES
-32.944964459224998,-54.181324915828554,LA CALAVERA,TREINTA Y TRES
-33.198304339201691,-54.381059902207078,LA CALERA,TREINTA Y TRES
-32.749950819055385,-54.235273591892046,LA LATA,TREINTA Y TRES
-33.236276723045215,-54.356033791024629,LAS CHACRAS,TREINTA Y TRES
-33.182710324227223,-54.97713269419409,LAS PAVAS,TREINTA Y TRES
-33.356606406826323,-54.219825411526848,LECHIGUANA DE CORRALES,TREINTA Y TRES
-33.181850253953236,-54.220479188723502,LOS CEIBOS,TREINTA Y TRES
-33.389761417066012,-54.67904178296434,MARIA ALBINA,TREINTA Y TRES
-32.99291157166747,-54.561449739352042,MARIA ISABEL,TREINTA Y TRES
-33.066815140729702,-54.600136267585604,MATE DULCE,TREINTA Y TRES
-33.052666070137995,-54.155717855576654,MENDIZABAL,TREINTA Y TRES
-33.314683132594539,-54.56246217132626,MOLLES DE OLIMAR,TREINTA Y TRES
-33.33049630115962,-54.909193389522031,NOQUES DE OLIMAR CHICO,TREINTA Y TRES
-33.313626694454719,-54.324544377806546,OLIMAR GRANDE,TREINTA Y TRES
-33.273266786473634,-54.567989982259164,PALO A PIQUE,TREINTA Y TRES
-33.385342186586321,-54.684762044516091,PANTEON,TREINTA Y TRES
-33.213938909540495,-54.341911307644963,PASO ANCHO,TREINTA Y TRES
-33.219959721362088,-54.969589177231278,PASO DE AVERIAS,TREINTA Y TRES
-33.194278530210248,-54.852948889511374,PASO DE LA ATAHONA,TREINTA Y TRES
-33.297600509304466,-54.185205743951698,PASO DE LA LAGUNA,TREINTA Y TRES
-33.401601025052386,-54.244918352533695,PASO DEL SAUCE,TREINTA Y TRES
-33.000993888343544,-53.873150195578837,PASO DE PIRIZ,TREINTA Y TRES
-32.756057226490846,-53.716649230679003,PLACIDO ROSAS,TREINTA Y TRES
-33.177121053190326,-54.351907507395758,POBLADO ALONZO,TREINTA Y TRES
-32.92779779258489,-54.223162705984514,PUNTAS DE LEONCHO,TREINTA Y TRES
-33.02968078960383,-54.264740308583178,PUNTAS DEL ORO,TREINTA Y TRES
-33.130018189474313,-54.283626955598251,PUNTAS DE LOS CEIBOS,TREINTA Y TRES
-32.725518580961584,-54.378473759791895,PUNTAS DEL PARAO,TREINTA Y TRES
-32.799414515362912,-54.520581585791589,PUNTAS DE QUEBRACHO,TREINTA Y TRES
-32.831443270922769,-53.827142878155065,RINCON,TREINTA Y TRES
-33.183463459282827,-54.737301513799238,RINCON DE GADEA,TREINTA Y TRES
-33.037491537793386,-54.532713869388623,RINCON DE IGUINI,TREINTA Y TRES
-33.175149198078799,-54.614307682728139,RINCON DE LOS FRANCOS,TREINTA Y TRES
-33.060776079537732,-54.430509319921384,RINCON DE QUINTANA,TREINTA Y TRES
-33.275743156928627,-54.849582726823655,RINCON DE URTUBEY,TREINTA Y TRES
-32.921170590052476,-54.943716803569792,SANTA CLARA DE OLIMAR,TREINTA Y TRES
-33.40749291701605,-54.483721509464914,SAUCE DE CORRALES,TREINTA Y TRES
-32.869233616258356,-54.510804436826398,SIERRA DEL YERBAL,TREINTA Y TRES
-33.03153134392948,-53.70863900627748,SIETE CASAS,TREINTA Y TRES
-33.233156000835699,-54.380839081618781,TREINTA Y TRES,TREINTA Y TRES
-33.25942807415165,-55.103303580392776,VALENTINES,TREINTA Y TRES
-33.159055885002061,-54.435555975975831,VERDE ALTO,TREINTA Y TRES
-32.943023202252476,-53.938934788185406,VERGARA,TREINTA Y TRES
-33.292001376741403,-53.901251125437405,VILLA PASSANO,TREINTA Y TRES
-33.249356593887981,-54.41129071449452,VILLA SARA,TREINTA Y TRES
-32.867648425381233,-54.445689255217665,YERBAL CHICO,TREINTA Y TRES
-32.903650619264646,-54.384413653874013,YERBALITO,TREINTA Y TRES
