Ruee_Calculado,Rule_Calculado,GRADO_ANNO,BACHIILER_DIVNOMBRE,Turno,PLAN,MODALIDAD,NOMBRELIC,DescPlan,RUEE_RAD
1205001,3050138,4,,NOCTURNO ,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,COLONIA DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-plan-2013,
1205001,3050138,4,,NOCTURNO ,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,COLONIA DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-plan-2013,
1205001,3050138,4,,NOCTURNO ,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,COLONIA DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-plan-2013,
1205001,3050138,4,,NOCTURNO ,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,COLONIA DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-plan-2013,
1205001,3050138,4,,NOCTURNO ,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,COLONIA DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-plan-2013,
1205001,3050138,4,,NOCTURNO ,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,COLONIA DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-plan-2013,
1205001,3050138,4,,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,COLONIA DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1205001,3050138,4,,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,COLONIA DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1205001,3050138,4,,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,COLONIA DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1205001,3050138,4,,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,COLONIA DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1205001,3050138,4,,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,COLONIA DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1205001,3050138,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,COLONIA DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1205001,3050138,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,COLONIA DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1205001,3050138,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,COLONIA DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1205001,3050138,4,,INTERMEDIO EXTENDIDO ,PLAN 2024 EDUCACIÓN MEDIA SUPERIOR,ANUAL,COLONIA DEPTAL.,https://www.dges.edu.uy/node/120417,
1204012,3040147,7,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MELO Nº 5,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1204012,3040147,7,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MELO Nº 5,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1204012,3040147,7,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MELO Nº 5,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1204011,3040135,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,TUPAMBAE,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1204011,3040135,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,TUPAMBAE,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1204011,3040135,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,TUPAMBAE,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1204011,3040135,4,,MATUTINO EXTENDIDO,PLAN 2024 EDUCACIÓN MEDIA SUPERIOR,ANUAL,TUPAMBAE,https://www.dges.edu.uy/node/120417,
1204010,3040131,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,MELO Nº 4,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204010,3040131,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,MELO Nº 4,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204010,3040131,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MELO Nº 4,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204010,3040131,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MELO Nº 4,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204010,3040131,4,,INTERMEDIO EXTENDIDO ,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MELO Nº 4,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1204010,3040131,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MELO Nº 4,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1204010,3040131,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MELO Nº 4,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1204010,3040131,4,,INTERMEDIO EXTENDIDO ,PLAN 2024 EDUCACIÓN MEDIA SUPERIOR,ANUAL,MELO Nº 4,https://www.dges.edu.uy/node/120417,
1204007,3040130,4,,INTERMEDIO EXTENDIDO ,PROPUESTA 2016,ANUAL,MELO Nº 3,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-propuesta-2016,
1204007,3040130,4,,INTERMEDIO EXTENDIDO ,PROPUESTA 2016,SEMESTRAL,MELO Nº 3,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-propuesta-2016,
1204007,3040130,4,,INTERMEDIO EXTENDIDO ,PROPUESTA 2016,ANUAL,MELO Nº 3,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-propuesta-2016,
1204007,3040130,4,,INTERMEDIO EXTENDIDO ,PROPUESTA 2016,SEMESTRAL,MELO Nº 3,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-propuesta-2016,
1204007,3040130,4,,MATUTINO EXTENDIDO,PROPUESTA 2016,ANUAL,MELO Nº 3,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-propuesta-2016,
1204007,3040130,4,,MATUTINO EXTENDIDO,PROPUESTA 2016,SEMESTRAL,MELO Nº 3,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-propuesta-2016,
1204007,3040130,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MELO Nº 3,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1204007,3040130,4,,INTERMEDIO EXTENDIDO ,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MELO Nº 3,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1204007,3040130,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MELO Nº 3,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1204007,3040130,4,,INTERMEDIO EXTENDIDO ,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MELO Nº 3,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1204007,3040130,4,,MATUTINO EXTENDIDO,PLAN 2024 EDUCACIÓN MEDIA SUPERIOR,ANUAL,MELO Nº 3,https://www.dges.edu.uy/node/120417,
1204007,3040130,4,,INTERMEDIO EXTENDIDO ,PLAN 2024 EDUCACIÓN MEDIA SUPERIOR,ANUAL,MELO Nº 3,https://www.dges.edu.uy/node/120417,
1204006,3040133,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,ISIDORO NOBLIA,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204006,3040133,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,ISIDORO NOBLIA,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204006,3040133,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,ISIDORO NOBLIA,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204006,3040133,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,ISIDORO NOBLIA,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204006,3040133,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,ISIDORO NOBLIA,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1204006,3040133,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,ISIDORO NOBLIA,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1204006,3040133,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,ISIDORO NOBLIA,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1204006,3040133,4,,INTERMEDIO EXTENDIDO ,PLAN 2024 EDUCACIÓN MEDIA SUPERIOR,ANUAL,ISIDORO NOBLIA,https://www.dges.edu.uy/node/120417,
1204005,3040129,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MELO Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204005,3040129,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MELO Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204005,3040129,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,MELO Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204005,3040129,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,MELO Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204005,3040129,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MELO Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204005,3040129,4,,INTERMEDIO EXTENDIDO ,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MELO Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1204005,3040129,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MELO Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1204005,3040129,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MELO Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1204005,3040129,4,,INTERMEDIO EXTENDIDO ,PLAN 2024 EDUCACIÓN MEDIA SUPERIOR,ANUAL,MELO Nº 2,https://www.dges.edu.uy/node/120417,
1204003,3040132,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,FRAILE MUERTO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204003,3040132,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,FRAILE MUERTO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204003,3040132,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,FRAILE MUERTO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204003,3040132,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,FRAILE MUERTO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204003,3040132,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,FRAILE MUERTO,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1204003,3040132,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,FRAILE MUERTO,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1204003,3040132,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,FRAILE MUERTO,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1204003,3040132,4,,INTERMEDIO EXTENDIDO ,PLAN 2024 EDUCACIÓN MEDIA SUPERIOR,ANUAL,FRAILE MUERTO,https://www.dges.edu.uy/node/120417,
1204002,3040134,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,RIO BRANCO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204002,3040134,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,RIO BRANCO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204002,3040134,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,RIO BRANCO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204002,3040134,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,RIO BRANCO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204002,3040134,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,RIO BRANCO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204002,3040134,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,RIO BRANCO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204002,3040134,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,RIO BRANCO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204002,3040134,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,RIO BRANCO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204002,3040134,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,RIO BRANCO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204002,3040134,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,RIO BRANCO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204002,3040134,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,RIO BRANCO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204002,3040134,4,,NOCTURNO ,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,RIO BRANCO,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-plan-2013,
1204002,3040134,4,,NOCTURNO ,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,RIO BRANCO,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-plan-2013,
1204002,3040134,4,,INTERMEDIO EXTENDIDO ,PROPUESTA 2016,ANUAL,RIO BRANCO,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-propuesta-2016,
1204002,3040134,4,,INTERMEDIO EXTENDIDO ,PROPUESTA 2016,SEMESTRAL,RIO BRANCO,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-propuesta-2016,
1204002,3040134,4,,INTERMEDIO EXTENDIDO ,PROPUESTA 2016,ANUAL,RIO BRANCO,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-propuesta-2016,
1204002,3040134,4,,INTERMEDIO EXTENDIDO ,PROPUESTA 2016,SEMESTRAL,RIO BRANCO,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-propuesta-2016,
1204002,3040134,4,,INTERMEDIO EXTENDIDO ,PROPUESTA 2016,ANUAL,RIO BRANCO,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-propuesta-2016,
1204002,3040134,4,,INTERMEDIO EXTENDIDO ,PROPUESTA 2016,SEMESTRAL,RIO BRANCO,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-propuesta-2016,
1204002,3040134,4,,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,RIO BRANCO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1204002,3040134,4,,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,RIO BRANCO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1204002,3040134,4,,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,RIO BRANCO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1204002,3040134,4,,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,RIO BRANCO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1204002,3040134,4,,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,RIO BRANCO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1204002,3040134,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,RIO BRANCO,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1204002,3040134,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,RIO BRANCO,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1204002,3040134,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,RIO BRANCO,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1204002,3040134,4,,INTERMEDIO EXTENDIDO ,PLAN 2024 EDUCACIÓN MEDIA SUPERIOR,ANUAL,RIO BRANCO,https://www.dges.edu.uy/node/120417,
1204001,3040128,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,CERRO LARGO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204001,3040128,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,CERRO LARGO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204001,3040128,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,CERRO LARGO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204001,3040128,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,CERRO LARGO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204001,3040128,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,CERRO LARGO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204001,3040128,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,CERRO LARGO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204001,3040128,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,CERRO LARGO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204001,3040128,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,CERRO LARGO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204001,3040128,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,CERRO LARGO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204001,3040128,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,CERRO LARGO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204001,3040128,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,CERRO LARGO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204001,3040128,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,CERRO LARGO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204001,3040128,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,CERRO LARGO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204001,3040128,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,CERRO LARGO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204001,3040128,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,CERRO LARGO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1204001,3040128,4,,NOCTURNO ,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,CERRO LARGO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-plan-2013,
1204001,3040128,4,,NOCTURNO ,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,CERRO LARGO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-plan-2013,
1204001,3040128,4,,NOCTURNO ,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,CERRO LARGO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-plan-2013,
1204001,3040128,4,,NOCTURNO ,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,CERRO LARGO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-plan-2013,
1204001,3040128,4,,NOCTURNO ,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,CERRO LARGO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-plan-2013,
1204001,3040128,4,,NOCTURNO ,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,CERRO LARGO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-plan-2013,
1204001,3040128,4,,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,CERRO LARGO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1204001,3040128,4,,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,CERRO LARGO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1204001,3040128,4,,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,CERRO LARGO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1204001,3040128,4,,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,CERRO LARGO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1204001,3040128,4,,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,CERRO LARGO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1204001,3040128,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,CERRO LARGO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1204001,3040128,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,CERRO LARGO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1204001,3040128,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,CERRO LARGO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1204001,3040128,4,,INTERMEDIO EXTENDIDO ,PLAN 2024 EDUCACIÓN MEDIA SUPERIOR,ANUAL,CERRO LARGO DEPTAL.,https://www.dges.edu.uy/node/120417,
1203076,3030480,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,COLONIA NICOLICH Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1203076,3030480,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,COLONIA NICOLICH Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1203076,3030480,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,COLONIA NICOLICH Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1203076,3030480,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,COLONIA NICOLICH Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1203076,3030480,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,COLONIA NICOLICH Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1203076,3030480,4,,MATUTINO EXTENDIDO,PLAN 2024 EDUCACIÓN MEDIA SUPERIOR,ANUAL,COLONIA NICOLICH Nº 2,https://www.dges.edu.uy/node/120417,
1203075,3030341,7,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PROGRESO Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1203075,3030341,7,,INTERMEDIO EXTENDIDO ,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PROGRESO Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1203075,3030341,7,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PROGRESO Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1203075,3030341,7,,INTERMEDIO EXTENDIDO ,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PROGRESO Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1203075,3030341,7,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,PROGRESO Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
