Ruee_Calculado,Rule_Calculado,GRADO_ANNO,BACHIILER_DIVNOMBRE,Turno,PLAN,MODALIDAD,NOMBRELIC,DescPlan,RUEE_RAD
1215002,3150111,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,SALTO Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1215002,3150111,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,SALTO Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1215002,3150111,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,SALTO Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1215002,3150111,4,,INTERMEDIO EXTENDIDO ,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,SALTO Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1215002,3150111,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,SALTO Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1215002,3150111,4,,INTERMEDIO EXTENDIDO ,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,SALTO Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1215002,3150111,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,SALTO Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1215002,3150111,4,,INTERMEDIO EXTENDIDO ,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,SALTO Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1215002,3150111,4,,MATUTINO EXTENDIDO,PLAN 2024 EDUCACIÓN MEDIA SUPERIOR,ANUAL,SALTO Nº 2,https://www.dges.edu.uy/node/120417,
1215001,3150110,5,HUMANÍSTICO,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,SALTO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1215001,3150110,5,HUMANÍSTICO,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,SALTO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1215001,3150110,5,HUMANÍSTICO,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,SALTO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1215001,3150110,5,HUMANÍSTICO,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,SALTO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1215001,3150110,5,HUMANÍSTICO,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,SALTO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1215001,3150110,5,HUMANÍSTICO,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,SALTO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1215001,3150110,5,HUMANÍSTICO,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,SALTO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1215001,3150110,5,HUMANÍSTICO,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,SALTO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1215001,3150110,5,HUMANÍSTICO,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,SALTO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1215001,3150110,5,HUMANÍSTICO,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,SALTO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1215001,3150110,5,HUMANÍSTICO,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,SALTO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1215001,3150110,5,HUMANÍSTICO,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,SALTO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1215001,3150110,5,HUMANÍSTICO,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,SALTO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1215001,3150110,5,HUMANÍSTICO,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,SALTO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1215001,3150110,5,HUMANÍSTICO,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,SALTO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1215001,3150110,5,HUMANÍSTICO,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,SALTO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1215001,3150110,5,HUMANÍSTICO,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,SALTO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1215001,3150110,5,HUMANÍSTICO,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,SALTO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1215001,3150110,5,HUMANÍSTICO,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,SALTO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1215001,3150110,5,HUMANÍSTICO,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,SALTO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1215001,3150110,5,HUMANÍSTICO,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,SALTO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1215001,3150110,5,HUMANÍSTICO,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,SALTO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1215001,3150110,5,HUMANÍSTICO,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,SALTO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1215001,3150110,5,HUMANÍSTICO,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,SALTO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1215001,3150110,5,HUMANÍSTICO,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,SALTO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1215001,3150110,5,HUMANÍSTICO,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,SALTO DEPTAL.,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1215001,3150110,5,HUMANÍSTICO,INTERMEDIO EXTENDIDO ,PLAN 2024 EDUCACIÓN MEDIA SUPERIOR,ANUAL,SALTO DEPTAL.,https://www.dges.edu.uy/node/120417,
1214013,3140087,7,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,ROCHA Nº 3,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214013,3140087,7,,INTERMEDIO EXTENDIDO ,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,ROCHA Nº 3,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214013,3140087,7,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,ROCHA Nº 3,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214013,3140087,7,,INTERMEDIO EXTENDIDO ,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,ROCHA Nº 3,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214013,3140087,7,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,ROCHA Nº 3,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214013,3140087,7,,INTERMEDIO EXTENDIDO ,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,ROCHA Nº 3,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214011,3140091,7,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,CHUY Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214011,3140091,7,,INTERMEDIO EXTENDIDO ,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,CHUY Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214011,3140091,7,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,CHUY Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214011,3140091,7,,INTERMEDIO EXTENDIDO ,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,CHUY Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214011,3140091,7,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,CHUY Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214011,3140091,7,,INTERMEDIO EXTENDIDO ,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,CHUY Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214009,3140086,7,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,ROCHA Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214009,3140086,7,,INTERMEDIO EXTENDIDO ,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,ROCHA Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214009,3140086,7,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,ROCHA Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214009,3140086,7,,INTERMEDIO EXTENDIDO ,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,ROCHA Nº 2,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214008,3140092,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,LA CORONILLA,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214008,3140092,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,LA CORONILLA,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214008,3140092,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,LA CORONILLA,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214008,3140092,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,LA CORONILLA,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214008,3140092,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,LA CORONILLA,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214008,3140092,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,LA CORONILLA,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214008,3140092,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,LA CORONILLA,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214008,3140092,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,LA CORONILLA,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214008,3140092,4,,INTERMEDIO EXTENDIDO ,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,LA CORONILLA,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214008,3140092,4,,INTERMEDIO EXTENDIDO ,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,LA CORONILLA,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214008,3140092,4,,INTERMEDIO EXTENDIDO ,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,LA CORONILLA,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214008,3140092,4,,MATUTINO EXTENDIDO,PLAN 2024 EDUCACIÓN MEDIA SUPERIOR,ANUAL,LA CORONILLA,https://www.dges.edu.uy/node/120417,
1214007,3140089,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,CEBOLLATI,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214007,3140089,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,CEBOLLATI,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214007,3140089,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,CEBOLLATI,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214007,3140089,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,CEBOLLATI,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214007,3140089,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,CEBOLLATI,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214007,3140089,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,CEBOLLATI,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214007,3140089,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,CEBOLLATI,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214007,3140089,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,CEBOLLATI,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214007,3140089,4,,INTERMEDIO EXTENDIDO ,PLAN 2024 EDUCACIÓN MEDIA SUPERIOR,ANUAL,CEBOLLATI,https://www.dges.edu.uy/node/120417,
1214006,3140093,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,LA PALOMA (ROCHA),https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214006,3140093,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,LA PALOMA (ROCHA),https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214006,3140093,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,LA PALOMA (ROCHA),https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214006,3140093,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,LA PALOMA (ROCHA),https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214006,3140093,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,LA PALOMA (ROCHA),https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214006,3140093,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,LA PALOMA (ROCHA),https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214006,3140093,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,LA PALOMA (ROCHA),https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214006,3140093,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,LA PALOMA (ROCHA),https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214006,3140093,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,LA PALOMA (ROCHA),https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214006,3140093,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,LA PALOMA (ROCHA),https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214006,3140093,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,LA PALOMA (ROCHA),https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214006,3140093,4,,INTERMEDIO EXTENDIDO ,PLAN 2024 EDUCACIÓN MEDIA SUPERIOR,ANUAL,LA PALOMA (ROCHA),https://www.dges.edu.uy/node/120417,
1214005,3140095,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,VELAZQUEZ,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214005,3140095,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,VELAZQUEZ,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214005,3140095,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,VELAZQUEZ,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214005,3140095,4,,INTERMEDIO EXTENDIDO ,REFORMULACIÓN 2006,ANUAL,VELAZQUEZ,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214005,3140095,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,VELAZQUEZ,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214005,3140095,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,VELAZQUEZ,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214005,3140095,4,,MATUTINO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,VELAZQUEZ,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214005,3140095,4,,INTERMEDIO EXTENDIDO ,PLAN 2024 EDUCACIÓN MEDIA SUPERIOR,ANUAL,VELAZQUEZ,https://www.dges.edu.uy/node/120417,
1214004,3140090,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,CHUY Nº 1,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214004,3140090,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,CHUY Nº 1,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214004,3140090,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,CHUY Nº 1,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214004,3140090,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,CHUY Nº 1,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214004,3140090,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,CHUY Nº 1,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214004,3140090,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,CHUY Nº 1,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214004,3140090,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,CHUY Nº 1,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214004,3140090,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,CHUY Nº 1,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214004,3140090,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,CHUY Nº 1,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214004,3140090,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,CHUY Nº 1,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214004,3140090,4,,NOCTURNO ,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,CHUY Nº 1,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-plan-2013,
1214004,3140090,4,,NOCTURNO ,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,CHUY Nº 1,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-plan-2013,
1214004,3140090,4,,NOCTURNO ,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,CHUY Nº 1,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-plan-2013,
1214004,3140090,4,,NOCTURNO ,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,CHUY Nº 1,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-plan-2013,
1214004,3140090,4,,NOCTURNO ,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,CHUY Nº 1,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-plan-2013,
1214004,3140090,4,,NOCTURNO ,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,CHUY Nº 1,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-plan-2013,
1214004,3140090,4,,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,CHUY Nº 1,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1214004,3140090,4,,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,CHUY Nº 1,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1214004,3140090,4,,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,CHUY Nº 1,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1214004,3140090,4,,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,CHUY Nº 1,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1214004,3140090,4,,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,CHUY Nº 1,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1214004,3140090,4,,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,CHUY Nº 1,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1214004,3140090,4,,INTERMEDIO EXTENDIDO ,PLAN 2024 EDUCACIÓN MEDIA SUPERIOR,ANUAL,CHUY Nº 1,https://www.dges.edu.uy/node/120417,
1214003,3140094,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,LASCANO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214003,3140094,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,LASCANO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214003,3140094,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,LASCANO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214003,3140094,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,LASCANO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214003,3140094,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,LASCANO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214003,3140094,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,LASCANO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214003,3140094,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,LASCANO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214003,3140094,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,LASCANO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214003,3140094,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,LASCANO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
1214003,3140094,4,,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,LASCANO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1214003,3140094,4,,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,LASCANO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1214003,3140094,4,,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,LASCANO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1214003,3140094,4,,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,LASCANO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1214003,3140094,4,,NOCTURNO ,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,LASCANO,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-1994,
1214003,3140094,4,,INTERMEDIO EXTENDIDO ,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,LASCANO,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214003,3140094,4,,INTERMEDIO EXTENDIDO ,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,LASCANO,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214003,3140094,4,,INTERMEDIO EXTENDIDO ,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,LASCANO,https://www.dges.edu.uy/propuesta-educativa/educacion-basica-integrada-plan-2023,
1214003,3140094,4,,MATUTINO EXTENDIDO,PLAN 2024 EDUCACIÓN MEDIA SUPERIOR,ANUAL,LASCANO,https://www.dges.edu.uy/node/120417,
1214002,3140088,4,,MATUTINO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,CASTILLOS,https://www.dges.edu.uy/propuesta-educativa/educacion-media-superior-plan-2006,
