Tipo_de_Educacion,Turno,Comparte,Categoria,PNOfrece2,UNOfrece,Tiene comedor,Tiene copa de leche,Tiene equipo multidisciplinario,,Profesores especiales,Horario,Tiene maestro de apoyo,Tiene maestro de apoyo Ceibal,Tiene maestro comunitario,Maestro mAs maestro,Maestro de trayectorias protegida,RUEE,rule1,Nombre
ESCUELA COMÚN,TARDE,269,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1101002,2010001,REPUBLICA ARGENTINA
ESCUELA COMÚN,TARDE,121,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1101003,2010002,FRANCIA
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101004,2010003,GRAL. JOSE GERVASIO ARTIGAS
ESCUELA COMÚN,DOBLE,,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1101005,2010004,JOSE PEDRO VARELA
ESCUELA COMÚN,DOBLE,,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1101006,2010005,ESTADOS UNIDOS DE AMERICA
ESCUELA COMÚN,MAÑANA,37,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101007,2010006,ROSA MARINO
ESCUELA COMÚN,DOBLE,,APRENDER,3 AÑOS,6,,,,,,,,,,,,1101008,2010007,REPUBLICA DE HAITI
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101009,2010008,DR. AURELIANO RODRIGUEZ LARRETA
ESCUELA COMÚN,DOBLE,,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1101010,2010009,REPUBLICA DE EL SALVADOR
ESCUELA COMÚN,EXTENDIDO,,TIEMPO EXTENDIDO,4 AÑOS,6,,,,,,,,,,,,1101011,2010010,ABRAHAM LINCOLN
ESCUELA COMÚN,MAÑANA,48,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1101013,2010011,JOAQUIN MESTRE
ESCUELA COMÚN,MAÑANA,27,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1101014,2010012,JOSE DE SAN MARTIN
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101016,2010014,SUECIA
ESCUELA COMÚN,EXTENDIDO,,TIEMPO EXTENDIDO,4 AÑOS,6,,,,,,,,,,,,1101017,2010015,BRASIL
ESCUELA COMÚN,MAÑANA,76,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1101019,2010016,GRUPO ESCOLAR FELIPE SANGUINETTI
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101020,2010017,GRUPO ESCOLAR FELIPE SANGUINETTI
ESCUELA COMÚN,EXTENDIDO,,TIEMPO EXTENDIDO,4 AÑOS,6,,,,,,,,,,,,1101021,2010018,ALEMANIA
ESCUELA COMÚN,DOBLE,,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1101023,2010019,TOMAS CLARAMUNT
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101024,2010020,JOAQUIN SUAREZ
ESCUELA COMÚN,TARDE,26,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1101025,2010021,RUY BARBOSA
ESCUELA COMÚN,MAÑANA,25,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1101026,2010021,PAISES BAJOS
ESCUELA COMÚN,TARDE,14,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1101027,2010012,DR. EDUARDO ACEVEDO
ESCUELA COMÚN,TARDE,80,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1101028,2010022,REPUBLICA DE PANAMA
ESCUELA COMÚN,TARDE,30,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1101029,2010023,CHECOSLOVAQUIA
ESCUELA COMÚN,MAÑANA,29,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1101030,2010023,ANTONIO DIONISIO LUSSICH
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101031,2010024,GRUPO ESCOLAR JACOBO VARELA
ESCUELA COMÚN,MAÑANA,83,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1101032,2010025,SIMON BOLIVAR
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101033,2010026,REPUBLICA DE COLOMBIA
ESCUELA COMÚN,MAÑANA,166,URBANA COMUN,1,6,,,,,,,,,,,,1101034,2010027,CONGRESO DE ABRIL DE 1813
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101035,2010028,REPUBLICA DE GUATEMALA
ESCUELA COMÚN,DOBLE,,URBANA COMUN,3 AÑOS,6,,,,,,,,,,,,1101036,2010029,BELGICA
ESCUELA COMÚN,TARDE,7,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101037,2010006,BRIG. GRAL. MANUEL ORIBE
ESCUELA COMÚN,MAÑANA,344,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101038,2010030,HORACIO DURA
ESCUELA COMÚN,TARDE,273,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1101039,2010031,GRECIA
ESCUELA COMÚN,DOBLE,,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1101040,2010032,MEXICO
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,3 AÑOS,6,,,,,,,,,,,,1101041,2010033,REPUBLICA DE ECUADOR
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101042,2010034,REPUBLICA DE BOLIVIA
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101044,2010035,PRESBITERO JOSE BENITO LAMAS
ESCUELA COMÚN,DOBLE,,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1101045,2010036,LEONOR HOURTICOU
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101047,2010037,WASHINGTON BELTRAN - ROMILDO RISSO
ESCUELA COMÚN,TARDE,13,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1101048,2010011,AUSTRIA
ESCUELA COMÚN,DOBLE,,URBANA COMUN,1,6,,,,,,,,,,,,1101049,2010038,REPUBLICA DE NICARAGUA
ESCUELA COMÚN,TARDE,185,APRENDER,1,6,,,,,,,,,,,,1101050,2010039,JUAN MANUEL BLANES
ESCUELA COMÚN,MAÑANA,98,URBANA COMUN,1,6,,,,,,,,,,,,1101051,2010040,REPUBLICA DEL PARAGUAY
ESCUELA COMÚN,DOBLE,,URBANA COMUN,5 AÑOS,6,,,,,,,,,,,,1101052,2010041,REPUBLICA DOMINICANA
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,5 AÑOS,6,,,,,,,,,,,,1101053,2010042,GRAN BRETAÑA
ESCUELA COMÚN,TARDE,169,APRENDER,1,6,,,,,,,,,,,,1101054,2010043,DR. CLAUDIO WILLIMAN
ESCUELA COMÚN,TARDE,123,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101055,2010044,
ESCUELA COMÚN,DOBLE,,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1101056,2010045,PEDRO A. MACCIO
ESCUELA COMÚN,MAÑANA,103,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1101057,2010046,JUAN MANUEL DE VEDIA
ESCUELA COMÚN,MAÑANA,112,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101058,2010047,REPUBLICA DE SUDAFRICA
ESCUELA COMÚN,TARDE,119,APRENDER,1,6,,,,,,,,,,,,1101059,2010048,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101060,2010049,GRUPO ESCOLAR JOSE H. FIGUEIRA
ESCUELA COMÚN,EXTENDIDO,,TIEMPO EXTENDIDO,4 AÑOS,6,,,,,,,,,,,,1101061,2010050,KONRAD ADENAUER
ESCUELA COMÚN,TARDE,275,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1101062,2010051,SUIZA
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101063,2010052,LUIS CINCINATO BOLLO
ESCUELA COMÚN,TARDE,308,APRENDER,1,6,,,,,,,,,,,,1101064,2010053,EDUARDO FABINI
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101065,2010054,PORTUGAL
ESCUELA COMÚN,TARDE,329,PRACTICA - HABILITADA PRACTICA,1,6,,,,,,,,,,,,1101066,2010055,JOSE BELLONI
ESCUELA COMÚN,DOBLE,,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1101068,2010056,ESTADO DE ISRAEL
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101070,2010057,JOSE BATLLE Y ORDOÑEZ
ESCUELA COMÚN,DOBLE,,URBANA COMUN,1,6,,,,,,,,,,,,1101072,2010058,JAPON
ESCUELA COMÚN,TARDE,19,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1101076,2010016,GRUPO ESCOLAR FELIPE SANGUINETTI
ESCUELA COMÚN,DOBLE,,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1101079,2010059,DANIEL FERNANDEZ CRESPO
ESCUELA COMÚN,MAÑANA,28,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1101080,2010022,BRIG. GRAL. JUAN A. LAVALLEJA
ESCUELA COMÚN,TARDE,189,URBANA COMUN,1,6,,,,,,,,,,,,1101081,2010060,MAHATMA GANDHI
ESCUELA COMÚN,TARDE,32,PRACTICA - HABILITADA PRACTICA,3 AÑOS,6,,,,,,,,,,,,1101083,2010025,DR. MARTIN R. ETCHEGOYEN
ESCUELA COMÚN,DOBLE,,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1101084,2010026,DR. ABEL JULIAN PEREZ
ESCUELA COMÚN,MAÑANA,107,PRACTICA - HABILITADA PRACTICA,3 AÑOS,6,,,,,,,,,,,,1101088,2010061,EDMONDE DE AMICIS
ESCUELA COMÚN,DOBLE,,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101089,2010062,IBIRAY
ESCUELA COMÚN,EXTENDIDO,,TIEMPO EXTENDIDO,1,6,,,,,,,,,,,,1101090,2010063,PEDRO FIGARI
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101092,2010064,ARTURO CARBONELL Y MIGAL
ESCUELA COMÚN,MAÑANA,137,PRACTICA - HABILITADA PRACTICA,3 AÑOS,6,,,,,,,,,,,,1101093,2010065,GRUPO ESCOLAR MARIA NOYA
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101094,2010066,JOSE ROGER BALET
ESCUELA COMÚN,DOBLE,,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101095,2010067,UNION EUROPEA
ESCUELA COMÚN,MAÑANA,115,APRENDER,1,6,,,,,,,,,,,,1101096,2010068,FRANCISCO ACUÑA DE FIGUEROA
ESCUELA COMÚN,EXTENDIDO,,TIEMPO EXTENDIDO,5 AÑOS,6,,,,,,,,,,,,1101097,2010069,FEDERICO GARCIA LORCA
ESCUELA COMÚN,TARDE,51,URBANA COMUN,1,6,,,,,,,,,,,,1101098,2010040,DR. JUAN ZORRILLA DE SAN MARTIN
ESCUELA COMÚN,MAÑANA,110,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1101099,2010070,REPUBLICA DE HONDURAS
ESCUELA COMÚN,EXTENDIDO,,TIEMPO EXTENDIDO,5 AÑOS,6,,,,,,,,,,,,1101100,2010071,HECTOR FIGOLI
ESCUELA COMÚN,TARDE,136,URBANA COMUN,1,6,,,,,,,,,,,,1101101,2010072,CARMELO COLMAN
ESCUELA COMÚN,MAÑANA,195,URBANA COMUN,1,6,,,,,,,,,,,,1101102,2010073,JUANA DE IBARBOUROU
ESCUELA COMÚN,TARDE,57,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1101103,2010046,
ESCUELA COMÚN,DOBLE,,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1101105,2010074,CARLOS VAZ FERREIRA
ESCUELA COMÚN,TARDE,88,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1101107,2010061,REPUBLICA DE COSTA RICA
ESCUELA COMÚN,MAÑANA,156,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1101109,2010075,FLORENCIO SANCHEZ
ESCUELA COMÚN,TARDE,99,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1101110,2010070,FERNAN SILVA VALDES
ESCUELA COMÚN,TARDE,58,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101112,2010047,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,3 AÑOS,6,,,,,,,,,,,,1101113,2010077,ZELMAR MICHELINI
ESCUELA COMÚN,TARDE,96,APRENDER,1,6,,,,,,,,,,,,1101115,2010068,FRANCISCO JOSE DEBALI
ESCUELA COMÚN,DOBLE,,URBANA COMUN,1,6,,,,,,,,,,,,1101116,2010078,LA VALLETTA - REPUBLICA DE MALTA
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101117,2010079,NACIONES UNIDAS
ESCUELA COMÚN,MAÑANA,59,APRENDER,1,6,,,,,,,,,,,,1101119,2010048,
ESCUELA COMÚN,EXTENDIDO,,TIEMPO EXTENDIDO,4 AÑOS,6,,,,,,,,,,,,1101120,2010080,MANUEL BELGRANO
ESCUELA COMÚN,MAÑANA,3,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1101121,2010002,DR. EVARISTO CIGANDA
ESCUELA COMÚN,DOBLE,,URBANA COMUN,1,6,,,,,,,,,,,,1101122,2010081,ISLAS CANARIAS
ESCUELA COMÚN,MAÑANA,55,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101123,2010044,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101124,2010082,
ESCUELA COMÚN,MAÑANA,302,APRENDER,3 AÑOS,6,,,,,,,,,,,,1101125,2010083,REPUBLICA LIBANESA
ESCUELA COMÚN,DOBLE,,APRENDER,1,6,,,,,,,,,,,,1101126,2010084,
ESCUELA COMÚN,TARDE,331,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1101127,2010085,JUAN RAMON JIMENEZ
ESCUELA COMÚN,DOBLE,,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101128,2010086,
ESCUELA COMÚN,DOBLE,,APRENDER,1,6,,,,,,,,,,,,1101129,2010087,
ESCUELA COMÚN,EXTENDIDO,,TIEMPO EXTENDIDO,5 AÑOS,6,,,,,,,,,,,,1101130,2010088,ANDRES BELLO
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,5 AÑOS,6,,,,,,,,,,,,1101131,2010013,REPUBLICA DE CHILE
ESCUELA COMÚN,MAÑANA,101,URBANA COMUN,1,6,,,,,,,,,,,,1101136,2010072,JUAN MONTALVO
ESCUELA COMÚN,TARDE,93,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1101137,2010065,GRUPO ESCOLAR MARIA NOYA
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101138,2010089,SERAFIN J. GARCIA
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101139,2010090,CALABRIA
ESCUELA COMÚN,DOBLE,,APRENDER,1,6,,,,,,,,,,,,1101140,2010091,ESPERANZA VISCAY DE FULHER
ESCUELA COMÚN,DOBLE,,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101141,2010092,REINO DE MALASIA
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101142,2010093,REPUBLICA DEL PERU
ESCUELA COMÚN,MAÑANA,318,APRENDER,1,6,,,,,,,,,,,,1101143,2010094,BARTOLOME HIDALGO
ESCUELA COMÚN,MAÑANA,187,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101144,2010095,JOSE GARIBALDI
ESCUELA COMÚN,MAÑANA,290,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101145,2010096,MTRA. CATALINA VELAZQUEZ
ESCUELA COMÚN,DOBLE,,APRENDER,1,6,,,,,,,,,,,,1101146,2010097,LUIS BATLLE BERRES
ESCUELA COMÚN,TARDE,276,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101148,2010098,REPUBLICA DE COREA
ESCUELA COMÚN,TARDE,334,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101149,2010099,ISABEL ABELENDA DE PAZOS
ESCUELA COMÚN,TARDE,307,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101150,2010100,CATALUNYA
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101151,2010101,ALBERT EINSTEIN
ESCUELA COMÚN,TARDE,303,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101152,2010102,MANUEL FRANCISCO ARTIGAS
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101153,2010103,BENJAMIN FRANKLIN
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101154,2010104,
ESCUELA COMÚN,DOBLE,,URBANA COMUN,3 AÑOS,6,,,,,,,,,,,,1101155,2010105,
ESCUELA COMÚN,TARDE,109,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1101156,2010075,ARMENIA
ESCUELA COMÚN,DOBLE,,APRENDER,1,6,,,,,,,,,,,,1101157,2010106,TREINTA Y TRES ORIENTALES
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101158,2010107,
ESCUELA COMÚN,DOBLE,,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1101159,2010108,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101160,2010109,DR. LUIS MORQUIO
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101161,2010110,ALEJANDRIA
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101163,2010111,GALICIA
ESCUELA COMÚN,TARDE,34,URBANA COMUN,1,6,,,,,,,,,,,,1101166,2010027,MARIA VITTORI
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101167,2010112,JUAN JOSE MOROSOLI
ESCUELA COMÚN,TARDE,336,APRENDER,1,6,,,,,,,,,,,,1101168,2010113,RUMANIA
ESCUELA COMÚN,MAÑANA,54,APRENDER,1,6,,,,,,,,,,,,1101169,2010043,LUISA CASTERAN
ESCUELA COMÚN,DOBLE,,PRACTICA - HABILITADA PRACTICA,1,6,,,,,,,,,,,,1101170,2010114,
ESCUELA COMÚN,EXTENDIDO,,TIEMPO EXTENDIDO,4 AÑOS,6,,,,,,,,,,,,1101172,2010076,JOSE MARTI
ESCUELA COMÚN,TARDE,196,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101173,2010115,
ESCUELA COMÚN,DOBLE,,URBANA COMUN,5 AÑOS,6,,,,,,,,,,,,1101174,2010116,CANADA
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101175,2010117,COMANDANTE PEDRO CAMPBELL
ESCUELA COMÚN,DOBLE,,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101176,2010118,JUAN BALBIN GONZALEZ VALLEJO
ESCUELA COMÚN,TARDE,337,APRENDER,1,6,,,,,,,,,,,,1101177,2010119,CRISTOBAL COLON
ESCUELA COMÚN,DOBLE,,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101178,2010120,MARTIN LUTHER KING
ESCUELA COMÚN,DOBLE,,APRENDER,1,6,,,,,,,,,,,,1101179,2010121,TOMAS BERRETA
ESCUELA COMÚN,DOBLE,,URBANA COMUN,1,6,,,,,,,,,,,,1101180,2010122,SUSANA SOCA
ESCUELA COMÚN,DOBLE,,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1101181,2010123,MTRA. ELENA QUINTEROS
ESCUELA COMÚN,MAÑANA,339,URBANA COMUN,1,6,,,,,,,,,,,,1101182,2010124,EGIPTO
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101183,2010125,NELSON MANDELA
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101184,2010126,
ESCUELA COMÚN,MAÑANA,50,APRENDER,1,6,,,,,,,,,,,,1101185,2010039,UNESCO
ESCUELA COMÚN,TARDE,144,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101187,2010095,DR. LUIS ALBERTO DE HERRERA
ESCUELA COMÚN,MAÑANA,340,APRENDER,1,6,,,,,,,,,,,,1101188,2010127,
ESCUELA COMÚN,MAÑANA,81,URBANA COMUN,1,6,,,,,,,,,,,,1101189,2010060,BENITO JUAREZ
ESCUELA COMÚN,DOBLE,,URBANA COMUN,1,6,,,,,,,,,,,,1101190,2010128,AUSTRALIA
ESCUELA COMÚN,DOBLE,,APRENDER,1,6,,,,,,,,,,,,1101191,2010129,PAISES DEL MERCOSUR
ESCUELA COMÚN,DOBLE,,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101192,2010109,JOAQUIN TORRES GARCIA
ESCUELA COMÚN,EXTENDIDO,,TIEMPO EXTENDIDO,4 AÑOS,6,,,,,,,,,,,,1101193,2010130,JOSE LUIS ZORRILLA DE SAN MARTIN
ESCUELA COMÚN,TARDE,102,URBANA COMUN,1,6,,,,,,,,,,,,1101195,2010073,HUMBERTO ZARRILLI
ESCUELA COMÚN,MAÑANA,173,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101196,2010115,DEBORAH VITALE D'AMICO
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1101197,2010131,ANA BRUZZONE DE SCARONE
ESCUELA ESPECIAL,ESPECIAL,387,ESPECIALES,,,,,,,,,,,,,,1101198,2010132,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101199,2010133,
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1101200,2010134,DOCTOR RICARDO CARITAT
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,5 AÑOS,6,,,,,,,,,,,,1101201,2010135,ESPAÑA
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1101203,2010136,ELOISA GARCIA ETCHEGOYEN DE LORENZO
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1101204,2010137,EMILIO VERDESIO
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1101205,2010138,OBRA MORQUIO
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1101206,2010139,ALBERTO A. ALVES
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1101207,2010140,E.T.R.O.
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1101208,2010141,
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1101209,2010142,GERARDO CUESTA
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1101210,2010143,PETRONA VIERA
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1101211,2010144,
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1101212,2010145,PAULO FREIRE
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101213,2010146,ENRIQUETA COMPTE Y RIQUE
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101214,2010147,
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101215,2010148,GABRIELA MISTRAL
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101216,2010149,
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101217,2010150,ROLAND MOOR
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101218,2010151,MARIA CLARA ZABALA
ESCUELA COMÚN,MAÑANA,274,URBANA COMUN,1,6,,,,,,,,,,,,1101219,2010152,OLYMPIA FERNANDEZ
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101220,2010153,AMALIA NIETO
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101221,2010154,JUANA DE AMERICA
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101222,2010155,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101223,2010156,REINA REYES
ESCUELA COMÚN,DOBLE,,URBANA COMUN,3 AÑOS,6,,,,,,,,,,,,1101224,2010157,JOSE ROGER BALET
ESCUELA COMÚN,TARDE,341,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101225,2010158,DOMINGO ARENA
ESCUELA COMÚN,DOBLE,,APRENDER,1,6,,,,,,,,,,,,1101226,2010159,MELCHORA CUENCA
ESCUELA COMÚN,TARDE,342,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101227,2010160,
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101228,2010161,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101229,2010162,
ESCUELA COMÚN,DOBLE,,APRENDER,1,6,,,,,,,,,,,,1101230,2010163,BENITA BERRO DE VARELA
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1101231,2010527,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101232,2010165,
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101233,2010166,SALOME UREÑA DE HENRIQUEZ
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101234,2010167,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101235,2010168,
