Tipo_de_Educacion,Turno,Comparte,Categoria,PNOfrece2,UNOfrece,Tiene comedor,Tiene copa de leche,Tiene equipo multidisciplinario,,Profesores especiales,Horario,Tiene maestro de apoyo,Tiene maestro de apoyo Ceibal,Tiene maestro comunitario,Maestro mAs maestro,Maestro de trayectorias protegida,RUEE,rule1,Nombre
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,3 AÑOS,6,,,,,,,,,,,,1114074,2140056,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1114075,2140057,
ESCUELA COMÚN,DOBLE,,URBANA COMUN,5 AÑOS,6,,,,,,,,,,,,1114080,2140058,DR. VICTOR HUGO BRIOZZO
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,4,,,,,,,,,,,,1114081,2140059,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1114082,2140060,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1114083,2140061,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1114085,2140062,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,4,,,,,,,,,,,,1114086,2140063,
ESCUELA COMÚN,DOBLE,,APRENDER,4 AÑOS,6,,,,,,,,,,,,1114088,2140064,CONSTANCIO C. VIGIL
ESCUELA COMÚN,MAÑANA,,APRENDER,3 AÑOS,6,,,,,,,,,,,,1114090,2140065,REPUBLICA ITALIANA
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,2,,,,,,,,,,,,1114091,2140066,
ESCUELA COMÚN,DOBLE,,URBANA COMUN,5 AÑOS,6,,,,,,,,,,,,1114093,2140067,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,5,,,,,,,,,,,,1114094,2140068,COL. CNEL. LEONARDO OLIVERA
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1114095,2140069,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1114096,2140070,
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1114097,2140071,MARIA NILA LARROSA MARTINEZ
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1114098,2140072,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1114099,2140073,IRMA AYCAGUER DE BONINO
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1114100,2140074,
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1114101,2140075,
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1114103,2140077,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1114104,2140078,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1114105,2140079,ISAAC FERREIRA CORREA
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1114106,2140080,
ESCUELA COMÚN,DOBLE,,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1114107,2140081,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1114108,2140082,
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1114109,2140083,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1114110,2140084,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,3 AÑOS,6,,,,,,,,,,,,1115001,2150130,GRAL. JOSE GERVASIO ARTIGAS
ESCUELA COMÚN,TARDE,121,PRACTICA - HABILITADA PRACTICA,5 AÑOS,6,,,,,,,,,,,,1115002,2150002,ETELVINA MIGLIARO
ESCUELA COMÚN,DOBLE,,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1115003,2150003,JOSE PEDRO VARELA
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1115004,2150004,DR. JUAN ZORRILLA DE SAN MARTIN
ESCUELA COMÚN,DOBLE,,PRACTICA - HABILITADA PRACTICA,5 AÑOS,6,,,,,,,,,,,,1115005,2150005,JOAQUIN SANT'ANNA
ESCUELA COMÚN,EXTENDIDO,,TIEMPO EXTENDIDO,4 AÑOS,6,,,,,,,,,,,,1115006,2150006,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1115007,2150007,
ESCUELA COMÚN,TARDE,119,APRENDER,3 AÑOS,6,,,,,,,,,,,,1115008,2150008,JOSE BATLLE Y ORDOÑEZ
ESCUELA COMÚN,DOBLE,,PRACTICA - HABILITADA PRACTICA,5 AÑOS,6,,,,,,,,,,,,1115009,2150009,
ESCUELA COMÚN,DOBLE,,APRENDER,4 AÑOS,6,,,,,,,,,,,,1115010,2150010,ITALIA
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,3 AÑOS,6,,,,,,,,,,,,1115011,2150011,VICTOR R. LIMA
ESCUELA COMÚN,DOBLE,,URBANA COMUN,3 AÑOS,6,,,,,,,,,,,,1115012,2150012,FELICIANO VIERA
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1115013,2150013,
ESCUELA COMÚN,DOBLE,,APRENDER,1,6,,,,,,,,,,,,1115014,2150014,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1115015,2150015,PEDRO AMBROSONI
ESCUELA COMÚN,TARDE,,APRENDER,3 AÑOS,6,,,,,,,,,,,,1115016,2150016,REPUBLICA DE ARMENIA
ESCUELA COMÚN,MAÑANA,,APRENDER,3 AÑOS,6,,,,,,,,,,,,1115017,2150017,
ESCUELA COMÚN,EXTENDIDO,,TIEMPO EXTENDIDO,3 AÑOS,6,,,,,,,,,,,,1115018,2150018,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1115019,2150019,BRIG. GRAL. JUAN A. LAVALLEJA
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1115020,2150020,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1115021,2150021,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1115022,2150022,
ESCUELA COMÚN,EXTENDIDO,,TIEMPO EXTENDIDO,3 AÑOS,6,,,,,,,,,,,,1115023,2150023,ARQUITECTO PEDRO OSCAR AMBROSONI APA
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1115024,2150024,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1115025,2150025,MELCHORA CUENCA
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1115026,2150026,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1115027,2150027,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,5,,,,,,,,,,,,1115029,2150028,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1115030,2150029,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1115031,2150030,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1115032,2150031,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1115033,2150032,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1115034,2150033,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1115035,2150034,
ESCUELA COMÚN,RURAL,,RURAL COMUN,5 AÑOS,5,,,,,,,,,,,,1115036,2150035,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1115038,2150037,IRINEO LEGUIZAMO
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1115040,2150038,CARMELO DE ARZADUN
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1115043,2150040,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1115044,2150041,
ESCUELA COMÚN,EXTENDIDO,,TIEMPO EXTENDIDO,3 AÑOS,6,,,,,,,,,,,,1115045,2150042,DIONISIO DIAZ
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,2,,,,,,,,,,,,1115047,2150043,JUANA DE IBARBOUROU
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1115048,2150044,MARIA INES FORTEZA
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1115049,2150045,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,5,,,,,,,,,,,,1115050,2150046,BERNARDINO CORREA PAIVA
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1115052,2150047,AGUSTIN FERREIRO
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1115054,2150048,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1115056,2150049,LUIS MARIO ROASCIO
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1115057,2150050,CNEL. SANTIAGO ARTIGAS
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1115058,2150051,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1115059,2150052,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1115060,2150053,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,4,,,,,,,,,,,,1115061,2150054,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1115062,2150055,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1115063,2150056,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1115064,2150057,ESPAÑA
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1115066,2150058,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1115067,2150059,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1115069,2150061,PASCUAL HARRIAGUE
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1115070,2150062,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1115071,2150063,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1115072,2150064,
ESCUELA COMÚN,ESPECIAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1115073,2150065,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1115074,2150066,
ESCUELA COMÚN,RURAL,,RURAL COMUN,2,6,,,,,,,,,,,,1115075,2150067,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1115078,2150069,HORACIO QUIROGA
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1115080,2150070,EVARISTO ALVAREZ
ESCUELA COMÚN,DOBLE,,URBANA COMUN,3 AÑOS,6,,,,,,,,,,,,1115081,2150071,ENRIQUE AMORIN
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1115083,2150072,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,5,,,,,,,,,,,,1115084,2150073,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1115085,2150074,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1115086,2150075,
ESCUELA COMÚN,DOBLE,,APRENDER,4 AÑOS,6,,,,,,,,,,,,1115088,2150076,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1115089,2150077,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1115091,2150078,PORTUGAL
ESCUELA COMÚN,DOBLE,,APRENDER,1,6,,,,,,,,,,,,1115092,2150079,MARTIN ELIZAINCIN
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,4,,,,,,,,,,,,1115093,2150080,
ESCUELA COMÚN,DOBLE,,APRENDER,1,6,,,,,,,,,,,,1115095,2150081,CLEMENTE ESTABLE
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1115097,2150082,MTRA. MARIA DOMINGA RAVAGNI
ESCUELA COMÚN,DOBLE,,APRENDER,3 AÑOS,6,,,,,,,,,,,,1115098,2150083,DR. JOSE ENRIQUE RODO
ESCUELA COMÚN,DOBLE,,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1115099,2150084,BRIG. GRAL. MANUEL ORIBE
ESCUELA COMÚN,DOBLE,,URBANA COMUN,3 AÑOS,6,,,,,,,,,,,,1115100,2150085,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1115101,2150086,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1115103,2150087,GRACIELA CASTELLINI DE FERRERE
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,3,,,,,,,,,,,,1115104,2150088,
ESCUELA COMÚN,DOBLE,,PRACTICA - HABILITADA PRACTICA,5 AÑOS,6,,,,,,,,,,,,1115105,2150089,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1115106,2150090,
ESCUELA COMÚN,DOBLE,,APRENDER,1,6,,,,,,,,,,,,1115107,2150091,
ESCUELA COMÚN,RURAL,,RURAL COMUN,1,4,,,,,,,,,,,,1115108,2150092,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1115109,2150093,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1115111,2150095,
ESCUELA COMÚN,DOBLE,,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1115112,2150096,REPUBLICA ARGENTINA
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1115113,2150097,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1115114,2150098,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1115115,2150099,
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1115116,2150100,
ESCUELA COMÚN,DOBLE,,APRENDER,5 AÑOS,6,,,,,,,,,,,,1115117,2150101,
ESCUELA COMÚN,MAÑANA,8,APRENDER,3 AÑOS,6,,,,,,,,,,,,1115119,2150008,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1115120,2150103,
ESCUELA COMÚN,MAÑANA,2,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1115121,2150002,
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1115124,2150104,ENRIQUETA COMPTE Y RIQUE
ESCUELA ESPECIAL,ESPECIAL,,ESPECIALES,,,,,,,,,,,,,,1115126,2150105,
ESCUELA COMÚN,DOBLE,,APRENDER,4 AÑOS,6,,,,,,,,,,,,1115127,2150106,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1115130,2150108,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,1,6,,,,,,,,,,,,1115131,2150109,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1115132,2150139,
JARDÍN DE INFANTES,COMPLETO,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1115133,2150137,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1115134,2150138,
JARDÍN DE INFANTES,DOBLE,,JARDINES,3 AÑOS,5 AÑOS,,,,,,,,,,,,1115135,2150142,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1115136,2150141,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,5 AÑOS,6,,,,,,,,,,,,1115137,2150140,
ESCUELA COMÚN,RURAL,,RURAL COMUN,5 AÑOS,6,,,,,,,,,,,,1116001,2160001,MARIA ESPINOLA ESPINOLA
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1116002,2160002,
ESCUELA COMÚN,RURAL,,RURAL COMUN,1,6,,,,,,,,,,,,1116005,2160005,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1116006,2160006,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1116007,2160007,
ESCUELA COMÚN,RURAL,,RURAL COMUN,1,6,,,,,,,,,,,,1116008,2160008,
ESCUELA COMÚN,TARDE,,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1116009,2160009,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,5,,,,,,,,,,,,1116010,2160010,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1116011,2160011,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1116012,2160012,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1116013,2160013,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1116014,2160014,
ESCUELA COMÚN,RURAL,,RURAL COMUN,5 AÑOS,5,,,,,,,,,,,,1116015,2160015,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1116016,2160016,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1116017,2160017,ABNER PRADA
ESCUELA COMÚN,RURAL,,RURAL COMUN,5 AÑOS,6,,,,,,,,,,,,1116018,2160018,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1116019,2160019,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1116020,2160020,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1116021,2160021,
ESCUELA COMÚN,MAÑANA,,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1116022,2160022,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1116023,2160023,WENCESLAO VARELA
ESCUELA COMÚN,RURAL,,RURAL COMUN,5 AÑOS,5,,,,,,,,,,,,1116024,2160024,
ESCUELA COMÚN,RURAL,,RURAL COMUN,1,3,,,,,,,,,,,,1116025,2160025,
ESCUELA COMÚN,DOBLE,,URBANA COMUN,3 AÑOS,6,,,,,,,,,,,,1116026,2160026,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1116027,2160027,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1116028,2160028,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1116029,2160029,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1116030,2160030,AGUSTIN FERREIRO
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,5,,,,,,,,,,,,1116031,2160031,
ESCUELA COMÚN,RURAL,,RURAL COMUN,1,5,,,,,,,,,,,,1116032,2160032,
ESCUELA COMÚN,RURAL,,RURAL COMUN,5 AÑOS,6,,,,,,,,,,,,1116033,2160033,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1116034,2160034,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1116035,2160035,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1116036,2160036,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1116037,2160037,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,5,,,,,,,,,,,,1116038,2160038,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1116039,2160039,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1116040,2160040,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1116041,2160041,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1116042,2160042,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1116043,2160043,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1116044,2160044,
ESCUELA COMÚN,DOBLE,,PRACTICA - HABILITADA PRACTICA,3 AÑOS,6,,,,,,,,,,,,1116045,2160045,JOSE PEDRO VARELA
ESCUELA COMÚN,TARDE,105,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1116046,2160046,DR. EVARISTO G. CIGANDA
ESCUELA COMÚN,DOBLE,,URBANA COMUN,1,6,,,,,,,,,,,,1116047,2160047,BRIG. GRAL. FRUCTUOSO RIVERA
ESCUELA COMÚN,DOBLE,,URBANA COMUN,3 AÑOS,6,,,,,,,,,,,,1116048,2160048,
ESCUELA COMÚN,DOBLE,,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1116049,2160049,FRANCIA
ESCUELA COMÚN,DOBLE,,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1116050,2160050,GRAL. JOSE GERVASIO ARTIGAS
ESCUELA COMÚN,DOBLE,,URBANA COMUN,3 AÑOS,6,,,,,,,,,,,,1116051,2160051,DARDO SALGUERO -  DELA HANTY
ESCUELA COMÚN,DOBLE,,PRACTICA - HABILITADA PRACTICA,1,6,,,,,,,,,,,,1116052,2160052,DR. JUAN ZORRILLA DE SAN MARTIN
ESCUELA COMÚN,DOBLE,,PRACTICA - HABILITADA PRACTICA,4 AÑOS,6,,,,,,,,,,,,1116053,2160053,FRANCISCO ESPINOLA
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1116054,2160054,
ESCUELA COMÚN,DOBLE,,APRENDER,3 AÑOS,6,,,,,,,,,,,,1116055,2160055,DR. JOSE ENRIQUE RODO
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1116056,2160056,CLAUDIA TAPIA DE ARBOLEYA
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1116057,2160057,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1116058,2160144,
ESCUELA COMÚN,EXTENDIDO,,TIEMPO EXTENDIDO,4 AÑOS,6,,,,,,,,,,,,1116059,2160059,
ESCUELA COMÚN,DOBLE,,URBANA COMUN,3 AÑOS,6,,,,,,,,,,,,1116060,2160060,MARTIN ROGELIO CAMY
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1116061,2160061,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1116062,2160062,
ESCUELA COMÚN,TARDE,,URBANA COMUN,3 AÑOS,6,,,,,,,,,,,,1116063,2160063,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1116064,2160064,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1116065,2160065,
ESCUELA COMÚN,DOBLE,,APRENDER,4 AÑOS,6,,,,,,,,,,,,1116066,2160066,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1116067,2160067,
ESCUELA COMÚN,COMPLETO,,TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1116068,2160068,GUYUNUSA
ESCUELA COMÚN,RURAL,,RURAL COMUN,5 AÑOS,6,,,,,,,,,,,,1116069,2160069,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1116070,2160070,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1116071,2160071,
ESCUELA COMÚN,RURAL,,RURAL COMUN,1,4,,,,,,,,,,,,1116072,2160072,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1116073,2160073,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1116074,2160074,
ESCUELA COMÚN,RURAL,,RURAL COMUN,4 AÑOS,6,,,,,,,,,,,,1116075,2160075,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1116076,2160076,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1116077,2160077,
ESCUELA COMÚN,EXTENDIDO,,TIEMPO EXTENDIDO,3 AÑOS,6,,,,,,,,,,,,1116078,2160078,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1116079,2160079,CARLOS JUSTINO MALAGUEZ
ESCUELA COMÚN,EXTENDIDO,,TIEMPO EXTENDIDO,3 AÑOS,6,,,,,,,,,,,,1116080,2160080,CLEMENTE ESTABLE
ESCUELA COMÚN,RURAL,,RURAL COMUN,5 AÑOS,6,,,,,,,,,,,,1116081,2160081,
ESCUELA COMÚN,RURAL,,RURAL COMUN,3 AÑOS,6,,,,,,,,,,,,1116082,2160082,
ESCUELA COMÚN,DOBLE,,URBANA COMUN,4 AÑOS,6,,,,,,,,,,,,1116083,2160083,DANIEL FERNANDEZ CRESPO
