Descripcion_Nivel,Descripcion_Tipo_Curso,Plan_Orientac,Cod_Corientac,Descripcion_Orientac,Tray,Año,Mod,Sem,Grupo,TurnoDescripcion,Sectores de Estudio,Modalidad,Telefono,Mail,DescTCurso,DescOrient,Ruee
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,DOBLE TURNO,,,22271266,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301150
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,DOBLE TURNO,,,2315 34 52,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301160
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,DOBLE TURNO,,,2315 34 52,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301160
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,DOBLE TURNO,,,2315 34 52,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301160
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,DOBLE TURNO,,,2315 34 52,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301160
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,DOBLE TURNO,,,2315 34 52,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301160
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,DOBLE TURNO,,,2315 34 52,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301160
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,DOBLE TURNO,,,2514 6137,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301170
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,DOBLE TURNO,,,2514 6137,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301170
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,DOBLE TURNO,,,2514 6137,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301170
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,DOBLE TURNO,,,2514 6137,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301170
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,DOBLE TURNO,,,2514 6137,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301170
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,DOBLE TURNO,,,2514 6137,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301170
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,NOCTURNO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,MATUTINO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,MATUTINO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,VESPERTINO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,VESPERTINO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,NOCTURNO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,MATUTINO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,VESPERTINO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,NOCTURNO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,MATUTINO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,VESPERTINO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,MATUTINO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,VESPERTINO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,NOCTURNO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,NOCTURNO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,NOCTURNO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,MATUTINO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,MATUTINO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,VESPERTINO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,VESPERTINO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,NOCTURNO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,MATUTINO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,MATUTINO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,VESPERTINO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,NOCTURNO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,SIN TURNO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,SIN TURNO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,VESPERTINO - NOCTURNO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,VESPERTINO - NOCTURNO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,VESPERTINO - NOCTURNO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,NOCTURNO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,780,REFRIGERACION,,,,,,NOCTURNO,,,2628 5408 - 2628 5813,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804780refrigeracion%20.htm,1301172
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,33A,ROBOTICA Y TELECOMUNICACIONES,,,,,,MATUTINO,,,2622 8856 - 2622 8446,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Robotica%20y%20Telecomunicaciones.htm,1301182
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,33A,ROBOTICA Y TELECOMUNICACIONES,,,,,,MATUTINO,,,2622 8856 - 2622 8446,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Robotica%20y%20Telecomunicaciones.htm,1301182
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,33A,ROBOTICA Y TELECOMUNICACIONES,,,,,,MATUTINO,,,2622 8856 - 2622 8446,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Robotica%20y%20Telecomunicaciones.htm,1301182
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,33A,ROBOTICA Y TELECOMUNICACIONES,,,,,,MATUTINO,,,2622 8856 - 2622 8446,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Robotica%20y%20Telecomunicaciones.htm,1301182
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,33A,ROBOTICA Y TELECOMUNICACIONES,,,,,,MATUTINO,,,2622 8856 - 2622 8446,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Robotica%20y%20Telecomunicaciones.htm,1301182
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,33A,ROBOTICA Y TELECOMUNICACIONES,,,,,,VESPERTINO,,,2622 8856 - 2622 8446,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Robotica%20y%20Telecomunicaciones.htm,1301182
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,33A,ROBOTICA Y TELECOMUNICACIONES,,,,,,VESPERTINO,,,2622 8856 - 2622 8446,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Robotica%20y%20Telecomunicaciones.htm,1301182
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,33A,ROBOTICA Y TELECOMUNICACIONES,,,,,,VESPERTINO,,,2622 8856 - 2622 8446,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Robotica%20y%20Telecomunicaciones.htm,1301182
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,33A,ROBOTICA Y TELECOMUNICACIONES,,,,,,VESPERTINO,,,2622 8856 - 2622 8446,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Robotica%20y%20Telecomunicaciones.htm,1301182
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,33A,ROBOTICA Y TELECOMUNICACIONES,,,,,,NOCTURNO,,,2622 8856 - 2622 8446,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Robotica%20y%20Telecomunicaciones.htm,1301182
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,33A,ROBOTICA Y TELECOMUNICACIONES,,,,,,NOCTURNO,,,2622 8856 - 2622 8446,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Robotica%20y%20Telecomunicaciones.htm,1301182
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,33A,ROBOTICA Y TELECOMUNICACIONES,,,,,,VESPERTINO,,,2622 8856 - 2622 8446,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Robotica%20y%20Telecomunicaciones.htm,1301182
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,33A,ROBOTICA Y TELECOMUNICACIONES,,,,,,MATUTINO,,,2622 8856 - 2622 8446,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Robotica%20y%20Telecomunicaciones.htm,1301182
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,33A,ROBOTICA Y TELECOMUNICACIONES,,,,,,MATUTINO,,,2622 8856 - 2622 8446,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Robotica%20y%20Telecomunicaciones.htm,1301182
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,33A,ROBOTICA Y TELECOMUNICACIONES,,,,,,VESPERTINO,,,2622 8856 - 2622 8446,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Robotica%20y%20Telecomunicaciones.htm,1301182
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,33A,ROBOTICA Y TELECOMUNICACIONES,,,,,,NOCTURNO,,,2622 8856 - 2622 8446,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Robotica%20y%20Telecomunicaciones.htm,1301182
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,33A,ROBOTICA Y TELECOMUNICACIONES,,,,,,MATUTINO,,,2622 8856 - 2622 8446,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Robotica%20y%20Telecomunicaciones.htm,1301182
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,33A,ROBOTICA Y TELECOMUNICACIONES,,,,,,VESPERTINO,,,2622 8856 - 2622 8446,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Robotica%20y%20Telecomunicaciones.htm,1301182
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,33A,ROBOTICA Y TELECOMUNICACIONES,,,,,,NOCTURNO,,,2622 8856 - 2622 8446,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Robotica%20y%20Telecomunicaciones.htm,1301182
