Descripcion_Nivel,Descripcion_Tipo_Curso,Plan_Orientac,Cod_Corientac,Descripcion_Orientac,Tray,Año,Mod,Sem,Grupo,TurnoDescripcion,Sectores de Estudio,Modalidad,Telefono,Mail,DescTCurso,DescOrient,Ruee
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,DOBLE TURNO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,VESPERTINO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,VESPERTINO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,MATUTINO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,MATUTINO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,NOCTURNO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,SIN TURNO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,VESPERTINO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,MATUTINO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,VESPERTINO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,NOCTURNO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,NOCTURNO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,NOCTURNO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,NOCTURNO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,NOCTURNO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,NOCTURNO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,MATUTINO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,VESPERTINO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,MATUTINO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,NOCTURNO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,NOCTURNO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,MATUTINO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,NOCTURNO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,NOCTURNO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,MATUTINO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,MATUTINO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,NOCTURNO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,NOCTURNO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,MATUTINO - VESPERTINO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,VESPERTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,VESPERTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,VESPERTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,VESPERTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,VESPERTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,VESPERTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,VESPERTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,VESPERTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,VESPERTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,VESPERTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,VESPERTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,VESPERTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,VESPERTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48L,INFORMATICA BILINGÜE - WEB,,,,,,DOBLE TURNO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,,1301022
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48L,INFORMATICA BILINGÜE - WEB,,,,,,DOBLE TURNO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,,1301022
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48L,INFORMATICA BILINGÜE - WEB,,,,,,DOBLE TURNO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,,1301022
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48L,INFORMATICA BILINGÜE - WEB,,,,,,DOBLE TURNO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,,1301022
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48L,INFORMATICA BILINGÜE - WEB,,,,,,DOBLE TURNO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,,1301022
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48L,INFORMATICA BILINGÜE - WEB,,,,,,MATUTINO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,,1301022
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48L,INFORMATICA BILINGÜE - WEB,,,,,,MATUTINO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,,1301022
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48L,INFORMATICA BILINGÜE - WEB,,,,,,VESPERTINO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,,1301022
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48L,INFORMATICA BILINGÜE - WEB,,,,,,MATUTINO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,,1301022
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48L,INFORMATICA BILINGÜE - WEB,,,,,,VESPERTINO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,,1301022
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48L,INFORMATICA BILINGÜE - WEB,,,,,,MATUTINO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,,1301022
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48L,INFORMATICA BILINGÜE - WEB,,,,,,VESPERTINO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,,1301022
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12E,E.B.I. RURAL EXTENDIDO,,,,,,DOBLE TURNO,,,2355 6334,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301053
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12E,E.B.I. RURAL EXTENDIDO,,,,,,DOBLE TURNO,,,2355 6334,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301053
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12E,E.B.I. RURAL EXTENDIDO,,,,,,DOBLE TURNO,,,2355 6334,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301053
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12E,E.B.I. RURAL EXTENDIDO,,,,,,DOBLE TURNO,,,2355 6334,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301053
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12E,E.B.I. RURAL EXTENDIDO,,,,,,DOBLE TURNO,,,2355 6334,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301053
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12E,E.B.I. RURAL EXTENDIDO,,,,,,DOBLE TURNO,,,2355 6334,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301053
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12E,E.B.I. RURAL EXTENDIDO,,,,,,DOBLE TURNO,,,2355 6334,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301053
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12E,E.B.I. RURAL EXTENDIDO,,,,,,DOBLE TURNO,,,2355 6334,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301053
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12E,E.B.I. RURAL EXTENDIDO,,,,,,DOBLE TURNO,,,2355 6334,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301053
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12E,E.B.I. RURAL EXTENDIDO,,,,,,DOBLE TURNO,,,2355 6334,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301053
