Ruee Calculado,Rule Calculado,GRADO/AÑO,BACHIILER_DIVNOMBRE,Turno,PLAN,MODALIDAD,NOMBRELIC,DescPlan,RUEE_RAD
1202001,3020080,4,,NOCTURNO,1994,SEMESTRAL,ARTIGAS DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1202001,3020080,5,HUMANÍSTICO,NOCTURNO,1994,SEMESTRAL,ARTIGAS DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1202001,3020080,5,BIOLÓGICO,NOCTURNO,1994,SEMESTRAL,ARTIGAS DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1202001,3020080,5,CIENTÍFICO,NOCTURNO,1994,SEMESTRAL,ARTIGAS DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1202001,3020080,6,DERECHO,NOCTURNO,1994,SEMESTRAL,ARTIGAS DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1202001,3020080,6,MEDICINA,NOCTURNO,1994,SEMESTRAL,ARTIGAS DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1202001,3020080,6,INGENIERÍA,NOCTURNO,1994,SEMESTRAL,ARTIGAS DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1202001,3020080,4,,MATUTINO EXTENDIDO,2006,ANUAL,ARTIGAS DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202001,3020080,5,DIV.HUMANÍSTICA,INTERMEDIO EXTENDIDO,2006,ANUAL,ARTIGAS DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202001,3020080,5,DIV.BIOLÓGICA,MATUTINO EXTENDIDO,2006,ANUAL,ARTIGAS DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202001,3020080,5,DIV.CIENTÍFICA,INTERMEDIO EXTENDIDO,2006,ANUAL,ARTIGAS DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202001,3020080,5,DIV.ARTE Y EXPRESIÓN,INTERMEDIO EXTENDIDO,2006,ANUAL,ARTIGAS DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202001,3020080,6,SOCIAL HUMANÍSTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,ARTIGAS DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202001,3020080,6,SOCIAL ECONOMÍA,MATUTINO EXTENDIDO,2006,ANUAL,ARTIGAS DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202001,3020080,6,CIENCIAS BIOLÓGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL,ARTIGAS DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202001,3020080,6,FÍSICO MATEMÁTICO,MATUTINO EXTENDIDO,2006,ANUAL,ARTIGAS DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202001,3020080,6,MATEMÁTICA Y DISEÑO,MATUTINO EXTENDIDO,2006,ANUAL,ARTIGAS DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202001,3020080,6,ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL,ARTIGAS DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202002,3020085,1,,MATUTINO EXTENDIDO,2006,ANUAL,BELLA UNION Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202002,3020085,1,,INTERMEDIO EXTENDIDO,2006,ANUAL,BELLA UNION Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202002,3020085,2,,MATUTINO EXTENDIDO,2006,ANUAL,BELLA UNION Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202002,3020085,2,,INTERMEDIO EXTENDIDO,2006,ANUAL,BELLA UNION Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202002,3020085,3,,MATUTINO EXTENDIDO,2006,ANUAL,BELLA UNION Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202002,3020085,3,,INTERMEDIO EXTENDIDO,2006,ANUAL,BELLA UNION Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202003,3020090,1,,INTERMEDIO EXTENDIDO,2006,ANUAL,TOMAS GOMENSORO,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202003,3020090,2,,INTERMEDIO EXTENDIDO,2006,ANUAL,TOMAS GOMENSORO,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202003,3020090,3,,INTERMEDIO EXTENDIDO,2006,ANUAL,TOMAS GOMENSORO,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202003,3020090,4,,MATUTINO EXTENDIDO,2006,ANUAL,TOMAS GOMENSORO,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202003,3020090,5,DIV.HUMANÍSTICA,MATUTINO EXTENDIDO,2006,ANUAL,TOMAS GOMENSORO,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202003,3020090,5,DIV.BIOLÓGICA,MATUTINO EXTENDIDO,2006,ANUAL,TOMAS GOMENSORO,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202003,3020090,6,SOCIAL HUMANÍSTICO,MATUTINO EXTENDIDO,2006,ANUAL,TOMAS GOMENSORO,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202003,3020090,6,CIENCIAS BIOLÓGICAS,MATUTINO EXTENDIDO,2006,ANUAL,TOMAS GOMENSORO,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202004,3020081,4,,NOCTURNO,1994,ANUAL,ARTIGAS Nº 2,https://www.ces.edu.uy/index.php/plan-1994,
1202004,3020081,4,,NOCTURNO,1994,SEMESTRAL,ARTIGAS Nº 2,https://www.ces.edu.uy/index.php/plan-1994,
1202004,3020081,1,,NOCTURNO,1996,ANUAL,ARTIGAS Nº 2,https://www.ces.edu.uy/index.php/plan-1996-ee,
1202004,3020081,2,,NOCTURNO,1996,ANUAL,ARTIGAS Nº 2,https://www.ces.edu.uy/index.php/plan-1996-ee,
1202004,3020081,3,,NOCTURNO,1996,ANUAL,ARTIGAS Nº 2,https://www.ces.edu.uy/index.php/plan-1996-ee,
1202004,3020081,1,,MATUTINO EXTENDIDO,2006,ANUAL,ARTIGAS Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202004,3020081,1,,INTERMEDIO EXTENDIDO,2006,ANUAL,ARTIGAS Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202004,3020081,2,,MATUTINO EXTENDIDO,2006,ANUAL,ARTIGAS Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202004,3020081,2,,INTERMEDIO EXTENDIDO,2006,ANUAL,ARTIGAS Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202004,3020081,3,,MATUTINO EXTENDIDO,2006,ANUAL,ARTIGAS Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202004,3020081,3,,INTERMEDIO EXTENDIDO,2006,ANUAL,ARTIGAS Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202004,3020081,4,,MATUTINO EXTENDIDO,2006,ANUAL,ARTIGAS Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202004,3020081,4,,INTERMEDIO EXTENDIDO,2006,ANUAL,ARTIGAS Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202004,3020081,5,DIV.HUMANÍSTICA,MATUTINO EXTENDIDO,2006,ANUAL,ARTIGAS Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202004,3020081,5,DIV.HUMANÍSTICA,INTERMEDIO EXTENDIDO,2006,ANUAL,ARTIGAS Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202004,3020081,5,DIV.BIOLÓGICA,MATUTINO EXTENDIDO,2006,ANUAL,ARTIGAS Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202004,3020081,6,SOCIAL HUMANÍSTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,ARTIGAS Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202004,3020081,6,CIENCIAS BIOLÓGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL,ARTIGAS Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202004,3020081,1,,INTERMEDIO EXTENDIDO,2016,ANUAL,ARTIGAS Nº 2,https://www.ces.edu.uy/index.php/propuesta-2016,
1202004,3020081,1,,INTERMEDIO EXTENDIDO,2016,SEMESTRAL,ARTIGAS Nº 2,https://www.ces.edu.uy/index.php/propuesta-2016,
1202004,3020081,2,,INTERMEDIO EXTENDIDO,2016,ANUAL,ARTIGAS Nº 2,https://www.ces.edu.uy/index.php/propuesta-2016,
1202004,3020081,2,,INTERMEDIO EXTENDIDO,2016,SEMESTRAL,ARTIGAS Nº 2,https://www.ces.edu.uy/index.php/propuesta-2016,
1202004,3020081,3,,INTERMEDIO EXTENDIDO,2016,ANUAL,ARTIGAS Nº 2,https://www.ces.edu.uy/index.php/propuesta-2016,
1202004,3020081,3,,INTERMEDIO EXTENDIDO,2016,SEMESTRAL,ARTIGAS Nº 2,https://www.ces.edu.uy/index.php/propuesta-2016,
1202006,3020084,4,,INTERMEDIO EXTENDIDO,2006,ANUAL,BALTASAR BRUM,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202006,3020084,5,DIV.HUMANÍSTICA,INTERMEDIO EXTENDIDO,2006,ANUAL,BALTASAR BRUM,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202006,3020084,5,DIV.BIOLÓGICA,INTERMEDIO EXTENDIDO,2006,ANUAL,BALTASAR BRUM,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202006,3020084,6,SOCIAL HUMANÍSTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,BALTASAR BRUM,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202006,3020084,6,CIENCIAS BIOLÓGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL,BALTASAR BRUM,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202006,3020084,1,,MATUTINO EXTENDIDO,2006,ANUAL,BALTASAR BRUM,https://www.ces.edu.uy/index.php/plan-2006-ciclo-basico,
1202006,3020084,2,,MATUTINO EXTENDIDO,2006,ANUAL,BALTASAR BRUM,https://www.ces.edu.uy/index.php/plan-2006-ciclo-basico,
1202006,3020084,3,,MATUTINO EXTENDIDO,2006,ANUAL,BALTASAR BRUM,https://www.ces.edu.uy/index.php/plan-2006-ciclo-basico,
1202007,3020089,4,,MATUTINO EXTENDIDO,2006,ANUAL,SEQUEIRA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202007,3020089,5,DIV.HUMANÍSTICA,MATUTINO EXTENDIDO,2006,ANUAL,SEQUEIRA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202007,3020089,5,DIV.BIOLÓGICA,MATUTINO EXTENDIDO,2006,ANUAL,SEQUEIRA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202007,3020089,6,SOCIAL HUMANÍSTICO,MATUTINO EXTENDIDO,2006,ANUAL,SEQUEIRA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202007,3020089,6,CIENCIAS BIOLÓGICAS,MATUTINO EXTENDIDO,2006,ANUAL,SEQUEIRA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202007,3020089,1,,MATUTINO EXTENDIDO,2006,ANUAL,SEQUEIRA,https://www.ces.edu.uy/index.php/plan-2006-ciclo-basico,
1202007,3020089,2,,MATUTINO EXTENDIDO,2006,ANUAL,SEQUEIRA,https://www.ces.edu.uy/index.php/plan-2006-ciclo-basico,
1202007,3020089,3,,MATUTINO EXTENDIDO,2006,ANUAL,SEQUEIRA,https://www.ces.edu.uy/index.php/plan-2006-ciclo-basico,
1202008,3020087,4,,MATUTINO EXTENDIDO,2006,ANUAL,BERNABE RIVERA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202008,3020087,5,DIV.HUMANÍSTICA,MATUTINO EXTENDIDO,2006,ANUAL,BERNABE RIVERA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202008,3020087,5,DIV.BIOLÓGICA,MATUTINO EXTENDIDO,2006,ANUAL,BERNABE RIVERA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202008,3020087,6,SOCIAL HUMANÍSTICO,MATUTINO EXTENDIDO,2006,ANUAL,BERNABE RIVERA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202008,3020087,6,CIENCIAS BIOLÓGICAS,MATUTINO EXTENDIDO,2006,ANUAL,BERNABE RIVERA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202008,3020087,1,,MATUTINO EXTENDIDO,2006,ANUAL,BERNABE RIVERA,https://www.ces.edu.uy/index.php/plan-2006-ciclo-basico,
1202008,3020087,2,,MATUTINO EXTENDIDO,2006,ANUAL,BERNABE RIVERA,https://www.ces.edu.uy/index.php/plan-2006-ciclo-basico,
1202008,3020087,3,,MATUTINO EXTENDIDO,2006,ANUAL,BERNABE RIVERA,https://www.ces.edu.uy/index.php/plan-2006-ciclo-basico,
1202009,3020082,1,,MATUTINO EXTENDIDO,2006,ANUAL,ARTIGAS Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202009,3020082,1,,INTERMEDIO EXTENDIDO,2006,ANUAL,ARTIGAS Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202009,3020082,2,,MATUTINO EXTENDIDO,2006,ANUAL,ARTIGAS Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202009,3020082,2,,INTERMEDIO EXTENDIDO,2006,ANUAL,ARTIGAS Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202009,3020082,3,,MATUTINO EXTENDIDO,2006,ANUAL,ARTIGAS Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202009,3020082,3,,INTERMEDIO EXTENDIDO,2006,ANUAL,ARTIGAS Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202009,3020082,4,,MATUTINO EXTENDIDO,2006,ANUAL,ARTIGAS Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202009,3020082,4,,INTERMEDIO EXTENDIDO,2006,ANUAL,ARTIGAS Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202010,3020083,1,,MATUTINO EXTENDIDO,2006,ANUAL,ARTIGAS Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202010,3020083,1,,INTERMEDIO EXTENDIDO,2006,ANUAL,ARTIGAS Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202010,3020083,2,,MATUTINO EXTENDIDO,2006,ANUAL,ARTIGAS Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202010,3020083,2,,INTERMEDIO EXTENDIDO,2006,ANUAL,ARTIGAS Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202010,3020083,3,,MATUTINO EXTENDIDO,2006,ANUAL,ARTIGAS Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202010,3020083,3,,INTERMEDIO EXTENDIDO,2006,ANUAL,ARTIGAS Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202011,3020086,4,,MATUTINO EXTENDIDO,2006,ANUAL,BELLA UNION Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202011,3020086,4,,INTERMEDIO EXTENDIDO,2006,ANUAL,BELLA UNION Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202011,3020086,5,DIV.HUMANÍSTICA,MATUTINO EXTENDIDO,2006,ANUAL,BELLA UNION Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202011,3020086,5,DIV.HUMANÍSTICA,INTERMEDIO EXTENDIDO,2006,ANUAL,BELLA UNION Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202011,3020086,5,DIV.BIOLÓGICA,MATUTINO EXTENDIDO,2006,ANUAL,BELLA UNION Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202011,3020086,5,DIV.BIOLÓGICA,INTERMEDIO EXTENDIDO,2006,ANUAL,BELLA UNION Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202011,3020086,5,DIV.CIENTÍFICA,INTERMEDIO EXTENDIDO,2006,ANUAL,BELLA UNION Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202011,3020086,5,DIV.ARTE Y EXPRESIÓN,MATUTINO EXTENDIDO,2006,ANUAL,BELLA UNION Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202011,3020086,6,SOCIAL HUMANÍSTICO,MATUTINO EXTENDIDO,2006,ANUAL,BELLA UNION Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202011,3020086,6,SOCIAL HUMANÍSTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,BELLA UNION Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202011,3020086,6,SOCIAL ECONOMÍA,MATUTINO EXTENDIDO,2006,ANUAL,BELLA UNION Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202011,3020086,6,CIENCIAS BIOLÓGICAS,MATUTINO EXTENDIDO,2006,ANUAL,BELLA UNION Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202011,3020086,6,CIENCIAS BIOLÓGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL,BELLA UNION Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202011,3020086,6,FÍSICO MATEMÁTICO,MATUTINO EXTENDIDO,2006,ANUAL,BELLA UNION Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202011,3020086,6,MATEMÁTICA Y DISEÑO,MATUTINO EXTENDIDO,2006,ANUAL,BELLA UNION Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202011,3020086,6,ARTE Y EXPRESION,MATUTINO EXTENDIDO,2006,ANUAL,BELLA UNION Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202014,3020088,4,,MATUTINO EXTENDIDO,2006,ANUAL,JAVIER DE VIANA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202014,3020088,1,,MATUTINO EXTENDIDO,2006,ANUAL,JAVIER DE VIANA,https://www.ces.edu.uy/index.php/plan-2006-ciclo-basico,
1202014,3020088,2,,MATUTINO EXTENDIDO,2006,ANUAL,JAVIER DE VIANA,https://www.ces.edu.uy/index.php/plan-2006-ciclo-basico,
1202014,3020088,3,,MATUTINO EXTENDIDO,2006,ANUAL,JAVIER DE VIANA,https://www.ces.edu.uy/index.php/plan-2006-ciclo-basico,
1202015,2020035,4,,MATUTINO EXTENDIDO,2006,ANUAL,PINTADITO,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1202015,2020035,1,,MATUTINO EXTENDIDO,2016,ANUAL,PINTADITO,https://www.ces.edu.uy/index.php/propuesta-2016,
1202015,2020035,1,,MATUTINO EXTENDIDO,2016,SEMESTRAL,PINTADITO,https://www.ces.edu.uy/index.php/propuesta-2016,
1202015,2020035,2,,MATUTINO EXTENDIDO,2016,ANUAL,PINTADITO,https://www.ces.edu.uy/index.php/propuesta-2016,
1202015,2020035,2,,MATUTINO EXTENDIDO,2016,SEMESTRAL,PINTADITO,https://www.ces.edu.uy/index.php/propuesta-2016,
1202015,2020035,3,,MATUTINO EXTENDIDO,2016,ANUAL,PINTADITO,https://www.ces.edu.uy/index.php/propuesta-2016,
1202015,2020035,3,,MATUTINO EXTENDIDO,2016,SEMESTRAL,PINTADITO,https://www.ces.edu.uy/index.php/propuesta-2016,
0,0,2,,INTERMEDIO EXTENDIDO,2009,SEMESTRAL,CECAP ARTIGAS,https://www.ces.edu.uy/index.php/plan-2009,1602070
1203001,3030265,4,,NOCTURNO,1994,SEMESTRAL,CANELONES DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1203001,3030265,5,HUMANÍSTICO,NOCTURNO,1994,SEMESTRAL,CANELONES DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1203001,3030265,5,BIOLÓGICO,NOCTURNO,1994,SEMESTRAL,CANELONES DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1203001,3030265,6,DERECHO,NOCTURNO,1994,SEMESTRAL,CANELONES DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1203001,3030265,6,MEDICINA,NOCTURNO,1994,SEMESTRAL,CANELONES DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1203001,3030265,1,,NOCTURNO,1996,ANUAL,CANELONES DEPTAL.,https://www.ces.edu.uy/index.php/plan-1996-ee,
1203001,3030265,2,,NOCTURNO,1996,ANUAL,CANELONES DEPTAL.,https://www.ces.edu.uy/index.php/plan-1996-ee,
1203001,3030265,3,,NOCTURNO,1996,ANUAL,CANELONES DEPTAL.,https://www.ces.edu.uy/index.php/plan-1996-ee,
1203001,3030265,4,,MATUTINO EXTENDIDO,2006,ANUAL,CANELONES DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203001,3030265,4,,INTERMEDIO EXTENDIDO,2006,ANUAL,CANELONES DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203001,3030265,5,DIV.HUMANÍSTICA,MATUTINO EXTENDIDO,2006,ANUAL,CANELONES DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203001,3030265,5,DIV.HUMANÍSTICA,INTERMEDIO EXTENDIDO,2006,ANUAL,CANELONES DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203001,3030265,5,DIV.BIOLÓGICA,MATUTINO EXTENDIDO,2006,ANUAL,CANELONES DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203001,3030265,5,DIV.BIOLÓGICA,INTERMEDIO EXTENDIDO,2006,ANUAL,CANELONES DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203001,3030265,5,DIV.CIENTÍFICA,MATUTINO EXTENDIDO,2006,ANUAL,CANELONES DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203001,3030265,5,DIV.CIENTÍFICA,INTERMEDIO EXTENDIDO,2006,ANUAL,CANELONES DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203001,3030265,5,DIV.ARTE Y EXPRESIÓN,INTERMEDIO EXTENDIDO,2006,ANUAL,CANELONES DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203001,3030265,6,SOCIAL HUMANÍSTICO,MATUTINO EXTENDIDO,2006,ANUAL,CANELONES DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203001,3030265,6,SOCIAL HUMANÍSTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,CANELONES DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203001,3030265,6,SOCIAL ECONOMÍA,INTERMEDIO EXTENDIDO,2006,ANUAL,CANELONES DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203001,3030265,6,CIENCIAS AGRARIAS,INTERMEDIO EXTENDIDO,2006,ANUAL,CANELONES DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203001,3030265,6,CIENCIAS BIOLÓGICAS,MATUTINO EXTENDIDO,2006,ANUAL,CANELONES DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203001,3030265,6,CIENCIAS BIOLÓGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL,CANELONES DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203001,3030265,6,FÍSICO MATEMÁTICO,MATUTINO EXTENDIDO,2006,ANUAL,CANELONES DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203001,3030265,6,MATEMÁTICA Y DISEÑO,INTERMEDIO EXTENDIDO,2006,ANUAL,CANELONES DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203001,3030265,6,ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL,CANELONES DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203002,3030289,4,,NOCTURNO,1994,ANUAL,PANDO Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203002,3030289,4,,NOCTURNO,1994,SEMESTRAL,PANDO Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203002,3030289,1,,MATUTINO EXTENDIDO,2006,ANUAL,PANDO Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203002,3030289,1,,INTERMEDIO EXTENDIDO,2006,ANUAL,PANDO Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203002,3030289,2,,MATUTINO EXTENDIDO,2006,ANUAL,PANDO Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203002,3030289,2,,INTERMEDIO EXTENDIDO,2006,ANUAL,PANDO Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203002,3030289,3,,MATUTINO EXTENDIDO,2006,ANUAL,PANDO Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203002,3030289,3,,INTERMEDIO EXTENDIDO,2006,ANUAL,PANDO Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203002,3030289,1,,MATUTINO EXTENDIDO,2013,ANUAL,PANDO Nº 1,https://www.ces.edu.uy/index.php/plan-2013,
1203002,3030289,1,,MATUTINO EXTENDIDO,2013,SEMESTRAL,PANDO Nº 1,https://www.ces.edu.uy/index.php/plan-2013,
1203002,3030289,1,,INTERMEDIO EXTENDIDO,2013,ANUAL,PANDO Nº 1,https://www.ces.edu.uy/index.php/plan-2013,
1203002,3030289,1,,INTERMEDIO EXTENDIDO,2013,SEMESTRAL,PANDO Nº 1,https://www.ces.edu.uy/index.php/plan-2013,
1203002,3030289,1,,NOCTURNO,2013,ANUAL,PANDO Nº 1,https://www.ces.edu.uy/index.php/plan-2013,
1203002,3030289,1,,NOCTURNO,2013,SEMESTRAL,PANDO Nº 1,https://www.ces.edu.uy/index.php/plan-2013,
1203002,3030289,2,,MATUTINO EXTENDIDO,2013,ANUAL,PANDO Nº 1,https://www.ces.edu.uy/index.php/plan-2013,
1203002,3030289,2,,MATUTINO EXTENDIDO,2013,SEMESTRAL,PANDO Nº 1,https://www.ces.edu.uy/index.php/plan-2013,
1203002,3030289,2,,INTERMEDIO EXTENDIDO,2013,ANUAL,PANDO Nº 1,https://www.ces.edu.uy/index.php/plan-2013,
1203002,3030289,2,,INTERMEDIO EXTENDIDO,2013,SEMESTRAL,PANDO Nº 1,https://www.ces.edu.uy/index.php/plan-2013,
1203002,3030289,2,,NOCTURNO,2013,ANUAL,PANDO Nº 1,https://www.ces.edu.uy/index.php/plan-2013,
1203002,3030289,2,,NOCTURNO,2013,SEMESTRAL,PANDO Nº 1,https://www.ces.edu.uy/index.php/plan-2013,
1203002,3030289,3,,INTERMEDIO EXTENDIDO,2013,ANUAL,PANDO Nº 1,https://www.ces.edu.uy/index.php/plan-2013,
1203002,3030289,3,,INTERMEDIO EXTENDIDO,2013,SEMESTRAL,PANDO Nº 1,https://www.ces.edu.uy/index.php/plan-2013,
