Ruee Calculado,Rule Calculado,GRADO/AÑO,BACHIILER_DIVNOMBRE,Turno,PLAN,MODALIDAD,NOMBRELIC,DescPlan,RUEE_RAD
1214003,3140094,6,ARTE Y EXPRESION,MATUTINO EXTENDIDO,2006,ANUAL,LASCANO,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214004,3140090,4,,NOCTURNO,1994,SEMESTRAL,LASCANO,https://www.ces.edu.uy/index.php/plan-1994,
1214004,3140090,5,HUMANÍSTICO,NOCTURNO,1994,ANUAL,LASCANO,https://www.ces.edu.uy/index.php/plan-1994,
1214004,3140090,5,BIOLÓGICO,NOCTURNO,1994,ANUAL,CHUY Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1214004,3140090,5,CIENTÍFICO,NOCTURNO,1994,ANUAL,CHUY Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1214004,3140090,6,DERECHO,NOCTURNO,1994,ANUAL,CHUY Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1214004,3140090,6,MEDICINA,NOCTURNO,1994,ANUAL,CHUY Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1214004,3140090,1,,INTERMEDIO EXTENDIDO,2006,ANUAL,CHUY Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214004,3140090,2,,INTERMEDIO EXTENDIDO,2006,ANUAL,CHUY Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214004,3140090,3,,INTERMEDIO EXTENDIDO,2006,ANUAL,CHUY Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214004,3140090,4,,MATUTINO EXTENDIDO,2006,ANUAL,CHUY Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214004,3140090,4,,INTERMEDIO EXTENDIDO,2006,ANUAL,CHUY Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214004,3140090,5,DIV.HUMANÍSTICA,MATUTINO EXTENDIDO,2006,ANUAL,CHUY Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214004,3140090,5,DIV.BIOLÓGICA,MATUTINO EXTENDIDO,2006,ANUAL,CHUY Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214004,3140090,5,DIV.CIENTÍFICA,MATUTINO EXTENDIDO,2006,ANUAL,CHUY Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214004,3140090,5,DIV.ARTE Y EXPRESIÓN,MATUTINO EXTENDIDO,2006,ANUAL,CHUY Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214004,3140090,6,SOCIAL HUMANÍSTICO,MATUTINO EXTENDIDO,2006,ANUAL,CHUY Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214004,3140090,6,SOCIAL ECONOMÍA,MATUTINO EXTENDIDO,2006,ANUAL,CHUY Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214004,3140090,6,CIENCIAS BIOLÓGICAS,MATUTINO EXTENDIDO,2006,ANUAL,CHUY Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214004,3140090,6,FÍSICO MATEMÁTICO,MATUTINO EXTENDIDO,2006,ANUAL,CHUY Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214004,3140090,6,MATEMÁTICA Y DISEÑO,MATUTINO EXTENDIDO,2006,ANUAL,CHUY Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214004,3140090,6,ARTE Y EXPRESION,MATUTINO EXTENDIDO,2006,ANUAL,CHUY Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214004,3140090,1,,NOCTURNO,2013,ANUAL,CHUY Nº 1,https://www.ces.edu.uy/index.php/plan-2013,
1214004,3140090,1,,NOCTURNO,2013,SEMESTRAL,CHUY Nº 1,https://www.ces.edu.uy/index.php/plan-2013,
1214004,3140090,2,,NOCTURNO,2013,ANUAL,CHUY Nº 1,https://www.ces.edu.uy/index.php/plan-2013,
1214004,3140090,2,,NOCTURNO,2013,SEMESTRAL,CHUY Nº 1,https://www.ces.edu.uy/index.php/plan-2013,
1214004,3140090,3,,NOCTURNO,2013,ANUAL,CHUY Nº 1,https://www.ces.edu.uy/index.php/plan-2013,
1214004,3140090,3,,NOCTURNO,2013,SEMESTRAL,CHUY Nº 1,https://www.ces.edu.uy/index.php/plan-2013,
1214005,3140095,1,,MATUTINO EXTENDIDO,2006,ANUAL,CHUY Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214005,3140095,2,,MATUTINO EXTENDIDO,2006,ANUAL,CHUY Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214005,3140095,3,,MATUTINO EXTENDIDO,2006,ANUAL,VELAZQUEZ,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214005,3140095,4,,INTERMEDIO EXTENDIDO,2006,ANUAL,VELAZQUEZ,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214005,3140095,5,DIV.HUMANÍSTICA,INTERMEDIO EXTENDIDO,2006,ANUAL,VELAZQUEZ,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214005,3140095,5,DIV.BIOLÓGICA,INTERMEDIO EXTENDIDO,2006,ANUAL,VELAZQUEZ,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214005,3140095,6,SOCIAL HUMANÍSTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,VELAZQUEZ,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214005,3140095,6,CIENCIAS BIOLÓGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL,VELAZQUEZ,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214006,3140093,1,,MATUTINO EXTENDIDO,2006,ANUAL,VELAZQUEZ,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214006,3140093,2,,MATUTINO EXTENDIDO,2006,ANUAL,VELAZQUEZ,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214006,3140093,3,,MATUTINO EXTENDIDO,2006,ANUAL,LA PALOMA (ROCHA),https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214006,3140093,4,,INTERMEDIO EXTENDIDO,2006,ANUAL,LA PALOMA (ROCHA),https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214006,3140093,5,DIV.HUMANÍSTICA,INTERMEDIO EXTENDIDO,2006,ANUAL,LA PALOMA (ROCHA),https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214006,3140093,5,DIV.BIOLÓGICA,INTERMEDIO EXTENDIDO,2006,ANUAL,LA PALOMA (ROCHA),https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214006,3140093,5,DIV.CIENTÍFICA,INTERMEDIO EXTENDIDO,2006,ANUAL,LA PALOMA (ROCHA),https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214006,3140093,5,DIV.ARTE Y EXPRESIÓN,INTERMEDIO EXTENDIDO,2006,ANUAL,LA PALOMA (ROCHA),https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214006,3140093,6,SOCIAL HUMANÍSTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,LA PALOMA (ROCHA),https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214006,3140093,6,SOCIAL ECONOMÍA,INTERMEDIO EXTENDIDO,2006,ANUAL,LA PALOMA (ROCHA),https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214006,3140093,6,CIENCIAS BIOLÓGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL,LA PALOMA (ROCHA),https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214006,3140093,6,ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL,LA PALOMA (ROCHA),https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214007,3140089,1,,MATUTINO EXTENDIDO,2006,ANUAL,LA PALOMA (ROCHA),https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214007,3140089,2,,MATUTINO EXTENDIDO,2006,ANUAL,LA PALOMA (ROCHA),https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214007,3140089,3,,MATUTINO EXTENDIDO,2006,ANUAL,CEBOLLATI,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214007,3140089,4,,INTERMEDIO EXTENDIDO,2006,ANUAL,CEBOLLATI,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214007,3140089,5,DIV.HUMANÍSTICA,INTERMEDIO EXTENDIDO,2006,ANUAL,CEBOLLATI,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214007,3140089,5,DIV.BIOLÓGICA,INTERMEDIO EXTENDIDO,2006,ANUAL,CEBOLLATI,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214007,3140089,6,SOCIAL HUMANÍSTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,CEBOLLATI,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214007,3140089,6,CIENCIAS BIOLÓGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL,CEBOLLATI,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214008,3140092,1,,INTERMEDIO EXTENDIDO,2006,ANUAL,CEBOLLATI,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214008,3140092,2,,INTERMEDIO EXTENDIDO,2006,ANUAL,CEBOLLATI,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214008,3140092,3,,INTERMEDIO EXTENDIDO,2006,ANUAL,LA CORONILLA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214008,3140092,4,,MATUTINO EXTENDIDO,2006,ANUAL,LA CORONILLA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214008,3140092,5,DIV.HUMANÍSTICA,MATUTINO EXTENDIDO,2006,ANUAL,LA CORONILLA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214008,3140092,5,DIV.BIOLÓGICA,MATUTINO EXTENDIDO,2006,ANUAL,LA CORONILLA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214008,3140092,5,DIV.CIENTÍFICA,MATUTINO EXTENDIDO,2006,ANUAL,LA CORONILLA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214008,3140092,5,DIV.ARTE Y EXPRESIÓN,MATUTINO EXTENDIDO,2006,ANUAL,LA CORONILLA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214008,3140092,6,SOCIAL HUMANÍSTICO,MATUTINO EXTENDIDO,2006,ANUAL,LA CORONILLA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214008,3140092,6,SOCIAL ECONOMÍA,MATUTINO EXTENDIDO,2006,ANUAL,LA CORONILLA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214008,3140092,6,CIENCIAS BIOLÓGICAS,MATUTINO EXTENDIDO,2006,ANUAL,LA CORONILLA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214008,3140092,6,FÍSICO MATEMÁTICO,MATUTINO EXTENDIDO,2006,ANUAL,LA CORONILLA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214008,3140092,6,ARTE Y EXPRESION,MATUTINO EXTENDIDO,2006,ANUAL,LA CORONILLA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214009,3140086,1,,MATUTINO EXTENDIDO,2006,ANUAL,LA CORONILLA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214009,3140086,2,,INTERMEDIO EXTENDIDO,2006,ANUAL,LA CORONILLA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214009,3140086,3,,MATUTINO EXTENDIDO,2006,ANUAL,ROCHA Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214009,3140086,3,,INTERMEDIO EXTENDIDO,2006,ANUAL,ROCHA Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214011,3140091,1,,MATUTINO EXTENDIDO,2006,ANUAL,ROCHA Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214011,3140091,1,,INTERMEDIO EXTENDIDO,2006,ANUAL,ROCHA Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214011,3140091,2,,MATUTINO EXTENDIDO,2006,ANUAL,CHUY Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214011,3140091,2,,INTERMEDIO EXTENDIDO,2006,ANUAL,CHUY Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214011,3140091,3,,MATUTINO EXTENDIDO,2006,ANUAL,CHUY Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214011,3140091,3,,INTERMEDIO EXTENDIDO,2006,ANUAL,CHUY Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214013,3140087,1,,INTERMEDIO EXTENDIDO,2006,ANUAL,CHUY Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214013,3140087,2,,MATUTINO EXTENDIDO,2006,ANUAL,CHUY Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214013,3140087,2,,INTERMEDIO EXTENDIDO,2006,ANUAL,ROCHA Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1214013,3140087,3,,MATUTINO EXTENDIDO,2006,ANUAL,ROCHA Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215001,3150110,5,HUMANÍSTICO,NOCTURNO,1994,ANUAL,ROCHA Nº 3,https://www.ces.edu.uy/index.php/plan-1994,
1215001,3150110,5,HUMANÍSTICO,NOCTURNO,1994,SEMESTRAL,ROCHA Nº 3,https://www.ces.edu.uy/index.php/plan-1994,
1215001,3150110,5,BIOLÓGICO,NOCTURNO,1994,ANUAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1215001,3150110,5,BIOLÓGICO,NOCTURNO,1994,SEMESTRAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1215001,3150110,5,CIENTÍFICO,NOCTURNO,1994,ANUAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1215001,3150110,6,DERECHO,NOCTURNO,1994,ANUAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1215001,3150110,6,DERECHO,NOCTURNO,1994,SEMESTRAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1215001,3150110,6,ECONOMÍA,NOCTURNO,1994,ANUAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1215001,3150110,6,AGRONOMIA,NOCTURNO,1994,ANUAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1215001,3150110,6,MEDICINA,NOCTURNO,1994,ANUAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1215001,3150110,6,MEDICINA,NOCTURNO,1994,SEMESTRAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1215001,3150110,6,INGENIERÍA,NOCTURNO,1994,ANUAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-1994,
1215001,3150110,4,,MATUTINO EXTENDIDO,2006,ANUAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215001,3150110,5,DIV.HUMANÍSTICA,MATUTINO EXTENDIDO,2006,ANUAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215001,3150110,5,DIV.HUMANÍSTICA,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215001,3150110,5,DIV.BIOLÓGICA,MATUTINO EXTENDIDO,2006,ANUAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215001,3150110,5,DIV.BIOLÓGICA,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215001,3150110,5,DIV.CIENTÍFICA,MATUTINO EXTENDIDO,2006,ANUAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215001,3150110,5,DIV.CIENTÍFICA,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215001,3150110,5,DIV.ARTE Y EXPRESIÓN,MATUTINO EXTENDIDO,2006,ANUAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215001,3150110,5,DIV.ARTE Y EXPRESIÓN,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215001,3150110,6,SOCIAL HUMANÍSTICO,MATUTINO EXTENDIDO,2006,ANUAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215001,3150110,6,SOCIAL HUMANÍSTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215001,3150110,6,SOCIAL ECONOMÍA,MATUTINO EXTENDIDO,2006,ANUAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215001,3150110,6,SOCIAL ECONOMÍA,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215001,3150110,6,CIENCIAS AGRARIAS,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215001,3150110,6,CIENCIAS BIOLÓGICAS,MATUTINO EXTENDIDO,2006,ANUAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215001,3150110,6,CIENCIAS BIOLÓGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215001,3150110,6,FÍSICO MATEMÁTICO,MATUTINO EXTENDIDO,2006,ANUAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215001,3150110,6,FÍSICO MATEMÁTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215001,3150110,6,MATEMÁTICA Y DISEÑO,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215001,3150110,6,ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215002,3150111,1,,MATUTINO EXTENDIDO,2006,ANUAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215002,3150111,1,,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO DEPTAL.,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215002,3150111,2,,MATUTINO EXTENDIDO,2006,ANUAL,SALTO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215002,3150111,2,,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215002,3150111,3,,MATUTINO EXTENDIDO,2006,ANUAL,SALTO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215002,3150111,3,,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215002,3150111,4,,MATUTINO EXTENDIDO,2006,ANUAL,SALTO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215002,3150111,5,DIV.HUMANÍSTICA,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215002,3150111,5,DIV.BIOLÓGICA,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215002,3150111,5,DIV.CIENTÍFICA,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215002,3150111,6,SOCIAL HUMANÍSTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215002,3150111,6,SOCIAL ECONOMÍA,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215002,3150111,6,CIENCIAS BIOLÓGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215002,3150111,6,FÍSICO MATEMÁTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215003,3150112,1,,MATUTINO EXTENDIDO,2006,ANUAL,SALTO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215003,3150112,1,,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215003,3150112,2,,MATUTINO EXTENDIDO,2006,ANUAL,SALTO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215003,3150112,2,,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215003,3150112,3,,MATUTINO EXTENDIDO,2006,ANUAL,SALTO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215003,3150112,3,,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215003,3150112,4,,MATUTINO EXTENDIDO,2006,ANUAL,SALTO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215003,3150112,4,,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215003,3150112,5,DIV.HUMANÍSTICA,VESPERTINO EXTENDIDO,2006,ANUAL,SALTO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215003,3150112,5,DIV.BIOLÓGICA,VESPERTINO EXTENDIDO,2006,ANUAL,SALTO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215003,3150112,5,DIV.CIENTÍFICA,VESPERTINO EXTENDIDO,2006,ANUAL,SALTO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215003,3150112,6,SOCIAL HUMANÍSTICO,VESPERTINO EXTENDIDO,2006,ANUAL,SALTO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215003,3150112,6,CIENCIAS BIOLÓGICAS,VESPERTINO EXTENDIDO,2006,ANUAL,SALTO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215004,3150114,1,,MATUTINO EXTENDIDO,2006,ANUAL,SALTO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215004,3150114,1,,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215004,3150114,2,,MATUTINO EXTENDIDO,2006,ANUAL,SALTO Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215004,3150114,2,,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215004,3150114,3,,MATUTINO EXTENDIDO,2006,ANUAL,SALTO Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215004,3150114,3,,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215004,3150114,4,,MATUTINO EXTENDIDO,2006,ANUAL,SALTO Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215004,3150114,4,,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215006,3150119,1,,MATUTINO EXTENDIDO,2006,ANUAL,SALTO Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215006,3150119,2,,MATUTINO EXTENDIDO,2006,ANUAL,SALTO Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215006,3150119,3,,MATUTINO EXTENDIDO,2006,ANUAL,CONSTITUCION,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215006,3150119,4,,INTERMEDIO EXTENDIDO,2006,ANUAL,CONSTITUCION,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215006,3150119,5,DIV.HUMANÍSTICA,INTERMEDIO EXTENDIDO,2006,ANUAL,CONSTITUCION,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215006,3150119,5,DIV.BIOLÓGICA,INTERMEDIO EXTENDIDO,2006,ANUAL,CONSTITUCION,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215006,3150119,6,SOCIAL HUMANÍSTICO,INTERMEDIO EXTENDIDO,2006,ANUAL,CONSTITUCION,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215006,3150119,6,CIENCIAS BIOLÓGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL,CONSTITUCION,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215007,3150115,4,,NOCTURNO,1994,SEMESTRAL,CONSTITUCION,https://www.ces.edu.uy/index.php/plan-1994,
1215007,3150115,1,,MATUTINO EXTENDIDO,2006,ANUAL,CONSTITUCION,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215007,3150115,1,,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO Nº 5,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215007,3150115,2,,MATUTINO EXTENDIDO,2006,ANUAL,SALTO Nº 5,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215007,3150115,2,,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO Nº 5,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215007,3150115,3,,MATUTINO EXTENDIDO,2006,ANUAL,SALTO Nº 5,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215007,3150115,3,,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO Nº 5,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215007,3150115,4,,MATUTINO EXTENDIDO,2006,ANUAL,SALTO Nº 5,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215007,3150115,4,,INTERMEDIO EXTENDIDO,2006,ANUAL,SALTO Nº 5,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1215007,3150115,1,,NOCTURNO,2013,ANUAL,SALTO Nº 5,https://www.ces.edu.uy/index.php/plan-2013,
1215007,3150115,1,,NOCTURNO,2013,SEMESTRAL,SALTO Nº 5,https://www.ces.edu.uy/index.php/plan-2013,
1215007,3150115,2,,NOCTURNO,2013,ANUAL,SALTO Nº 5,https://www.ces.edu.uy/index.php/plan-2013,
1215007,3150115,2,,NOCTURNO,2013,SEMESTRAL,SALTO Nº 5,https://www.ces.edu.uy/index.php/plan-2013,
