X,Y,RUEE,SUBSISTEMA,NOMBRE,DEPTO,DEPTO_TEX,LOCALIDAD,PARAJE,CALLE,N_PUERTA,TELEFONO,RULE_EST
-57.234435310789706,-34.284598543524801,1305611,CETP,ESCUELA TECNICA  NUEVA HELVECIA,5,COLONIA,NUEVA HELVECIA,NUEVA HELVECIA,25 DE AGOSTO ESQ BERNA,S/N,4554 6256 - 4554 6186 -  4554 4306,4050158
-57.235061234827313,-34.301111157316406,1205007,CES,NUEVA HELVECIA,5,COLONIA,NUEVA HELVECIA,NUEVA HELVECIA,AVDA. JOSE BATLLE Y ORDOÑEZ,S/N,45544258/45545244/45547330,3050147
-57.215351308194982,-34.299765593250449,1305144,CETP,ESCUELA SUPERIOR DE LECHERIA COLONIA SUIZA,5,COLONIA,NUEVA HELVECIA,NUEVA HELVECIA,RUTA 52 KM.123.500,S/N,4554 4587 - 4554 4588,4050156
-57.853299216410747,-34.439934827222025,1405100,CFE,CERP COLONIA (SUROESTE),5,COLONIA,COLONIA DEL SACRAMENTO,COLONIA DEL SACRAMENTO,DOMINGO MAGDALENA,160,4522 8655 / 7750,5050165
-57.361330320138961,-34.330274997647159,1305833,CETP,ESCUELA AGRARIA ROSARIO,5,COLONIA,ROSARIO,ROSARIO,CNO. CORRALES DE ABASTO,S/N,4552 2834 - 4552 2491,4050161
-57.615549905115365,-34.270060888779106,1205008,CES,TARARIRAS,5,COLONIA,TARARIRAS,TARARIRAS,LUIS ALBERTO DE HERRERA,1957,4574 2025 - 4574 2784,3050151
-57.616260674436973,-34.264431652721257,1305911,CETP,ESCUELA TECNICA TARARIRAS,5,COLONIA,TARARIRAS,TARARIRAS,JOSE PEDRO VARELA,2274,4574 2660 - 4574 3487,4050162
-56.281261967936082,-34.526681136971582,1203001,CES,CANELONES DEPTAL. - TOMAS BERRETA,3,CANELONES,CANELONES,CANELONES,TREINTA Y TRES,436,4332 4565 - 4332 2608,3030265
-55.760440349302897,-34.767133667979394,1203011,CES,ATLANTIDA Nº 1,3,CANELONES,ATLANTIDA,ATLANTIDA,CALLE 9 Y CIRCUNVALACION,S/N,4372 2436 - 4372 4458,3030267
-56.391209842419563,-34.4582993673693,1203005,CES,SANTA LUCIA N°1  PROF.  SANTOS RABAQUINO,3,CANELONES,SANTA LUCIA,SANTA LUCIA,SARANDI Y VICENTE GRUCCI,S/N,4334 6061 - 4334  6061,3030301
-56.391630223486921,-34.455797788062767,1203040,CES,SANTA LUCIA Nº 2,3,CANELONES,SANTA LUCIA,SANTA LUCIA,BRASIL Y TAJES,S/N,4334 5243 - 4334 5243,3030302
-55.763925071076542,-34.759407214275569,1203052,CES,ATLANTIDA Nº 2,3,CANELONES,ATLANTIDA,ATLANTIDA,PASTORI ENTRE GARCIA LORCA Y MAHATMA GANDHI,S/N,4372 6840 - 4372 6840,3030268
-56.003187225670025,-34.757796419480208,1203024,CES,BARROS BLANCOS Nº 1,3,CANELONES,BARROS BLANCOS,BARROS BLANCOS,CAMINO  LAS VIOLETAS  (RUTA 8 KM 25.500),S/N,2288.54.09  - 2288.42.80,3030269
-56.172362063831123,-34.66972144884646,1203029,CES,CANELON CHICO,3,CANELONES,ZONA RURAL (Seleccionar Paraje),CANELON CHICO,RUTA 32 KM 27.800,S/N,2368.96.41 - 2368.96.41,3030271
-55.919379405081884,-34.801480295409625,1203018,CES,EL PINAR,3,CANELONES,CIUDAD DE LA COSTA,EL PINAR,RIO NEGRO Y PEREZ BUTTLER  KM 28.500,S/N,26984044/26988201 - 2698.79.57,3030274
-55.921523117474429,-34.792660702347213,1203059,CES,EL PINAR Nº 2,3,CANELONES,CIUDAD DE LA COSTA,EL PINAR,AUSTRIA Y 18 DE JULIO KM.30,S/N,26965911/26989444/26985829,3030275
-56.00908914025311,-34.815683244975524,1203033,CES,COLONIA NICOLICH,3,CANELONES,COLONIA NICOLICH,COLONIA NICOLICH,"GENERAL ARTIGAS N°15,  RUTA 101 KM 22.700 EMPALME NICOLICH",S/N,2682.93.63 - 2683. 79.76,3030272
-55.887971171120178,-34.701417926623087,1203025,CES,EMPALME OLMOS,3,CANELONES,EMPALME OLMOS,EMPALME OLMOS,PATRICIO ALVAREZ Y RUTA 8 KM. 38.400,S/N,22955808/22956497,3030276
-56.039520746863936,-34.734395273343473,1203019,CES,JOAQUIN SUAREZ,3,CANELONES,JOAQUIN SUAREZ,JOAQUIN SUAREZ,FRANCISCO MACIEL Y JUAN DOTTA,S/N,22971046/22970334/22971414,3030311
-55.677311333687435,-34.753609818579115,1203038,CES,LA FLORESTA,3,CANELONES,LA FLORESTA,LA FLORESTA,TREINTA Y TRES Y ARGENTINA,S/N,4373 7507 - 4373 7507,3030278
-56.234485053572492,-34.764125896115203,1203012,CES,LA PAZ N° 1  JAVIER DE VIANA,3,CANELONES,LA PAZ,LA PAZ,RAMON ALVAREZ Y TISCORNIA,S/N,2362.22.13 - 2362.44.72,3030279
-56.22360755157866,-34.754406516942083,1203034,CES,LA PAZ Nº 2,3,CANELONES,LA PAZ,LA PAZ,AVENIDA ARTIGAS,658,23624721/23625059/23622990,3030280
-56.216659551675718,-34.72592210353389,1203003,CES,LAS PIEDRAS N° 1  MANUEL ROSE,3,CANELONES,LAS PIEDRAS,LAS PIEDRAS,RIVERA   ENTRE J. B YORDOÑEZ Y L.A DE HERRERA,S/N,23644190/23643390/23642930,3030281
-56.225399855592954,-34.72708468993055,1203027,CES,LAS PIEDRAS N° 2  GERMAN CABRERA,3,CANELONES,LAS PIEDRAS,LAS PIEDRAS,AVENIDA ARTIGAS Y 18 DE JULIO,616,2364.61.13 - 2364.61.13,3030282
-56.197082647745923,-34.718557419476838,1203037,CES,LAS PIEDRAS Nº 3,3,CANELONES,LAS PIEDRAS,LAS PIEDRAS,CAMINO MOREIRA CASI SAN MARTIN (BARRIO OBELISCO),99,23643402/23652881,3030283
-56.217620801354613,-34.721676887499306,1203055,CES,LAS PIEDRAS Nº 4,3,CANELONES,LAS PIEDRAS,LAS PIEDRAS,LAVALLEJA ENTRE LIBERTAD Y YAMANDU RODRIGUEZ,S/N,2364.22.54 - 2364.88.15,3030284
-56.355511451473141,-34.605815816310077,1203013,CES,LOS CERRILLOS,3,CANELONES,CERRILLOS,CERRILLOS,TREINTA Y TRES ORIENTALES ESQ. JOSE PEDRO VARELA,S/N,4336 2907 - 4336 2063,3030285
-55.928139178193234,-34.806891762689787,1203039,CES,MEDANOS DE SOLYMAR,3,CANELONES,CIUDAD DE LA COSTA,LOMAS DE SOLYMAR,AV. CENTRAL ENTRE LONG BEACH Y KIYU,S/N,696.34.57 - 696. 34.65,3030286
-55.629609625442178,-34.48749811748614,1203008,CES,MIGUES,3,CANELONES,MIGUES,MIGUES,JOSE PEDRO VARELA,S/N,4317 2597 - 4317  2056,3030287
-55.55982829885059,-34.490486390375374,1203014,CES,MONTES,3,CANELONES,MONTES,MONTES,AVENIDA CENTENARIO,S/N,43175713/43175007,3030288
-55.964546173287452,-34.717269601664704,1203002,CES,PANDO N°. 1  L. ALBERTO BRAUSE,3,CANELONES,PANDO,PANDO,BALTASAR BRUM,842,22922089/22924311/22921054,3030289
-55.966038359225372,-34.714402809643026,1203051,CES,PANDO Nº. 2,3,CANELONES,PANDO,PANDO,CALLE 4 Y VENEZUELA,S/N,22927844/22927320/22920959,3030290
-56.043045692295827,-34.85200406181918,1203022,CES,PASO CARRASCO - DR. ALBERTO CANDEAU,3,CANELONES,PASO CARRASCO,PASO CARRASCO,INDEPENDENCIA ENTRE C. CARRASCO Y VAZ FERREIRA,S/N,26011717/26051944/26011946,3030292
-56.22244349492999,-34.661133960306323,1203009,CES,PROGRESO  GILBERTO IGLESIAS,3,CANELONES,PROGRESO,PROGRESO,CERRO LARGO ENTRE AV. ARTIGAS Y VIA FERRREA,S/N,2369.23.55 - 2368.90.39,3030293
-55.84021564778196,-34.767731802702407,1203017,CES,SALINAS Nº 1,3,CANELONES,SALINAS,SALINAS,ABAYUBA E IRUPE-  MANZANA 169,S/N,4376 5350 - 4376 7459,3030294
-56.079384007473671,-34.451538656236615,1203031,CES,SAN ANTONIO (CANELONES),3,CANELONES,SAN ANTONIO,SAN ANTONIO,M. MOREIRA  ALFARO Y VARELA,S/N,43139480/43139077,3030296
-55.877808938942067,-34.544976016289574,1203016,CES,SAN JACINTO,3,CANELONES,SAN JACINTO,SAN JACINTO,SANTA LUCIA CASI RUTA NACIONAL N°11,S/N,4399 2617 - 4399 2157/43994374,3030298
-55.579616284327066,-34.768255681485115,1203035,CES,SAN LUIS,3,CANELONES,SAN LUIS,SAN LUIS,RUTA INTERBALNEARIA Y 18 DE JULIO KM 62.800,S/N,4378 2144 - 4378 2144,3030299
-55.961252540127902,-34.439982870542842,1203020,CES,SAN BAUTISTA  DR. JUAN MARIA FALERO,3,CANELONES,SAN BAUTISTA,SAN BAUTISTA,PEDRO MARABOTTO,S/N,4313 6041 - 4313 6301,3030297
-56.038851413361002,-34.497492720142631,1203007,CES,SANTA ROSA  LORETO DANIEL VIDART,3,CANELONES,SANTA ROSA,SANTA ROSA,18 DE JULIO ESQ. DR. RAMON LLAMBIAS DE OLIVAR,S/N,4313 2078 - 4313 2078,3030303
-56.062275466131922,-34.644156069485767,1203006,CES,SAUCE Nº 1,3,CANELONES,SAUCE,SAUCE,SANTA ISABEL Y SANTA LUCIA,S/N,42940545/22941722/42940258,3030304
-56.005242973795262,-34.858242655053481,1203030,CES,SHANGRILA,3,CANELONES,CIUDAD DE LA COSTA,PARQUE CARRASCO,SAENZ PEÑA ESQ.  PARAGUAY,S/N,2682.73.77 - 2682.74.32,3030306
-55.695941946839866,-34.685785821868592,1203015,CES,SOCA,3,CANELONES,DR. FRANCISCO SOCA,DR. FRANCISCO SOCA,SUSANA SOCA ENTRE CENTENARIO Y JUAN ESTEVE,S/N,43740041/43740058,3030307
-55.97237445237247,-34.833053433386262,1203021,CES,SOLYMAR N° 1,3,CANELONES,CIUDAD DE LA COSTA,SOLYMAR,MAR DE AJO ENTRE 70 Y 71,S/N,26956370/26958716/26958208,3030308
-55.983000964612096,-34.821714645372843,1203036,CES,SOLYMAR Nº 2,3,CANELONES,CIUDAD DE LA COSTA,SOLYMAR,"CALLE 53 ENTRE 44 Y 34 (KM 24, INTERBALNEARIA)",S/N,2695.90.90  - 2696.39.61,3030310
-55.759978823312885,-34.345038556869667,1203010,CES,TALA,3,CANELONES,TALA,TALA,L.A.DE HERRERA E ILDEFONSO DE LEON,S/N,43153556/43152083,3030312
-56.088790872919645,-34.740467937022899,1203032,CES,TOLEDO Nº 1,3,CANELONES,TOLEDO,TOLEDO,"MELLO ENTRE 1 Y 2, ESQ. WILSON FERREIRA ALDUNATE",S/N,2296. 96. 69 - 2296.93.37,3030313
-56.214416042709054,-34.698734603434815,1203023,CES,EL DORADO - 18 DE MAYO,3,CANELONES,LAS PIEDRAS,18 DE MAYO,CONTINUACION DR. ELIAS REGULES - VILLA SAN FRANCISCO,S/N,23658168/23645564,3030273
-55.728296792323256,-34.751405683161884,1203057,CES,PARQUE DEL PLATA,3,CANELONES,PARQUE DEL PLATA,PARQUE DEL PLATA,CALLE 10 ENTRE S Y T (ACCESO KM 49),S/N,4375 3973 - 4375 3973,3030291
-56.26173836229416,-34.593287390044928,1203056,CES,JUANICO,3,CANELONES,JUANICO,JUANICO,RUTA 5 KM.38,S/N,4335 9422 - 4335 9422,3030277
-55.952874702638404,-34.290262762782326,1203004,CES,SAN RAMON  DR. JUAN BELZA,3,CANELONES,SAN RAMON,SAN RAMON,TOMAS BERRETA,1385,4312 2725 - 4312 2725,3030300
-55.980188844061267,-34.820231072523264,1303201,CETP,ESCUELA TECNICA SOLYMAR NORTE,3,CANELONES,CIUDAD DE LA COSTA,SOLYMAR,CALLE F Y 34 KM.RUTA INTERBALNEARIA  KM 24200,S/N,2696 2121 - 2696 2106,4030319
-56.249139950439023,-34.713323133037456,1303244,CETP,ESCUELA SUPERIOR DE VITIVINICULTURA,3,CANELONES,LAS PIEDRAS,EL COLORADO,RUTA 48 KM. 18,S/N,2364 5628,4030320
-56.287648804503853,-34.523885857595673,1303141,CETP,ESCUELA TECNICA CANELONES,3,CANELONES,CANELONES,CANELONES,JOSE E. RODO,614,4332 2246 - 4332 3694,4030318
-56.218640124253433,-34.72994809556193,1303461,CETP,ESCUELA TECNICA SUPERIOR LAS PIEDRAS,3,CANELONES,LAS PIEDRAS,LAS PIEDRAS,BALTASAR BRUM ESQ PILAR CABRERA,665,2364 9849 - 2365 9801,4030321
-55.958051465208399,-34.296352659488186,1303781,CETP,ESCUELA TECNICA SAN RAMON,3,CANELONES,SAN RAMON,SAN RAMON,AVDA. J. BATLLE Y ORDOÑEZ,1698,4312 2409 - 4312 3593 - 4312 2409,4030326
-55.959329449377513,-34.304563340234182,1303803,CETP,ESCUELA AGRARIA  SAN RAMON,3,CANELONES,SAN RAMON,SAN RAMON,RUTA 6 KM.77,S/N,4312 2370 - 4312 2302,4030327
-56.391273861681647,-34.448663247090487,1303821,CETP,ESCUELA TECNICA SANTA LUCIA,3,CANELONES,SANTA LUCIA,SANTA LUCIA,PECOCHE ESQ ELENA LENZUE,S/N,4334 5915 - 4334 8541 - 4334 6348,4030328
-56.062888149331357,-34.643459295959588,1303851,CETP,ESCUELA TECNICA SAUCE,3,CANELONES,SAUCE,SAUCE,FRANCISCA PASCUAL DE ARTIGAS,S/N,2294 1208 - 2294 0130,4030329
-55.563638580911345,-34.49493424685317,1303523,CETP,ESCUELA AGRARIA MONTES,3,CANELONES,MONTES,MONTES,AVDA CENTENARIO ESQ. CALLE 1 PREDIO RODESUR,S/N,4317 5011,4030322
-55.962393923162935,-34.718791756997518,1303601,CETP,ESCUELA TECNICA PANDO,3,CANELONES,PANDO,PANDO,DR. CESAR PIOVENE,921,2292 2416 - 2292 4126,4030323
-55.986088909005666,-34.745656832821894,1303911,CETP,ESCUELA TECNICA BARROS BLANCOS,3,CANELONES,BARROS BLANCOS,BARROS BLANCOS,RUTA 8 KM.29 - GRAL. ARTIGAS ESQ. DIONISIO DIAZ,S/N,2288 8933 - 22880842,4030324
-55.955506369579588,-34.714167256540534,1403017,CFE,IFD PANDO,3,CANELONES,PANDO,PANDO,ITURRIA,1245,2292 2945 / 1183,5030331
-55.980886335263179,-34.820646485041031,1403049,CFE,IFD DE LA COSTA,3,CANELONES,CIUDAD DE LA COSTA,SOLYMAR,CALLE OMBUES,S/N,2696 7822 / 7592,5030333
-55.763982260014068,-34.759090000350163,1403100,CFE,CERP ATLANTIDA (SUR),3,CANELONES,ATLANTIDA,ATLANTIDA,BARRIO ESPAÑOL  CALLE 17 METROS Nº 8,S/N,4372 1212 / 0909,5030334
-55.759363631835726,-34.775625409890445,1303131,CETP,ESCUELA TECNICA ATLANTIDA,3,CANELONES,ATLANTIDA,ATLANTIDA,REP. ARGENTINA Y ARTIGAS,S/N,4372 3507-43728578,4030317
-56.281158725025264,-34.526336320176057,1403008,CFE,IFD CANELONES,3,CANELONES,CANELONES,CANELONES,TREINTA Y TRES,470,4332 2769 / 3691,5030330
-56.043538023168715,-34.852378207254453,1303651,CETP,ESCUELA TECNICA PASO CARRASCO,3,CANELONES,PASO CARRASCO,PASO CARRASCO,JOSE PEDRO VARELA ESQ CAMINO CARRASCO,S/N,2601 1830 - 2601 4028,4030325
-57.777598681705626,-30.790636522085681,1315061,CETP,ESCUELA TECNICA BELEN,15,SALTO,BELEN,BELEN,SOLIS ESQ BALBELA,S/N,4766 2003,4150128
-57.857582423085901,-31.063624171085408,1215006,CES,VILLA CONSTITUCION,15,SALTO,CONSTITUCION,CONSTITUCION,TREINTA Y TRES ORIENTALES Y 25 DE MAYO,S/N,4764 2024  - 4764 2220,3150119
-57.967566135271831,-31.376342480638481,1215002,CES,N º 2  DR. ANTONIO M. GROMPONE,15,SALTO,SALTO,SALTO,PARAGUAY Y CAMINO DEL EXODO,S/N,4733 1355 - 4733 4931,3150111
-57.942658580699963,-31.386316834058444,1215003,CES,N º 3  JOSE PEREIRA RODRIGUEZ,15,SALTO,SALTO,SALTO,AGRACIADA Y PASAJE SAN EUGENIO,S/N,4733 8622 - 4733 3981,3150112
-57.957454682418174,-31.390088855429969,1215001,CES,Nº1 DPTAL.  INS. POLITECNICO OSIMANI Y LERENA,15,SALTO,SALTO,SALTO,ARTIGAS Y CERRITO,S/N,473 32791 - 473 33971,3150110
-57.962081944540664,-31.386494113271993,1215007,CES,N º 5   ARQ. ARMANDO Y. BARBIERI,15,SALTO,SALTO,SALTO,BRASIL ESQUINA OSIMANI Y LERENA,1009,4732 9895 - 4732 8630,3150115
-57.970560781775973,-31.391342246810193,1415100,CFE,CERP SALTO (LITORAL),15,SALTO,SALTO,SALTO,FLORENCIO SANCHEZ,398,4732 4011,5150127
-57.971410433313856,-31.390999519843025,1315852,CETP,ESCUELA TEC. SUPERIOR  ADMINISTRACION Y SERVICIOS - SALTO,15,SALTO,SALTO,SALTO,JUAN CARLOS GOMEZ ESQ CERVANTES,341,4732 3779 - 4732 3780,4150125
-57.971080473770201,-31.390200244193991,1315722,CETP,ESCUELA SUPERIOR  SALTO,15,SALTO,SALTO,SALTO,JOSE P. VARELA ESQ JUAN CARLOS GOMEZ,441,4733 2362 - 4733 0441 - 4733 5987,4150124
-57.971988864326541,-31.386566380635461,1415022,CFE,IFD SALTO,15,SALTO,SALTO,SALTO,URUGUAY,329,4733 3490 / 5388,5150126
-57.971119424559411,-31.408171716336465,1215004,CES,N º 4  HORACIO QUIROGA,15,SALTO,SALTO,SALTO,AV. SOLARI,2050,4732 3162  - 4732 1365,3150114
-57.955765084932622,-31.406377878745555,1215009,CES,Nº 6,15,SALTO,SALTO,SALTO,WASHINGTON BELTRAN Y M. ALBISUR,S/N,4732 3473 - 4732 3473,3150116
-57.903650018993616,-31.386314677956381,1215014,CES,SALTO Nº 7,15,SALTO,SALTO,SALTO,MANUEL ORIBE Y PASCUAL HARRIAGUE (BARRIO ARTIGAS),S/N,4737 7539  - 4737 7539,3150117
-57.770203166983023,-31.358708267619296,1215011,CES,SAN ANTONIO (SALTO),15,SALTO,SAN ANTONIO,SAN ANTONIO,RUTA 31 KM 13 DE SAN ANTONIO,S/N,4730 2414             - 4730 2414,3150121
-57.023925152790071,-31.09585698835804,1215012,CES,COLONIA LAVALLEJA,15,SALTO,MIGLIARO,MIGLIARO,COLONIA LAVALLEJA CALLE 1 Y CALLE 7,S/N,47304433-47304988-47304983,3150118
-57.196032815226488,-31.28097480805021,1215008,CES,RINCON DE VALENTIN (RURAL),15,SALTO,RINCON DE VALENTIN,RINCON DE VALENTIN,RUTA 31 KM 76,S/N,4730 4027 - 4730 4027,3150120
-57.199902643504039,-32.363891529447066,1211002,CES,GUICHON,11,PAYSANDU,GUICHON,GUICHON,AVDA. GRAL ARTIGAS ENTRE SARANDI E ITUZAINGO,S/N,4742 2081   - 4742 2081,3110109
-57.601872346176457,-32.374655575481931,1211006,CES,PIEDRAS COLORADAS,11,PAYSANDU,PIEDRAS COLORADAS,PIEDRAS COLORADAS,18 DE MAYO (RUTA 90 KM 48.500),S/N,4747 2041 - 4747 2041,3110110
-57.477295485232524,-31.884297903813156,1211011,CES,PUEBLO GALLINAL,11,PAYSANDU,GALLINAL,GALLINAL,RUTA 26 KM 68.500 CON. AZUCITRUS (15 KM AL NORTE),S/N,4750 4116 - 4750 4116,3110111
-57.888258915240698,-31.663140024552611,1211012,CES,CHAPICUY,11,PAYSANDU,CHAPICUY,CHAPICUY,RUTA 3 - KM. 454,S/N,47504118,3110053
-57.918671505868723,-32.077460066371465,1211015,CES,DE LORENZO GEYRES   QUEGUAY  (CEI),11,PAYSANDU,LORENZO GEYRES,LORENZO GEYRES,TACUABE,S/N,4750 4000 - 4750 5606,3110047
-57.944659006192488,-31.901984444634767,1311403,CETP,ESCUELA AGRARIA GUAVIYU,11,PAYSANDU,ZONA RURAL (Seleccionar Paraje),COLONIA ROS DE OGER,COLONIA ROS DE OGER GUAVIYU,S/N,4750 4204 - 4750 4021,4110116
-57.234803734639108,-32.359899568250952,1311303,CETP,ESCUELA AGRARIA GUICHON,11,PAYSANDU,ZONA RURAL (Seleccionar Paraje),GUICHON,RUTA 90 KM.86.500,S/N,4740 2296 - 4740 2860,4110115
-57.198472412474771,-32.36000968623091,1311301,CETP,ESCUELA TECNICA GUICHON,11,PAYSANDU,GUICHON,GUICHON,DR. LUIS A. DE HERRERA,419,4742 2016,4110114
-58.092900637978495,-32.315750561004727,1211001,CES,N° 1 DEPARTAMENTAL  Q. F. ELIDA HEINZEN,11,PAYSANDU,PAYSANDU,PAYSANDU,18 DE JULIO,685,4722 2532 - 4722 8484,3110103
-58.092770508252507,-32.315204561709535,1211010,CES,PAYSANDU Nº 5,11,PAYSANDU,PAYSANDU,PAYSANDU,SILVAN FERNANDEZ,975,4723 4539 - 4722 0006,3110107
-58.081789215609547,-32.316419147691263,1411018,CFE,IFD PAYSANDU,11,PAYSANDU,PAYSANDU,PAYSANDU,FLORIDA,1181,4722 9068 / 2733,5110122
-58.080585093552223,-32.318998214552479,1311701,CETP,ESCUELA TECNICA  PAYSANDU,11,PAYSANDU,PAYSANDU,PAYSANDU,MONTE CASEROS ESQ SARANDI,875,4722 2580 - 4723 4830  - 4722 5716,4110117
-58.083798803805557,-32.319327972740126,1311722,CETP,INSTITUTO  TECNOLOGICO SUPERIOR PAYSANDU,11,PAYSANDU,PAYSANDU,PAYSANDU,SARANDI,1138,47229685,4110118
-58.078343179647234,-32.31983213813772,1211004,CES,PAYSANDU Nº 2,11,PAYSANDU,PAYSANDU,PAYSANDU,JOSE PEDRO VARELA   ESQ. SARANDI,829,4722 2510 - 4722 7703,3110104
-58.073569628617093,-32.321664196501338,1211017,CES,PAYSANDU Nº 7,11,PAYSANDU,PAYSANDU,PAYSANDU,25 DE MAYO ENRTE DR. FELIPPONE Y VEROCAY,S/N,47231657/47237635,3110108
-58.069877345089189,-32.314489158548717,1211009,CES,PAYSANDU Nº 4,11,PAYSANDU,PAYSANDU,PAYSANDU,BULEVAR ARTIGAS ESQ. BOLIVAR,1198,4722 5910 - 4723 1333,3110106
-58.084522423957829,-32.267446905714372,1211016,CES,PAYSANDU Nº 6,11,PAYSANDU,PAYSANDU,NUEVO PAYSANDU,SALADERO S. Mª ESQ. MONSEÑOR NICOLINI,S/N,47242367,3110120
-58.078049791021733,-32.301733299199391,1211008,CES,PAYSANDU Nº 3,11,PAYSANDU,PAYSANDU,PAYSANDU,ZORRILLA DE SAN MARTIN ESQ. ANDRESITO,1760,4723 1338 - 4722 8690,3110105
-57.89998874949864,-31.937838456464672,1211005,CES,QUEBRACHO,11,PAYSANDU,QUEBRACHO,QUEBRACHO,DR. MARTINI Y 25 DE MAYO,S/N,4754 2036 - 4754 2315,3110112
-55.986755742266695,-31.714418387102409,1218001,CES,N º 1 DPTAL  ILDEFONSO PABLO ESTEVES,18,TACUAREMBO,TACUAREMBO,TACUAREMBO,DR. IVO FERREIRA,363,463 22349   - 463 22386,3180142
-55.98707914144174,-31.713372370969363,1318901,CETP,ESCUELA TECNICA TACUAREMBO,18,TACUAREMBO,TACUAREMBO,TACUAREMBO,AGRACIADA ESQ. CATALINA,S/N,4632 2892 - 4632 3088,4180158
-55.985098937294623,-31.713809409727631,1418025,CFE,IFD TACUAREMBO,18,TACUAREMBO,TACUAREMBO,TACUAREMBO,DR. I. FERREIRA,320,4632 5030 / 2552,5180160
-55.973404459838719,-31.726671794619996,1218004,CES,TACUAREMBO Nº 2 ANDRESITO,18,TACUAREMBO,TACUAREMBO,TACUAREMBO,AMERICO CAORSI Y TOMAS MUJICA (BARRIO FERROCARRIL),S/N,463 23147 - 463 23147,3180143
-55.983559230077226,-31.712495732481518,1218007,CES,TACUAREMBO Nº 3,18,TACUAREMBO,TACUAREMBO,TACUAREMBO,25 DE AGOSTO,160,463 22970   - 463 28146,3180144
-55.992324383480359,-31.723374909625626,1218011,CES,TACUAREMBO Nº 5,18,TACUAREMBO,TACUAREMBO,TACUAREMBO,25 DE MAYO,636,463 25080 - 463 25080,3180147
-55.989986804612407,-31.706582170230838,1318903,CETP,ESCUELA AGRARIA TACUAREMBO,18,TACUAREMBO,TACUAREMBO,TACUAREMBO,SARANDI  ESQ MICHELSON,S/N,4632 6069 - 4632 2894,4180159
-55.970435100684163,-31.699222996852122,1218010,CES,TACUAREMBO Nº 4,18,TACUAREMBO,TACUAREMBO,JUAN DOMINGO LOPEZ,LAVALLEJA  Y ROMERO (BARRIO LOPEZ),S/N,4632 5265 - 4632 5265,3180146
-55.833256365727593,-32.61651443663623,1218003,CES,SAN GREGORIO DE POLANCO,18,TACUAREMBO,SAN GREGORIO DE POLANCO,SAN GREGORIO DE POLANCO,JOSE PEDRO VARELA,125,4369 4011 - 4369 4011,3180153
-56.504114151042394,-32.812885152375799,1318701,CETP,ESCUELA TECNICA PASO DE LOS TOROS,18,TACUAREMBO,PASO DE LOS TOROS,PASO DE LOS TOROS,MANUEL ORIBE,338,4664 2313 -  4664 2362,4180157
-56.525508114451775,-32.802431500053707,1218012,CES,PASO DE LOS TOROS Nº 2,18,TACUAREMBO,PASO DE LOS TOROS,PASO DE LOS TOROS,SANTIN CARLOS ROSSI,767,4664 3707 - 4664 3707,3180152
-56.513311048594936,-32.808849455307509,1218002,CES,PASO DE LOS TOROS Nº 1,18,TACUAREMBO,PASO DE LOS TOROS,PASO DE LOS TOROS,APARICIO SARAVIA,S/N,4664 2136   - 4664 5162,3180151
-55.459796011220206,-31.87813190300454,1218006,CES,ANSINA,18,TACUAREMBO,ANSINA,ANSINA,RUTA 44  KM. 0 ANSINA,S/N,463 09102 - 463 09102,3180149
-56.23875329215744,-31.87974767421159,1218005,CES,VILLA TAMBORES,18,TACUAREMBO,TAMBORES,TAMBORES,ALIPIO FERREIRA,S/N,4630 8076 - 4630 8076,3180155
-55.011822585749144,-32.183652100648906,1218008,CES,TOSCAS DE CARAGUATA,18,TACUAREMBO,LAS TOSCAS,TOSCAS DE CARAGUATA,RUTA 26 KM 349 FRENTE A MEVIR,S/N,4630 9027 - 4630 9027,3180154
-54.946534090809614,-34.916526051167374,1410100,CFE,CERP MALDONADO (ESTE),10,MALDONADO,PUNTA DEL ESTE,PUNTA DEL ESTE,CALLE LA VIRGEN Y ALFEREZ CAMPORA,S/N,4225 4428,5100126
-55.630486057006898,-33.345981868697251,1206002,CES,DE SARANDI DEL YI  DR. FRANCISCO DOMINGO RIOS,6,DURAZNO,SARANDI DEL YI,SARANDI DEL YI,SARANDI,508,4367 9004 - 4367 8688,3060096
-55.630881185529404,-33.34289613776253,1306851,CETP,ESCUELA TECNICA SARANDI DEL Yi,6,DURAZNO,SARANDI DEL YI,SARANDI DEL YI,A. SOSA BERNADET,579,4367 9068- 4367 8652,4060100
-56.011668553639886,-33.242491271534853,1206003,CES,EL CARMEN,6,DURAZNO,CARMEN,CARMEN,18 DE JULIO  Y FRANCISCO FONTEROSA,S/N,4365 4025 - 4365 4025,3060093
-56.478935266654823,-33.057406492730095,1206005,CES,CARLOS REYLES,6,DURAZNO,CARLOS REYLES,CARLOS REYLES,ALEJANDRO VICTORICA,S/N,4368 2173  - 4368 2007,3060095
-55.573554241689472,-32.728882764927917,1206008,CES,LA PALOMA (DURAZNO),6,DURAZNO,LA PALOMA,LA PALOMA,CALLE 12,S/N,4360 3055 - 4360 3055,3060094
-55.6192728710894,-32.886140797357619,1206006,CES,BLANQUILLO,6,DURAZNO,BLANQUILLO,BLANQUILLO,3 DE DICIEMBRE,S/N,43662162,3060092
-54.157376378504836,-32.367016880332464,1204007,CES,MELO Nº 3,4,CERRO LARGO,MELO,MELO,ESTEBAN  O. VIEIRA,1183,4642 4546  - 4642 4546,3040130
