Descripcion_Nivel,Descripcion_Tipo_Curso,Plan_Orientac,Cod_Corientac,Descripcion_Orientac,Tray,Año,Mod,Sem,Grupo,TurnoDescripcion,Sectores de Estudio,Modalidad,Telefono,Mail,DescTCurso,DescOrient,Ruee,Cod_Ecuela
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48I,INFORMATICA,,,,,,NOCTURNO,,,4733 2362 - 4733 0441 - 4733 5987,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT%20Informatica%20reformulacion%202021.htm,1315722,15722
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48S,INFORMATICA - DESARROLLO Y SOPORTE,,,,,,NOCTURNO,,,4733 2362 - 4733 0441 - 4733 5987,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,,1315722,15722
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48S,INFORMATICA - DESARROLLO Y SOPORTE,,,,,,MATUTINO,,,4733 2362 - 4733 0441 - 4733 5987,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,,1315722,15722
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,92I,INDUMENTARIA TEXTIL,,,,,,VESPERTINO,,,4733 2362 - 4733 0441 - 4733 5987,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Indumentaria%20Textil.htm,1315722,15722
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,92I,INDUMENTARIA TEXTIL,,,,,,VESPERTINO-NOCTURNO,,,4733 2362 - 4733 0441 - 4733 5987,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Indumentaria%20Textil.htm,1315722,15722
EDUCACION MEDIA SUPERIOR,BACHILLERATO PROFESIONAL,2008,144,CARPINTERIA,,,,,,NOCTURNO,,,4733 2362 - 4733 0441 - 4733 5987,,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/052/Bachillerato%20Profesional.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/052/Carpinteria.htm,1315722,15722
EDUCACION MEDIA SUPERIOR,BACHILLERATO PROFESIONAL,2008,393,GASTRONOMIA,,,,,,VESPERTINO,,,4733 2362 - 4733 0441 - 4733 5987,,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/052/Bachillerato%20Profesional.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/052/Gastronomia.htm,1315722,15722
EDUCACION MEDIA SUPERIOR,BACHILLERATO PROFESIONAL,2008,492,INSTALACIONES ELECTRICAS,,,,,,NOCTURNO,,,4733 2362 - 4733 0441 - 4733 5987,,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/052/Bachillerato%20Profesional.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/052/INSTALACIONES%20ELECTRICAS.htm,1315722,15722
EDUCACION MEDIA SUPERIOR,BACHILLERATO PROFESIONAL,2008,576,MECANICA AUTOMOTRIZ,,,,,,MATUTINO,,,4733 2362 - 4733 0441 - 4733 5987,,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/052/Bachillerato%20Profesional.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/052/MECANICA%20AUTOMOTRIZ.htm,1315722,15722
EDUCACION MEDIA SUPERIOR,BACHILLERATO TECNICO PROFESIONAL,2022,14G,ESTETICA PERSONAL,,,,,,NOCTURNO,,,4733 2362 - 4733 0441 - 4733 5987,,https://planeamientoeducativo.utu.edu.uy/bachilleratos-tecnicos-profesionales,https://planeamientoeducativo.utu.edu.uy/btp-estetica-personal,1315722,15722
EDUCACION MEDIA SUPERIOR,BACHILLERATO TECNICO PROFESIONAL,2022,23H,CONSTRUCCION,,,,,,MATUTINO,,,4733 2362 - 4733 0441 - 4733 5987,,https://planeamientoeducativo.utu.edu.uy/bachilleratos-tecnicos-profesionales,https://planeamientoeducativo.utu.edu.uy/btp-construccion,1315722,15722
EDUCACION MEDIA SUPERIOR,BACHILLERATO TECNICO PROFESIONAL,2022,39I,GASTRONOMIA,,,,,,NOCTURNO,,,4733 2362 - 4733 0441 - 4733 5987,,https://planeamientoeducativo.utu.edu.uy/bachilleratos-tecnicos-profesionales,https://planeamientoeducativo.utu.edu.uy/btp-gastronomia,1315722,15722
EDUCACION MEDIA SUPERIOR,BACHILLERATO TECNICO PROFESIONAL,2022,39I,GASTRONOMIA,,,,,,VESPERTINO,,,4733 2362 - 4733 0441 - 4733 5987,,https://planeamientoeducativo.utu.edu.uy/bachilleratos-tecnicos-profesionales,https://planeamientoeducativo.utu.edu.uy/btp-gastronomia,1315722,15722
EDUCACION MEDIA SUPERIOR,BACHILLERATO TECNICO PROFESIONAL,2022,57C,AUTOMOTORES,,,,,,NOCTURNO,,,4733 2362 - 4733 0441 - 4733 5987,,https://planeamientoeducativo.utu.edu.uy/bachilleratos-tecnicos-profesionales,https://planeamientoeducativo.utu.edu.uy/btp-automotores,1315722,15722
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2015,23B,CONSTRUCCION CICLO COMUN,,,,,,NOCTURNO,,,4733 2362 - 4733 0441 - 4733 5987,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/Construccion%20Enfasis%20Arquitectura.htm,1315722,15722
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2015,23E,CONSTRUCCION ENFASIS ARQUITECTURA,,,,,,NOCTURNO,,,4733 2362 - 4733 0441 - 4733 5987,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/Construccion%20Enfasis%20Arquitectura.htm,1315722,15722
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2017,39N,GASTRONOMIA,,,,,,NOCTURNO,,,4733 2362 - 4733 0441 - 4733 5987,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/Gastronom%C3%ADa%202017.htm,1315722,15722
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2020,497,INSTALACIONES ELECTRICAS,,,,,,NOCTURNO,,,4733 2362 - 4733 0441 - 4733 5987,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/050a2010497InstalacionesElectricas.htm,1315722,15722
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2020,497,INSTALACIONES ELECTRICAS,,,,,,NOCTURNO,,,4733 2362 - 4733 0441 - 4733 5987,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/050a2010497InstalacionesElectricas.htm,1315722,15722
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2018,60M,MANT. ELECTROMECANICO INDUSTRIAL,,,,,,NOCTURNO,,,4733 2362 - 4733 0441 - 4733 5987,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/MANTENIMIENTO%20ELECTROMECANICO%20INDUSTRIAL.htm,1315722,15722
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2007,611,MOTORES DE COMBUSTION INTERNA,,,,,,NOCTURNO,,,4733 2362 - 4733 0441 - 4733 5987,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/050a07motores%20de%20combustion.htm,1315722,15722
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2013,76A,REDES Y SOFTWARE,,,,,,NOCTURNO,,,4733 2362 - 4733 0441 - 4733 5987,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/050a2010Nautica%20y%20pesca.htm,1315722,15722
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2013,76A,REDES Y SOFTWARE,,,,,,NOCTURNO,,,4733 2362 - 4733 0441 - 4733 5987,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/050a2010Nautica%20y%20pesca.htm,1315722,15722
EDUCACION SUP. TERCIARIA,INGENIERO TECNOLÓGICO,2020,340,ELECTRONICA,,,,,,NOCTURNO,,,4733 2362 - 4733 0441 - 4733 5987,,https://educacionterciaria.utu.edu.uy/ingeniero,https://educacionterciaria.utu.edu.uy/ingeniero-tecnologico-electronica,1315722,15722
EDUCACION SUP. TERCIARIA,INGENIERO TECNOLÓGICO,2020,340,ELECTRONICA,,,,,,NOCTURNO,,,4733 2362 - 4733 0441 - 4733 5987,,https://educacionterciaria.utu.edu.uy/ingeniero,https://educacionterciaria.utu.edu.uy/ingeniero-tecnologico-electronica,1315722,15722
EDUCACION SUP. TERCIARIA,INGENIERO TECNOLÓGICO,2020,344,ELECTROTECNIA,,,,,,NOCTURNO,,,4733 2362 - 4733 0441 - 4733 5987,,https://educacionterciaria.utu.edu.uy/ingeniero,https://educacionterciaria.utu.edu.uy/ingeniero-electrotecnia,1315722,15722
EDUCACION SUP. TERCIARIA,INGENIERO TECNOLÓGICO,2020,344,ELECTROTECNIA,,,,,,NOCTURNO,,,4733 2362 - 4733 0441 - 4733 5987,,https://educacionterciaria.utu.edu.uy/ingeniero,https://educacionterciaria.utu.edu.uy/ingeniero-electrotecnia,1315722,15722
EDUCACION SUP. TERCIARIA,INGENIERO TECNOLÓGICO,2020,344,ELECTROTECNIA,,,,,,NOCTURNO,,,4733 2362 - 4733 0441 - 4733 5987,,https://educacionterciaria.utu.edu.uy/ingeniero,https://educacionterciaria.utu.edu.uy/ingeniero-electrotecnia,1315722,15722
EDUCACION SUP. TERCIARIA,INGENIERO TECNOLÓGICO,2020,344,ELECTROTECNIA,,,,,,NOCTURNO,,,4733 2362 - 4733 0441 - 4733 5987,,https://educacionterciaria.utu.edu.uy/ingeniero,https://educacionterciaria.utu.edu.uy/ingeniero-electrotecnia,1315722,15722
EDUCACION SUP. TERCIARIA,INGENIERO TECNOLÓGICO,2020,34E,ELECTRONICA,,,,,,NOCTURNO,,,4733 2362 - 4733 0441 - 4733 5987,,https://educacionterciaria.utu.edu.uy/ingeniero,https://educacionterciaria.utu.edu.uy/ingeniero-tecnologico-electronica,1315722,15722
EDUCACION SUP. TERCIARIA,INGENIERO TECNOLÓGICO,2020,34E,ELECTRONICA,,,,,,NOCTURNO,,,4733 2362 - 4733 0441 - 4733 5987,,https://educacionterciaria.utu.edu.uy/ingeniero,https://educacionterciaria.utu.edu.uy/ingeniero-tecnologico-electronica,1315722,15722
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,40C,ALOJAMIENTO,,,,,,MATUTINO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04840CAlojamiento.htm,1315822,15822
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,929,TURISMO,,,,,,VESPERTINO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904929.htm,1315822,15822
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,929,TURISMO,,,,,,MATUTINO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904929.htm,1315822,15822
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,929,TURISMO,,,,,,VESPERTINO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904929.htm,1315822,15822
EDUCACION SUP. TERCIARIA,TECNÓLOGO,2015,46D,D. ITINERARIO TURISTICO SOSTENIBLE,,,,,,NOCTURNO,,,,,https://www.utu.edu.uy/tecnologos,https://www.utu.edu.uy/tecnologo-diseno-de-itinerarios-turisticos-sostenibles-diseno-de-itinerarios-sostenibles-de-la,1315822,15822
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2015,008,ADMINISTRACION,,,,,,MATUTINO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/050%20Administraci%C3%B3n.htm,1315822,15822
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2015,008,ADMINISTRACION,,,,,,NOCTURNO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/050%20Administraci%C3%B3n.htm,1315822,15822
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2015,008,ADMINISTRACION,,,,,,MATUTINO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/050%20Administraci%C3%B3n.htm,1315822,15822
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2015,008,ADMINISTRACION,,,,,,NOCTURNO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/050%20Administraci%C3%B3n.htm,1315822,15822
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2015,008,ADMINISTRACION,,,,,,NOCTURNO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/050%20Administraci%C3%B3n.htm,1315822,15822
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2015,06A,RECREACION,,,,,,NOCTURNO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/050a2010Nautica%20y%20pesca.htm,1315822,15822
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2015,06A,RECREACION,,,,,,NOCTURNO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/050a2010Nautica%20y%20pesca.htm,1315822,15822
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2013,411,GESTION EMPRESAS TURISTICAS,,,,,,VESPERTINO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/050a0441%20Gestion%20de%20Empresas%20Tur%C3%ADsticas%20Plan%202013.htm,1315822,15822
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2013,411,GESTION EMPRESAS TURISTICAS,,,,,,VESPERTINO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/050a0441%20Gestion%20de%20Empresas%20Tur%C3%ADsticas%20Plan%202013.htm,1315822,15822
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2015,56E,GESTION HUMANA,,,,,,MATUTINO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/050%20Gesti%C3%B3n%20Humana.htm,1315822,15822
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2015,56E,GESTION HUMANA,,,,,,MATUTINO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/050%20Gesti%C3%B3n%20Humana.htm,1315822,15822
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2012,784,ORGANIZACION DE EVENTOS,,,,,,NOCTURNO,,,,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/050a2010Nautica%20y%20pesca.htm,1315822,15822
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,DOBLE TURNO,,,4732 3779 - 4732 3780,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1315852,15852
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,DOBLE TURNO,,,4732 3779 - 4732 3780,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1315852,15852
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,DOBLE TURNO,,,4732 3779 - 4732 3780,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1315852,15852
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,DOBLE TURNO,,,4732 3779 - 4732 3780,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1315852,15852
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,DOBLE TURNO,,,4732 3779 - 4732 3780,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1315852,15852
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,DOBLE TURNO,,,4732 3779 - 4732 3780,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1315852,15852
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,MATUTINO,,,4732 3779 - 4732 3780,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1315852,15852
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,MATUTINO,,,4732 3779 - 4732 3780,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1315852,15852
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,MATUTINO,,,4732 3779 - 4732 3780,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1315852,15852
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,MATUTINO,,,4732 3779 - 4732 3780,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1315852,15852
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,MATUTINO,,,4732 3779 - 4732 3780,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1315852,15852
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,MATUTINO,,,4732 3779 - 4732 3780,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1315852,15852
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,MATUTINO,,,4732 3779 - 4732 3780,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1315852,15852
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,MATUTINO,,,4732 3779 - 4732 3780,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1315852,15852
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,MATUTINO,,,4732 3779 - 4732 3780,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1315852,15852
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,MATUTINO,,,4732 3779 - 4732 3780,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1315852,15852
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,007,ADMINISTRACION,,,,,,NOCTURNO,,,4732 3779 - 4732 3780,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/administraci%C3%B3n.htm,1315852,15852
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,007,ADMINISTRACION,,,,,,NOCTURNO,,,4732 3779 - 4732 3780,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/administraci%C3%B3n.htm,1315852,15852
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,107,ASISTENTE DE DIRECCION,,,,,,NOCTURNO,,,4732 3779 - 4732 3780,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804107Asistente%20de%20direccion.htm,1315852,15852
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,542,MASAJE Y REHABILITACION DEPORTIVA,,,,,,NOCTURNO,,,4732 3779 - 4732 3780,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/Masaje%20y%20Rehabilitaci%C3%B3n%20Deportiva.htm,1315852,15852
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,00R,ADMINISTRACION,,,,,,MATUTINO,,,4732 3779 - 4732 3780,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Administracion%20Reformulado.htm,1315852,15852
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,00R,ADMINISTRACION,,,,,,MATUTINO,,,4732 3779 - 4732 3780,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Administracion%20Reformulado.htm,1315852,15852
