Descripcion_Nivel,Descripcion_Tipo_Curso,Plan_Orientac,Cod_Corientac,Descripcion_Orientac,Tray,Año,Mod,Sem,Grupo,TurnoDescripcion,Sectores de Estudio,Modalidad,Telefono,Mail,DescTCurso,DescOrient,Ruee,Cod_Ecuela
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,DOBLE TURNO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002,10002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,65H,OP. DE PROCESOS INDUSTRIALES,,,,,,DOBLE TURNO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301002,10002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,07R,AUTOMATIZACION INDUSTRIAL,,,,,,MATUTINO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Automatizacion%20Industrial.htm,1301002,10002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,30G,DISEÑO,,,,,,VESPERTINO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/DISE%C3%91O.htm,1301002,10002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,30G,DISEÑO,,,,,,MATUTINO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/DISE%C3%91O.htm,1301002,10002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,30G,DISEÑO,,,,,,VESPERTINO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/DISE%C3%91O.htm,1301002,10002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,336,ELECTROMECANICA,,,,,,VESPERTINO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904336.htm,1301002,10002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,33A,ROBOTICA Y TELECOMUNICACIONES,,,,,,MATUTINO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Robotica%20y%20Telecomunicaciones.htm,1301002,10002
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA FINEST,2014,77R,IT Y REDES,,,,,,NOCTURNO,,,098287174,,https://www.utu.edu.uy/educacion-media-tecnologica-finest-it-y-redes,,1301002,10002
EDUCACION SUP. TERCIARIA,ARTICULACIÓN,2001,891,ARTICULACION TECNOLOGO QUIMICO,,,,,,VESPERTINO,,,098287174,,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/t/050t07informatica.htm,1301002,10002
EDUCACION SUP. TERCIARIA,TECNÓLOGO,2007,889,TECNOLOGO EN INFORMATICA,,,,,,NOCTURNO,,,098287174,,https://www.utu.edu.uy/tecnologos,https://www.utu.edu.uy/tecnologo-en-informatica,1301002,10002
EDUCACION SUP. TERCIARIA,TECNÓLOGO,2007,889,TECNOLOGO EN INFORMATICA,,,,,,NOCTURNO,,,098287174,,https://www.utu.edu.uy/tecnologos,https://www.utu.edu.uy/tecnologo-en-informatica,1301002,10002
EDUCACION SUP. TERCIARIA,TECNÓLOGO,2004,894,TECNOLOGO QUIMICO,,,,,,NOCTURNO,,,098287174,,https://www.utu.edu.uy/tecnologos,https://www.utu.edu.uy/tecnologo-quimico,1301002,10002
EDUCACION SUP. TERCIARIA,TECNÓLOGO,2004,894,TECNOLOGO QUIMICO,,,,,,NOCTURNO,,,098287174,,https://www.utu.edu.uy/tecnologos,https://www.utu.edu.uy/tecnologo-quimico,1301002,10002
EDUCACION SUP. TERCIARIA,TECNÓLOGO,2004,894,TECNOLOGO QUIMICO,,,,,,NOCTURNO,,,098287174,,https://www.utu.edu.uy/tecnologos,https://www.utu.edu.uy/tecnologo-quimico,1301002,10002
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2012,003,AUDIOVISUALES,,,,,,MATUTINO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/b/050b12%20-AUDIOVISUALES.htm,1301002,10002
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2012,003,AUDIOVISUALES,,,,,,NOCTURNO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/b/050b12%20-AUDIOVISUALES.htm,1301002,10002
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2012,003,AUDIOVISUALES,,,,,,MATUTINO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/b/050b12%20-AUDIOVISUALES.htm,1301002,10002
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2012,003,AUDIOVISUALES,,,,,,NOCTURNO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/b/050b12%20-AUDIOVISUALES.htm,1301002,10002
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2020,07T,AUTOMATIZACION,,,,,,NOCTURNO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/AUTOMATIZACION%20INSTRUMENTACION%20Y%20CONTROL.htm,1301002,10002
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2019,26G,CONTROL AMBIENTAL,,,,,,MATUTINO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/050a10264.htm,1301002,10002
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2019,26G,CONTROL AMBIENTAL,,,,,,MATUTINO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/050a10264.htm,1301002,10002
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2012,918,TELECOMUNICACIONES,,,,,,NOCTURNO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/050a2010Nautica%20y%20pesca.htm,1301002,10002
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2012,918,TELECOMUNICACIONES,,,,,,NOCTURNO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/050a2010Nautica%20y%20pesca.htm,1301002,10002
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2020,97I,INSTRUMENTACION Y CONTROL,,,,,,NOCTURNO,,,098287174,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/AUTOMATIZACION%20INSTRUMENTACION%20Y%20CONTROL.htm,1301002,10002
CAPACITACIONES,CAPACITACIÓN PROFESIONAL INICIAL,2020,28P,CONTROLADOR LOG. PROGRAMABLE BASICO,,,,,,NOCTURNO,,,098287174,,https://cursos.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/033/CPI.htm,,1301002,10002
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,VESPERTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021,10021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,VESPERTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021,10021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,VESPERTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021,10021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,VESPERTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021,10021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,VESPERTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021,10021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,VESPERTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021,10021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,VESPERTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021,10021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,VESPERTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021,10021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,VESPERTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021,10021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,VESPERTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021,10021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,VESPERTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021,10021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,VESPERTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021,10021
EDUCACION MEDIA BASICA,EDUCACION BASICA INTEGRADA,2022,12C,EDUCACION BASICA INTEGRADA,,,,,,VESPERTINO,,,2924 3856 - 2924 3865,,https://gestioneducativa.utu.edu.uy/plan-de-educacion-basica-integrada/,,1301021,10021
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,344,ELECTROTECNIA,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,,1301021,10021
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA PROFESIONAL,2004,492,INSTALACIONES ELECTRICAS,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/EMP.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/048/04804492Inst%20Electricas.htm,1301021,10021
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,00R,ADMINISTRACION,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Administracion%20Reformulado.htm,1301021,10021
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,00R,ADMINISTRACION,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Administracion%20Reformulado.htm,1301021,10021
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,00R,ADMINISTRACION,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Administracion%20Reformulado.htm,1301021,10021
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,00R,ADMINISTRACION,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Administracion%20Reformulado.htm,1301021,10021
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,00R,ADMINISTRACION,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Administracion%20Reformulado.htm,1301021,10021
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,00R,ADMINISTRACION,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Administracion%20Reformulado.htm,1301021,10021
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,00R,ADMINISTRACION,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Administracion%20Reformulado.htm,1301021,10021
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,00R,ADMINISTRACION,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/Administracion%20Reformulado.htm,1301021,10021
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,336,ELECTROMECANICA,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904336.htm,1301021,10021
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,336,ELECTROMECANICA,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904336.htm,1301021,10021
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,336,ELECTROMECANICA,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904336.htm,1301021,10021
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,336,ELECTROMECANICA,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904336.htm,1301021,10021
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48I,INFORMATICA,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT%20Informatica%20reformulacion%202021.htm,1301021,10021
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48I,INFORMATICA,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT%20Informatica%20reformulacion%202021.htm,1301021,10021
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,48I,INFORMATICA,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT%20Informatica%20reformulacion%202021.htm,1301021,10021
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,929,TURISMO,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904929.htm,1301021,10021
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,929,TURISMO,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904929.htm,1301021,10021
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,929,TURISMO,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904929.htm,1301021,10021
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,929,TURISMO,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904929.htm,1301021,10021
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,929,TURISMO,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904929.htm,1301021,10021
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,929,TURISMO,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904929.htm,1301021,10021
EDUCACION MEDIA SUPERIOR,EDUCACIÓN MEDIA TECNOLÓGICA,2004,929,TURISMO,,,,,,MATUTINO,,,2924 3856 - 2924 3865,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/EMT.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/049/04904929.htm,1301021,10021
EDUCACION SUP. TERCIARIA,TECNÓLOGO,2016,666,OPTICO,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://www.utu.edu.uy/tecnologos,https://www.utu.edu.uy/tecnologo-optico,1301021,10021
EDUCACION SUP. TERCIARIA,TECNÓLOGO,2016,666,OPTICO,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://www.utu.edu.uy/tecnologos,https://www.utu.edu.uy/tecnologo-optico,1301021,10021
EDUCACION SUP. TERCIARIA,TECNÓLOGO,2016,666,OPTICO,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://www.utu.edu.uy/tecnologos,https://www.utu.edu.uy/tecnologo-optico,1301021,10021
EDUCACION SUP. TERCIARIA,TECNÓLOGO,2016,666,OPTICO,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://www.utu.edu.uy/tecnologos,https://www.utu.edu.uy/tecnologo-optico,1301021,10021
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2013,52A,LOGISTICA,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/Log%C3%ADstica.htm,1301021,10021
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2013,52A,LOGISTICA,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/Log%C3%ADstica.htm,1301021,10021
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2013,52A,LOGISTICA,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/Log%C3%ADstica.htm,1301021,10021
EDUCACION SUP. TERCIARIA,CURSO TÉCNICO TERCIARIO,2013,52A,LOGISTICA,,,,,,NOCTURNO,,,2924 3856 - 2924 3865,,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/CTNTa.htm,https://planeamientoeducativo.utu.edu.uy/sites/cursos.utu.edu.uy/oferta-educativa/2005/2004/TICUR/050/a/Log%C3%ADstica.htm,1301021,10021
