Ruee_Calculado,Rule_Calculado,GRADO_ANNO,BACHIILER_DIVNOMBRE,HORARIO,PLAN,MODALIDAD,NOMBRELIC,DescPlan,RUEE_RAD
1201001,3010273,4,,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1201001,3010273,5,HUMANÍSTICO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1201001,3010273,5,BIOLÓGICO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1201001,3010273,6,DERECHO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1201001,3010273,6,MEDICINA,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1201001,3010273,4,,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201001,3010273,4,,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201001,3010273,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MONTEVIDEO Nº 1,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1201001,3010273,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MONTEVIDEO Nº 1,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1201001,3010273,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MONTEVIDEO Nº 1,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1201001,3010273,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MONTEVIDEO Nº 1,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1201001,3010273,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MONTEVIDEO Nº 1,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1201001,3010273,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MONTEVIDEO Nº 1,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1201002,3010274,4,,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 2,https://www.ces.edu.uy/index.php/plan-1994,
1201002,3010274,5,HUMANÍSTICO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 2,https://www.ces.edu.uy/index.php/plan-1994,
1201002,3010274,5,BIOLÓGICO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 2,https://www.ces.edu.uy/index.php/plan-1994,
1201002,3010274,5,CIENTÍFICO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 2,https://www.ces.edu.uy/index.php/plan-1994,
1201002,3010274,6,DERECHO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 2,https://www.ces.edu.uy/index.php/plan-1994,
1201002,3010274,6,ECONOMÍA,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 2,https://www.ces.edu.uy/index.php/plan-1994,
1201002,3010274,6,MEDICINA,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 2,https://www.ces.edu.uy/index.php/plan-1994,
1201002,3010274,6,INGENIERÍA,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 2,https://www.ces.edu.uy/index.php/plan-1994,
1201002,3010274,4,,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201002,3010274,4,,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201002,3010274,5,DIV.HUMANÍSTICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201002,3010274,5,DIV.HUMANÍSTICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201002,3010274,5,DIV.BIOLÓGICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201002,3010274,5,DIV.BIOLÓGICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201002,3010274,5,DIV.CIENTÍFICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201002,3010274,5,DIV.CIENTÍFICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201002,3010274,5,DIV.ARTE Y EXPRESIÓN,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201002,3010274,5,DIV.ARTE Y EXPRESIÓN,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201002,3010274,6,SOCIAL HUMANÍSTICO,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201002,3010274,6,SOCIAL HUMANÍSTICO,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201002,3010274,6,SOCIAL ECONOMÍA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201002,3010274,6,CIENCIAS BIOLÓGICAS,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201002,3010274,6,CIENCIAS BIOLÓGICAS,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201002,3010274,6,FÍSICO MATEMÁTICO,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201002,3010274,6,MATEMÁTICA Y DISEÑO,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201002,3010274,6,ARTE Y EXPRESIÓN,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201002,3010274,6,ARTE Y EXPRESIÓN,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201003,3010275,4,,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-1994,
1201003,3010275,5,HUMANÍSTICO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-1994,
1201003,3010275,5,BIOLÓGICO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-1994,
1201003,3010275,5,CIENTÍFICO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-1994,
1201003,3010275,6,DERECHO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-1994,
1201003,3010275,6,ECONOMÍA,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-1994,
1201003,3010275,6,MEDICINA,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-1994,
1201003,3010275,6,ARQUITECTURA,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-1994,
1201003,3010275,6,INGENIERÍA,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-1994,
1201003,3010275,4,,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201003,3010275,4,,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201003,3010275,4,,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201003,3010275,5,DIV.HUMANÍSTICA,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201003,3010275,5,DIV.HUMANÍSTICA,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201003,3010275,5,DIV.HUMANÍSTICA,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201003,3010275,5,DIV.BIOLÓGICA,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201003,3010275,5,DIV.BIOLÓGICA,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201003,3010275,5,DIV.BIOLÓGICA,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201003,3010275,5,DIV.CIENTÍFICA,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201003,3010275,5,DIV.CIENTÍFICA,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201003,3010275,5,DIV.ARTE Y EXPRESIÓN,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201003,3010275,5,DIV.ARTE Y EXPRESIÓN,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201003,3010275,5,DIV.ARTE Y EXPRESIÓN,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201003,3010275,6,SOCIAL HUMANÍSTICO,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201003,3010275,6,SOCIAL HUMANÍSTICO,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201003,3010275,6,SOCIAL HUMANÍSTICO,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201003,3010275,6,SOCIAL ECONOMÍA,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201003,3010275,6,SOCIAL ECONOMÍA,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201003,3010275,6,CIENCIAS AGRARIAS,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201003,3010275,6,CIENCIAS BIOLÓGICAS,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201003,3010275,6,CIENCIAS BIOLÓGICAS,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201003,3010275,6,CIENCIAS BIOLÓGICAS,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201003,3010275,6,FÍSICO MATEMÁTICO,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201003,3010275,6,FÍSICO MATEMÁTICO,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201003,3010275,6,MATEMÁTICA Y DISEÑO,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201003,3010275,6,ARTE Y EXPRESIÓN,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201003,3010275,6,ARTE Y EXPRESIÓN,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201003,3010275,6,ARTE Y EXPRESIÓN,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 3,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201004,3010276,4,,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 4,https://www.ces.edu.uy/index.php/plan-1994,
1201004,3010276,5,HUMANÍSTICO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 4,https://www.ces.edu.uy/index.php/plan-1994,
1201004,3010276,5,BIOLÓGICO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 4,https://www.ces.edu.uy/index.php/plan-1994,
1201004,3010276,6,DERECHO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 4,https://www.ces.edu.uy/index.php/plan-1994,
1201004,3010276,6,ECONOMÍA,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 4,https://www.ces.edu.uy/index.php/plan-1994,
1201004,3010276,6,MEDICINA,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 4,https://www.ces.edu.uy/index.php/plan-1994,
1201004,3010276,4,,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201004,3010276,4,,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201004,3010276,5,DIV.HUMANÍSTICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201004,3010276,5,DIV.HUMANÍSTICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201004,3010276,5,DIV.BIOLÓGICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201004,3010276,5,DIV.BIOLÓGICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201004,3010276,5,DIV.CIENTÍFICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201004,3010276,5,DIV.CIENTÍFICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201004,3010276,5,DIV.ARTE Y EXPRESIÓN,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201004,3010276,5,DIV.ARTE Y EXPRESIÓN,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201004,3010276,6,SOCIAL HUMANÍSTICO,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201004,3010276,6,SOCIAL HUMANÍSTICO,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201004,3010276,6,SOCIAL ECONOMÍA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201004,3010276,6,CIENCIAS AGRARIAS,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201004,3010276,6,CIENCIAS BIOLÓGICAS,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201004,3010276,6,CIENCIAS BIOLÓGICAS,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201004,3010276,6,FÍSICO MATEMÁTICO,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201004,3010276,6,FÍSICO MATEMÁTICO,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201004,3010276,6,MATEMÁTICA Y DISEÑO,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201004,3010276,6,ARTE Y EXPRESIÓN,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201004,3010276,6,ARTE Y EXPRESIÓN,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 4,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201005,3010277,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MONTEVIDEO Nº 5,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1201005,3010277,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MONTEVIDEO Nº 5,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1201005,3010277,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MONTEVIDEO Nº 5,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1201005,3010277,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MONTEVIDEO Nº 5,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1201005,3010277,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MONTEVIDEO Nº 5,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1201005,3010277,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,MONTEVIDEO Nº 5,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1201006,3010278,5,HUMANÍSTICO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 6,https://www.ces.edu.uy/index.php/plan-1994,
1201006,3010278,5,BIOLÓGICO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 6,https://www.ces.edu.uy/index.php/plan-1994,
1201006,3010278,5,CIENTÍFICO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 6,https://www.ces.edu.uy/index.php/plan-1994,
1201006,3010278,6,DERECHO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 6,https://www.ces.edu.uy/index.php/plan-1994,
1201006,3010278,6,ECONOMÍA,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 6,https://www.ces.edu.uy/index.php/plan-1994,
1201006,3010278,6,MEDICINA,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 6,https://www.ces.edu.uy/index.php/plan-1994,
1201006,3010278,6,ARQUITECTURA,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 6,https://www.ces.edu.uy/index.php/plan-1994,
1201006,3010278,6,INGENIERÍA,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,MONTEVIDEO Nº 6,https://www.ces.edu.uy/index.php/plan-1994,
1201006,3010278,4,,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201006,3010278,4,,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201006,3010278,4,,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201006,3010278,5,DIV.HUMANÍSTICA,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201006,3010278,5,DIV.HUMANÍSTICA,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201006,3010278,5,DIV.HUMANÍSTICA,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201006,3010278,5,DIV.BIOLÓGICA,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201006,3010278,5,DIV.BIOLÓGICA,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201006,3010278,5,DIV.BIOLÓGICA,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201006,3010278,5,DIV.CIENTÍFICA,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201006,3010278,5,DIV.CIENTÍFICA,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201006,3010278,5,DIV.CIENTÍFICA,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201006,3010278,5,DIV.ARTE Y EXPRESIÓN,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201006,3010278,5,DIV.ARTE Y EXPRESIÓN,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201006,3010278,5,DIV.ARTE Y EXPRESIÓN,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201006,3010278,6,SOCIAL HUMANÍSTICO,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201006,3010278,6,SOCIAL HUMANÍSTICO,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201006,3010278,6,SOCIAL HUMANÍSTICO,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201006,3010278,6,SOCIAL ECONOMÍA,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201006,3010278,6,SOCIAL ECONOMÍA,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1201006,3010278,6,SOCIAL ECONOMÍA,DIURNO,REFORMULACIÓN 2006,ANUAL,MONTEVIDEO Nº 6,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
