Ruee_Calculado,Rule_Calculado,GRADO_ANNO,BACHIILER_DIVNOMBRE,HORARIO,PLAN,MODALIDAD,NOMBRELIC,DescPlan,RUEE_RAD
1203024,3030269,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,BARROS BLANCOS Nº 1,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203025,3030276,4,,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,EMPALME OLMOS,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203025,3030276,5,DIV.HUMANÍSTICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,EMPALME OLMOS,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203025,3030276,5,DIV.BIOLÓGICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,EMPALME OLMOS,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203025,3030276,5,DIV.CIENTÍFICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,EMPALME OLMOS,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203025,3030276,5,DIV.ARTE Y EXPRESIÓN,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,EMPALME OLMOS,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203025,3030276,6,SOCIAL HUMANÍSTICO,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,EMPALME OLMOS,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203025,3030276,6,SOCIAL ECONOMÍA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,EMPALME OLMOS,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203025,3030276,6,CIENCIAS BIOLÓGICAS,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,EMPALME OLMOS,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203025,3030276,6,FÍSICO MATEMÁTICO,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,EMPALME OLMOS,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203025,3030276,6,ARTE Y EXPRESIÓN,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,EMPALME OLMOS,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203025,3030276,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,EMPALME OLMOS,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203025,3030276,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,EMPALME OLMOS,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203025,3030276,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,EMPALME OLMOS,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203027,3030282,4,,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,LAS PIEDRAS Nº 2,https://www.ces.edu.uy/index.php/plan-1994,
1203027,3030282,1,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,LAS PIEDRAS Nº 2,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203027,3030282,1,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,LAS PIEDRAS Nº 2,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203027,3030282,2,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,LAS PIEDRAS Nº 2,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203027,3030282,2,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,LAS PIEDRAS Nº 2,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203027,3030282,3,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,LAS PIEDRAS Nº 2,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203027,3030282,3,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,LAS PIEDRAS Nº 2,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203027,3030282,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,LAS PIEDRAS Nº 2,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203027,3030282,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,LAS PIEDRAS Nº 2,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203027,3030282,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,LAS PIEDRAS Nº 2,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203027,3030282,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,LAS PIEDRAS Nº 2,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203029,3030271,4,,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,CANELON CHICO,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203029,3030271,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,CANELON CHICO,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203029,3030271,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,CANELON CHICO,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203029,3030271,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,CANELON CHICO,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203030,3030306,4,,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,SHANGRILA,https://www.ces.edu.uy/index.php/plan-1994,
1203030,3030306,5,HUMANÍSTICO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,SHANGRILA,https://www.ces.edu.uy/index.php/plan-1994,
1203030,3030306,5,BIOLÓGICO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,SHANGRILA,https://www.ces.edu.uy/index.php/plan-1994,
1203030,3030306,5,CIENTÍFICO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,SHANGRILA,https://www.ces.edu.uy/index.php/plan-1994,
1203030,3030306,6,DERECHO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,SHANGRILA,https://www.ces.edu.uy/index.php/plan-1994,
1203030,3030306,6,ECONOMÍA,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,SHANGRILA,https://www.ces.edu.uy/index.php/plan-1994,
1203030,3030306,6,MEDICINA,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,SHANGRILA,https://www.ces.edu.uy/index.php/plan-1994,
1203030,3030306,4,,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,SHANGRILA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203030,3030306,4,,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,SHANGRILA,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203030,3030306,3,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,SHANGRILA,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203030,3030306,3,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,SHANGRILA,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203030,3030306,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,SHANGRILA,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203030,3030306,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,SHANGRILA,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203030,3030306,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,SHANGRILA,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203030,3030306,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,SHANGRILA,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203030,3030306,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,SHANGRILA,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203030,3030306,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,SHANGRILA,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203031,3030296,4,,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,SAN ANTONIO (CANELONES),https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203031,3030296,5,DIV.HUMANÍSTICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,SAN ANTONIO (CANELONES),https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203031,3030296,5,DIV.BIOLÓGICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,SAN ANTONIO (CANELONES),https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203031,3030296,5,DIV.CIENTÍFICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,SAN ANTONIO (CANELONES),https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203031,3030296,6,SOCIAL HUMANÍSTICO,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,SAN ANTONIO (CANELONES),https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203031,3030296,6,CIENCIAS BIOLÓGICAS,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,SAN ANTONIO (CANELONES),https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203031,3030296,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,SAN ANTONIO (CANELONES),https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203031,3030296,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,SAN ANTONIO (CANELONES),https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203031,3030296,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,SAN ANTONIO (CANELONES),https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203031,3030296,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,SAN ANTONIO (CANELONES),https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203032,3030313,4,,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,TOLEDO Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203032,3030313,5,HUMANÍSTICO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,TOLEDO Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203032,3030313,5,BIOLÓGICO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,TOLEDO Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203032,3030313,6,DERECHO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,TOLEDO Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203032,3030313,6,MEDICINA,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,TOLEDO Nº 1,https://www.ces.edu.uy/index.php/plan-1994,
1203032,3030313,4,,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,TOLEDO Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203032,3030313,5,DIV.HUMANÍSTICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,TOLEDO Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203032,3030313,5,DIV.BIOLÓGICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,TOLEDO Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203032,3030313,5,DIV.CIENTÍFICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,TOLEDO Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203032,3030313,6,SOCIAL HUMANÍSTICO,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,TOLEDO Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203032,3030313,6,SOCIAL ECONOMÍA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,TOLEDO Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203032,3030313,6,CIENCIAS BIOLÓGICAS,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,TOLEDO Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203032,3030313,6,FÍSICO MATEMÁTICO,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,TOLEDO Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203032,3030313,1,,DIURNO EXTENDIDO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,TOLEDO Nº 1,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203032,3030313,1,,DIURNO EXTENDIDO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,TOLEDO Nº 1,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203032,3030313,1,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,TOLEDO Nº 1,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203032,3030313,1,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,TOLEDO Nº 1,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203032,3030313,2,,DIURNO EXTENDIDO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,TOLEDO Nº 1,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203032,3030313,2,,DIURNO EXTENDIDO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,TOLEDO Nº 1,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203032,3030313,2,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,TOLEDO Nº 1,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203032,3030313,2,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,TOLEDO Nº 1,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203032,3030313,3,,DIURNO EXTENDIDO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,TOLEDO Nº 1,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203032,3030313,3,,DIURNO EXTENDIDO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,TOLEDO Nº 1,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203032,3030313,3,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,TOLEDO Nº 1,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203032,3030313,3,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,TOLEDO Nº 1,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203032,3030313,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,TOLEDO Nº 1,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203032,3030313,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,TOLEDO Nº 1,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203032,3030313,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,TOLEDO Nº 1,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203032,3030313,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,TOLEDO Nº 1,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203032,3030313,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,TOLEDO Nº 1,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203033,3030272,4,,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,COLONIA NICOLICH Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203033,3030272,5,DIV.HUMANÍSTICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,COLONIA NICOLICH Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203033,3030272,5,DIV.BIOLÓGICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,COLONIA NICOLICH Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203033,3030272,6,SOCIAL HUMANÍSTICO,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,COLONIA NICOLICH Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203033,3030272,6,SOCIAL ECONOMÍA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,COLONIA NICOLICH Nº 1,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203033,3030272,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,COLONIA NICOLICH Nº 1,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203033,3030272,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,COLONIA NICOLICH Nº 1,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203033,3030272,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,COLONIA NICOLICH Nº 1,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203033,3030272,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,COLONIA NICOLICH Nº 1,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203033,3030272,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,COLONIA NICOLICH Nº 1,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203034,3030280,4,,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,LA PAZ Nº 2,https://www.ces.edu.uy/index.php/plan-1994,
1203034,3030280,5,HUMANÍSTICO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,LA PAZ Nº 2,https://www.ces.edu.uy/index.php/plan-1994,
1203034,3030280,5,BIOLÓGICO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,LA PAZ Nº 2,https://www.ces.edu.uy/index.php/plan-1994,
1203034,3030280,5,CIENTÍFICO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,LA PAZ Nº 2,https://www.ces.edu.uy/index.php/plan-1994,
1203034,3030280,6,DERECHO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,LA PAZ Nº 2,https://www.ces.edu.uy/index.php/plan-1994,
1203034,3030280,6,MEDICINA,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,LA PAZ Nº 2,https://www.ces.edu.uy/index.php/plan-1994,
1203034,3030280,4,,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,LA PAZ Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203034,3030280,4,,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,LA PAZ Nº 2,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203034,3030280,1,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,LA PAZ Nº 2,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203034,3030280,1,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,LA PAZ Nº 2,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203034,3030280,2,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,LA PAZ Nº 2,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203034,3030280,2,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,LA PAZ Nº 2,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203034,3030280,3,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,LA PAZ Nº 2,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203034,3030280,3,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,LA PAZ Nº 2,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203034,3030280,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,LA PAZ Nº 2,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203034,3030280,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,LA PAZ Nº 2,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203034,3030280,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,LA PAZ Nº 2,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203034,3030280,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,LA PAZ Nº 2,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203034,3030280,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,LA PAZ Nº 2,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203034,3030280,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,LA PAZ Nº 2,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203035,3030299,4,,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,SAN LUIS,https://www.ces.edu.uy/index.php/plan-1994,
1203035,3030299,5,HUMANÍSTICO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,SAN LUIS,https://www.ces.edu.uy/index.php/plan-1994,
1203035,3030299,6,DERECHO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,SAN LUIS,https://www.ces.edu.uy/index.php/plan-1994,
1203035,3030299,4,,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,SAN LUIS,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203035,3030299,5,DIV.BIOLÓGICA,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,SAN LUIS,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203035,3030299,6,CIENCIAS BIOLÓGICAS,DIURNO EXTENDIDO,REFORMULACIÓN 2006,ANUAL,SAN LUIS,https://www.ces.edu.uy/index.php/plan-2006-bachillerato,
1203035,3030299,1,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,SAN LUIS,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203035,3030299,1,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,SAN LUIS,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203035,3030299,2,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,SAN LUIS,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203035,3030299,2,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,SAN LUIS,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203035,3030299,3,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,ANUAL,SAN LUIS,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203035,3030299,3,,NOCTURNO,PLAN 2013 EXPERIMENTAL EXTRA EDAD,SEMESTRAL,SAN LUIS,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203035,3030299,7,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,SAN LUIS,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203035,3030299,8,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,SAN LUIS,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203035,3030299,9,,DIURNO EXTENDIDO,PLAN 2023 EDUCACIÓN MEDIA BÁSICA,ANUAL,SAN LUIS,https://www.ces.edu.uy/index.php/estudiantes/26591-planes-para-ciclo-basico,
1203036,3030310,4,,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,SOLYMAR Nº 2,https://www.ces.edu.uy/index.php/plan-1994,
1203036,3030310,5,HUMANÍSTICO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,SOLYMAR Nº 2,https://www.ces.edu.uy/index.php/plan-1994,
1203036,3030310,5,BIOLÓGICO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,SOLYMAR Nº 2,https://www.ces.edu.uy/index.php/plan-1994,
1203036,3030310,5,CIENTÍFICO,NOCTURNO,PLAN 1994 MARTHA AVERBUG,SEMESTRAL,SOLYMAR Nº 2,https://www.ces.edu.uy/index.php/plan-1994,
